"Pathogen2","HHSregion","Hypothesis","R01","R02","amplitude1","amplitude2","tpeak1","tpeak2","rho1","rho2","psi","chi","loglik","AIC","R2","RMSE"
"fluB",1,"neutral",1.08402018885672,1.00000000000027,0.413924848502634,0.297650554247671,0.911604522624966,0.143724838400619,0.000615223338718399,0.000282545829903825,1,1,-1473.91147397975,2963.82294795949,0.37425687463689,84.1758685756046
"fluB",2,"neutral",1.59800274693096,1.70599341761218,0.213568500214115,0.10158160063969,0.832862950192371,0.40794263987024,0.000283723154196041,8.88021139252967e-05,1,1,-3375.79208791291,6767.58417582581,0.439297607982551,69.632121367975
"fluB",3,"neutral",1.59765656473625,1.00000000000012,0.215853517411714,0.215427961110815,0.860687388693578,0.092322448027681,0.000219005170778783,0.000309879389784558,1,1,-2447.75778925285,4911.5155785057,0.464794108284252,71.3258575542209
"fluB",4,"neutral",1.50545410640698,1.58744669442717,0.1639261582776,0.0420451532087436,0.767589931798749,0.342196849762877,0.000160564237919858,9.14803714680201e-05,1,1,-4637.53284365895,9291.06568731791,0.303839955074671,77.4004963029469
"fluB",5,"neutral",1.62063253013093,1.00000000314776,0.210014372257682,0.220465003409911,0.874572241551773,0.0736018273736277,0.000378394103572696,0.000321193218006707,1,1,-5738.58569264105,11493.1713852821,0.479220182442882,103.3148737422
"fluB",6,"neutral",1.57867147668043,1.00000000000351,0.195054640451118,0.126819877937284,0.833827114008944,0.00685752422693172,0.000442128511135608,0.00056003139484468,1,1,-4973.00601819731,9962.01203639462,0.452385890679016,86.9774310934896
"fluB",7,"neutral",1.00000000000058,1.00000000000155,0.357088143426864,0.231061099998954,0.884795167796973,0.0809337630226625,0.00157585514929538,0.000229033817032314,1,1,-2373.7216352871,4763.44327057419,0.470405088118417,80.1877911538882
"fluB",8,"neutral",1.60086906432577,1.23543135153065,0.299536251698644,0.105797853084872,0.942710652959106,0.139405758778465,0.000940749193485515,0.000416332137048311,1,1,-3786.62055921471,7589.24111842942,0.410194840317343,76.9701802235825
"fluB",9,"neutral",1.73935250661387,1.21619676825787,0.222700157848246,0.0381718989241191,0.877854463599153,0.0609389495426702,0.000240485158320821,0.000222950182816481,1,1,-10124.9073803035,20265.8147606069,0.468220329564835,76.5969271005109
"fluB",10,"neutral",1.4825404269803,1.1600414679091,0.31641692298346,0.089466237827093,0.894165314735669,0.126713852000728,0.000557290898624819,0.000249119370530032,1,1,-2818.8982276713,5653.79645534261,0.459930711575008,70.9139225253838
"fluB",1,"psi",1.17917569806736,1.00000000000027,0.379659167794164,0.319305993317705,0.909244304909408,0.141106689737094,0.000456536357975258,0.000281072735223391,1.00000001247256e-05,1,-1467.52647390547,2951.05294781095,0.371545101290294,84.1943327811629
"fluB",2,"psi",1.60454759189969,1.71776230824674,0.208704384734482,0.0875326556644107,0.833783008388328,0.393075799758556,0.00028312183064486,8.90451667280917e-05,4.36836676266517e-05,1,-3372.00540732187,6760.01081464374,0.439568903238814,69.6146449931263
"fluB",3,"psi",1.6024570181216,1.00000000000035,0.214441985234006,0.243045005175732,0.861630178909469,0.0859468648303474,0.000218252892115919,0.000318148144809316,1.00000087725659e-05,1,-2433.22017860575,4882.44035721149,0.464469736044618,71.3234302309146
"fluB",4,"psi",1.69708804364507,1.68582591294561,0.124301461785053,0.0451770649381991,0.795995420643695,0.32590377567457,0.000132767995150412,8.45188625377123e-05,1.00000152841062e-05,1,-4609.54947632198,9235.09895264396,0.301338826397671,77.5311431586058
"fluB",5,"psi",1.62029252363081,1.00000000342185,0.209519764669624,0.25328452201701,0.874969927066608,0.0717379569370674,0.000378992939985572,0.000323744718118699,1.00000221978838e-05,1,-5726.04703590985,11468.0940718197,0.47860288496941,103.451769686144
"fluB",6,"psi",1.57887908379268,1.00000000348196,0.19481389432228,0.148527380521818,0.83409945207396,0.0103912035650686,0.000442366657067946,0.000580744508959062,0.10322164290898,1,-4970.27142200546,9956.54284401091,0.452294778815814,86.9818589283677
"fluB",7,"psi",1.0000000000007,1.00000000000426,0.357088087754671,0.231061051327496,0.88479515719633,0.080933788028745,0.00157585540115295,0.000229033836756869,0.999999999981282,1,-2373.7216352874,4763.4432705748,0.470405101420274,80.1877924200829
"fluB",8,"psi",1.59880435305796,1.34332579747408,0.300005866459476,0.118653963448093,0.944878882781118,0.162810477904934,0.000945199732308282,0.00034828033356385,1.00194451912949e-05,1,-3765.02893023263,7546.05786046527,0.408940449570653,77.0943984811327
"fluB",9,"psi",1.73935344091903,1.21619154190155,0.222699619339028,0.0381729235629399,0.877854502819522,0.060937374941508,0.000240484190107856,0.000222954484392384,0.999999999759345,1,-10124.9073807209,20265.8147614419,0.468220285535625,76.5967580258592
"fluB",10,"psi",1.48745995182054,1.2309344483489,0.313804443275357,0.0915406782466146,0.895350586856403,0.128556361562864,0.000555804571064068,0.000209900021549333,0.143050239931824,1,-2817.69203989963,5651.38407979925,0.459362881383697,70.9408730676633
"fluB",1,"chi",1.16137949375393,1.00000000000042,0.370931101560563,0.360665721857244,0.910508168173303,0.15268104749077,0.000498678681402104,0.000277838611757046,1,1.00000001046829e-05,-1422.51603642788,2861.03207285576,0.362079905685335,84.3415833878064
"fluB",2,"chi",1.63088380742757,1.76919681038325,0.193982092188897,0.103606170397342,0.831523070128411,0.38672067568898,0.000280370135502329,8.63841847672289e-05,1,0.546051281305182,-3371.74432119483,6759.48864238966,0.439692505919418,69.6082816857207
"fluB",3,"chi",1.6699204321134,1.02898887843432,0.186160039969997,0.350271761207681,0.87082587363929,0.0967922639605172,0.000208845782615743,0.000276348981264235,1,1.00003775557662e-05,-2395.13139762633,4806.26279525266,0.442912858094921,71.533052043389
"fluB",4,"chi",1.79939900475397,1.90719708826264,0.0958325497840072,0.0674453649912827,0.817965230042031,0.290483493970431,0.000126492478496592,7.41727707691138e-05,1,0.399119828355666,-4600.75983065018,9217.51966130036,0.288868914954703,78.2522487939784
"fluB",4,"chi",1.79939900475397,1.90719708826264,0.0958325497840072,0.0674453649912827,0.817965230042031,0.290483493970431,0.000126492478496592,7.41727707691138e-05,1,0.399119828355666,-4600.75983065018,9217.51966130036,0.288868914954703,78.2522487939784
"fluB",5,"chi",1.67593638834042,1.0000045622205,0.18228646191466,0.364738081034635,0.882694333462896,0.104846691093447,0.000366548121192957,0.000275499907396788,1,1.00000703372939e-05,-5027.73484231481,10071.4696846296,0.46107069815868,105.894478598648
"fluB",6,"chi",1.01456686457999,0.978350258381323,0.332824568517375,0.1395294806169,0.81789223772785,0.0158516523362148,0.00282151097181798,0.000648587381724132,1,0.999999973980025,-5297.89221519986,10611.7844303997,5.65595115042422e-07,2.83575507970272e+55
"fluB",6,"chi",1.01456686457999,0.978350258381323,0.332824568517375,0.1395294806169,0.81789223772785,0.0158516523362148,0.00282151097181798,0.000648587381724132,1,0.999999973980025,-5297.89221519986,10611.7844303997,5.65595115042422e-07,2.83575507970272e+55
"fluB",4,"chi",1.79939900475397,1.90719708826264,0.0958325497840072,0.0674453649912827,0.817965230042031,0.290483493970431,0.000126492478496592,7.41727707691138e-05,1,0.399119828355666,-4600.75983065018,9217.51966130036,0.288868914954703,78.2522487939784
"fluB",4,"chi",1.79939900475397,1.90719708826264,0.0958325497840072,0.0674453649912827,0.817965230042031,0.290483493970431,0.000126492478496592,7.41727707691138e-05,1,0.399119828355666,-4600.75983065018,9217.51966130036,0.288868914954703,78.2522487939784
"fluB",6,"chi",1.01456686457999,0.978350258381323,0.332824568517375,0.1395294806169,0.81789223772785,0.0158516523362148,0.00282151097181798,0.000648587381724132,1,0.999999973980025,-5297.89221519986,10611.7844303997,5.65595115042422e-07,2.83575507970272e+55
"fluB",6,"chi",1.01456686457999,0.978350258381323,0.332824568517375,0.1395294806169,0.81789223772785,0.0158516523362148,0.00282151097181798,0.000648587381724132,1,0.999999973980025,-5297.89221519986,10611.7844303997,5.65595115042422e-07,2.83575507970272e+55
"fluB",7,"chi",1.00000000000015,1.00000000000469,0.357088083985953,0.231061048862209,0.88479515920411,0.0809337732950424,0.00157585564175511,0.000229033846800338,1,0.999999999685592,-2373.72163528732,4763.44327057464,0.470405095881508,80.1877901214847
"fluB",8,"chi",1.61449618378339,1.28421057204543,0.27593248090116,0.205326047161412,0.955057203626382,0.174045761484383,0.000962658226241048,0.000390369848053856,1,1.00011854889244e-05,-3705.67688784048,7427.35377568096,0.407607643623651,77.3692059009497
"fluB",9,"chi",1.24104097569583,3.17840074978319,0.241579308018972,0.214878522898039,0.855406284451183,0.428171992116233,0.000604927424425427,6.23280466456317e-05,1,1.61893056989134e-05,-7260.73981602042,14537.4796320408,0.459547449050653,80.741329756007
"fluB",10,"chi",1.56351903110149,1.31633769778711,0.274849676889707,0.134758750061189,0.904739773551111,0.165988561006401,0.000530195967664441,0.000181516348368329,1,0.0743681244384239,-2801.60040705699,5619.20081411397,0.457816476241047,70.988464385574
"fluB",1,"co_infect",1.14485526474891,1.00000000003097,0.374974373181636,0.375862910438258,0.911647583670151,0.150575219494586,0.000527475997702131,0.000278103872106862,1.000000274759e-05,1.00002210150269e-05,-1401.82779320502,2823.65558641004,0.363545135729558,84.2929410610116
"fluB",2,"co_infect",1.62098709558902,1.7592460981547,0.197735922020576,0.0945074711687661,0.832213189659209,0.382937569392858,0.000282102286581671,8.71398909423255e-05,0.369606930246844,0.678399787317008,-3370.7099880747,6761.4199761494,0.439884175599489,69.5962956719091
"fluB",3,"co_infect",1.6699204321134,1.02898887843432,0.186160039969997,0.350271761207681,0.87082587363929,0.0967922639605172,0.000208845782615743,0.000276348981264235,1.00007829349397e-05,1.00003775557662e-05,-2395.13139762633,4810.26279525266,0.461120032623744,71.4047925462274
"fluB",4,"co_infect",1.79939900475397,1.90719708826264,0.0958325497840072,0.0674453649912827,0.817965230042031,0.290483493970431,0.000126492478496592,7.41727707691138e-05,1.00000848377377e-05,0.399119828355666,-4600.75983065018,9221.51966130036,0.297167162869266,77.7571003587534
"fluB",5,"co_infect",1.69740334358812,1.00000000001395,0.175454082090366,0.394521119645348,0.886761485060113,0.100941578475509,0.000360648955246109,0.000292138901234868,1.00014428342624e-05,1.0000023179639e-05,-4972.98209391869,9965.96418783739,0.461278981518336,105.663230524086
"fluB",6,"co_infect",1.57887908348237,1.0000000038025,0.194813899021802,0.14852752318626,0.834099548640498,0.010391224360599,0.000442366533186418,0.000580744172072708,0.103218353279,0.999999999871047,-4970.2714220481,9960.54284409621,0.452294919812905,86.9818272806395
"fluB",7,"co_infect",1.00000000000005,1.00000000000187,0.357088185626619,0.231061115484868,0.884795157582232,0.0809337967650845,0.00157585509419391,0.00022903377182238,0.99999999989044,0.999999999968202,-2373.72163528728,4767.44327057456,0.470405105911169,80.1877884908587
"fluB",8,"co_infect",1.61726073342853,1.35472880759044,0.271012091559183,0.22344288216118,0.959174167842285,0.182572513634445,0.000968793818803213,0.000348364300284076,0.367264201526198,1.00095617362929e-05,-3702.84087023568,7425.68174047136,0.407108908971233,77.4311062936047
"fluB",9,"co_infect",1.23931763981991,3.16265012400047,0.259203445391409,0.212833202050013,0.857249127072609,0.420755804539092,0.000609728132957388,6.26666252087392e-05,0.000486268917569186,1.84259399371171e-05,-7137.5272680779,14295.0545361558,0.464301946808708,81.3412441331065
"fluB",10,"co_infect",1.56351918693163,1.31633758630439,0.274849982216208,0.134758688757501,0.904739787847906,0.165988450019327,0.000530195981419671,0.000181516579971972,0.999999996575136,0.074369809172056,-2801.60040709028,5623.20081418056,0.457816479573781,70.9884531102481
