dates	Mean	Median	Upper	Lower
2010.51966	2.410188789	1.197664652	18.13511233	0.28002487
2010.6186	2.211579251	1.146657045	12.91994231	0.315034271
2010.71754	2.072427146	1.183645102	10.59466302	0.276766026
2010.816481	1.987723423	1.167525426	9.485050485	0.286499432
2010.915421	1.951535352	1.174901711	9.552477705	0.280917111
2011.014361	1.97317077	1.147331133	8.707485101	0.264649552
2011.113301	1.908822931	1.163623929	7.788852516	0.269881367
2011.212241	1.863520999	1.212262458	7.306928239	0.276954229
2011.311182	1.860809318	1.278349397	6.621363627	0.318718944
2011.410122	1.890405856	1.349244001	6.803609428	0.3635201
2011.509062	1.882156717	1.379668484	6.251459106	0.392641698
2011.608002	1.849296541	1.392995657	6.293316693	0.413065172
2011.706942	1.871114332	1.461549509	5.648456639	0.446543292
2011.805883	2.157749552	1.765991205	6.180879774	0.535146192
2011.904823	2.802571815	2.3075848	7.666311716	0.745635602
2012.003763	3.812618789	3.205689518	10.03494705	1.093638194
2012.102703	5.447066695	4.630386435	13.98629911	1.687014968
2012.201643	8.841178085	7.704517146	21.60231582	2.757562699
2012.300584	14.18319838	12.3456542	34.35003738	4.743574091
2012.399524	22.49075303	19.59224797	54.40271896	7.782115877
2012.498464	38.26840214	31.74861913	102.6670961	12.5576933
2012.597404	73.49959669	58.57795707	218.7013579	19.52685811
2012.696344	129.0968372	99.68146008	408.7363517	26.20618356
2012.795285	156.2303327	125.1729408	504.4136565	6.842152474
2012.894225	146.7744629	118.0803806	487.8148824	4.275326905
2012.993165	134.3144062	101.9357467	479.4245472	3.630577417
2013.092105	104.394736	46.86236201	485.5666737	2.788817346
2013.191045	30.58288289	7.289208049	261.2322351	1.944967981
2013.289986	6.32774313	4.42443172	17.72157012	1.752030204
2013.388926	5.813362859	5.046848344	13.91976205	2.052794518
2013.487866	9.930304807	8.614210399	24.13579463	3.444802394
2013.586806	17.45989559	15.03046193	43.70504043	5.925465058
2013.685747	25.43969947	22.19935963	60.56408324	8.980216964
2013.784687	26.1200087	22.74286472	63.64052917	8.705866044
2013.883627	20.8696778	17.89908411	51.60305719	6.893033761
2013.982567	17.49981208	15.45020423	41.44077007	6.387926631
2014.081507	23.39375981	20.17470147	58.74867468	8.240394335
2014.180448	24.39447356	20.82666956	63.82585674	4.801859246
2014.279388	15.48202737	11.41792293	50.33333553	2.765661913
2014.378328	5.832445596	4.945851545	14.54720224	2.202976354
2014.477268	7.629685041	6.857992963	16.70617852	3.077325038
