"HHS_region","pathogen2","chi","loglik"
5,"fluB",0,-4354.35547283127
5,"fluB",0.1,-5588.45539894564
5,"fluB",0.2,-5586.56926976656
5,"fluB",0.3,-5584.66128932011
5,"fluB",0.4,-5582.73392751531
5,"fluB",0.5,-3516.05843465131
5,"fluB",0.6,-3474.47473280297
5,"fluB",0.7,-3512.98365824915
5,"fluB",0.8,-3670.258793713
5,"fluB",0.9,-3985.42151421076
5,"fluB",1,-4417.66968165002
5,"fluB",0.993189933854739,-4405.7279291674
