"HHS_region","pathogen2","psi","loglik"
9,"fluB",0,-6481.45215164678
9,"fluB",0.1,-6473.10821966711
9,"fluB",0.2,-6481.30785318974
9,"fluB",0.3,-6468.7203502889
9,"fluB",0.4,-6497.64297360218
9,"fluB",0.5,-6470.84573834142
9,"fluB",0.6,-6483.92614182092
9,"fluB",0.7,-6487.16418965608
9,"fluB",0.8,-6496.86643910224
9,"fluB",0.9,-6489.66102244768
9,"fluB",1,-6484.30147966355
9,"fluB",0.19454061789819,-6481.12315038636
