	GMRF Skyride: gisaid_IBV_V_combined.log			
Time	Mean	Median	Upper	Lower
2014.6807760107408	6.565068122740749	5.883115977611017	14.807302504358807	2.5068961971925514
2014.5982861004534	4.6930396749287855	4.282546148080957	10.11178570423709	1.863990985354713
2014.515796190166	4.308111968815534	3.79083218603682	10.007531671820923	1.5657285037897717
2014.4333062798785	4.86721338232771	4.1138623054586265	12.70423081028541	1.5920373819916298
2014.350816369591	6.0441345971136995	5.119632229415194	15.811944813809495	1.6787897841167674
2014.2683264593036	7.260783168480186	6.318469422441634	18.288097013395223	2.2079175083203033
2014.1858365490161	7.993178885822907	7.043027409622586	19.012503404077375	2.846479689002814
2014.1033466387287	7.960558813944735	7.048565321409799	18.227646885989984	2.9699994248678663
2014.0208567284412	8.531569014560148	7.369312830919196	21.638907471854964	2.9508082266014064
2013.9383668181538	9.506410170874874	8.238202088337374	22.828087617867705	3.16476695908611
2013.8558769078663	9.95834358515955	8.648853962996796	24.42052130427607	3.4049416918732907
2013.7733869975789	8.761958146862408	7.574551939744579	21.79786274828849	2.9189785344047263
2013.6908970872914	6.716928599668101	5.7324938339572515	17.254505466226906	2.0135528878685323
2013.608407177004	4.415546089311013	3.6825199681975027	11.857705514928421	1.274481201139526
2013.5259172667165	2.7595819095138103	2.337925764558886	7.0855293376014234	0.8577377947157695
2013.443427356429	2.1943503511786813	1.7879470740540928	6.2014146101841785	0.6283141485462624
2013.3609374461416	3.126293912977493	2.185693605711471	11.342246871436016	0.6206425532730708
2013.2784475358542	5.282314238907828	3.9789551581003826	16.961520989734936	0.7817522929470282
2013.1959576255667	7.917297087300708	6.774729508693398	21.365593872746828	1.5702681324385812
2013.1134677152793	9.713842504975604	8.596941347149023	22.78396406502175	3.3710925109395
2013.0309778049918	8.55596873282477	7.824586423082008	17.86116218569077	3.6103032453336414
2012.9484878947044	6.731813347910258	6.174927282140236	13.83798049833965	2.9208086336230887
2012.865997984417	6.403168949044595	5.850815060008419	13.38190249057321	2.6740494359202946
2012.7835080741295	6.945422982471591	6.2867506397977415	14.927438867765698	2.8037318166095697
2012.701018163842	6.96269958076476	6.249919072290529	15.241299334928092	2.8781451968253964
2012.6185282535546	7.012501020115665	6.20392614063982	16.605111550939306	2.5761803535963494
2012.5360383432671	7.062309720859739	6.036028673961324	18.24624650410188	2.372385600469264
2012.4535484329797	6.511757582449727	5.549225669772126	16.774980394263583	2.0367878124778334
2012.3710585226922	5.519689619151636	4.61156836872685	14.912011569543182	1.5792249310148918
2012.2885686124048	4.301885792211715	3.49303707710737	12.53781192761554	0.9533026264479607
2012.2060787021173	2.930180072733446	2.320151669807302	9.239934322293632	0.4503914703092014
2012.12358879183	1.8079536280026842	1.317223677458037	6.429405338647569	0.1923210475074805
2012.0410988815424	1.0531560551859844	0.6840176107354103	4.149391212949583	0.10699167632417697
