	GMRF Skyride: gisaid_IAV_H3_combined.log			
Time	Mean	Median	Upper	Lower
2020.2158	888.2073396963358	583.4714327744585	3805.1179905429444	112.08540378927711
2020.1168597956307	731.7409066230182	495.2250657355943	2998.291637046944	134.1373167617306
2020.0179195912615	576.2184419723153	406.0563790347621	2184.5209698678364	122.24881325253533
2019.9189793868923	427.7183187780081	312.2230215348478	1530.349416716685	75.63236278756125
2019.820039182523	297.1005030438309	219.33298833880573	1045.0420338348267	41.217363393547494
2019.7210989781538	180.71669762857277	123.21376781834053	689.6122801192987	26.66652503477937
2019.6221587737846	66.64216070364417	47.240453715558544	231.4131750179398	16.120908493634722
2019.5232185694153	19.21582439263811	16.467087041464577	48.04626126463696	6.664763546471093
2019.4242783650461	6.8620914894273115	6.2061448158000445	14.897870230530087	2.7552105976719616
2019.325338160677	6.618754842652944	4.442593044119278	25.212045379721154	1.7929186387460503
2019.2263979563077	44.14743801076802	22.652807962844726	203.73387414913347	2.9581074439509436
2019.1274577519384	93.19019714102149	71.00367553409734	317.8222169434387	5.7675118310421345
2019.0285175475692	119.05291738383504	95.97320766629538	364.5855637945073	13.68882531711126
2018.9295773432	122.02824559471324	99.96508274447463	355.63501934570814	28.17921502327677
2018.8306371388308	97.57864631874202	79.85759063852824	275.70656892271836	27.386285276758283
2018.7316969344615	58.47867359623727	49.16147599599191	152.28778086991733	18.70375425107815
2018.6327567300923	31.09715196356277	26.843502457430752	77.91950000795316	10.946119206181976
2018.533816525723	17.07314823560122	15.17389669118631	39.40470751635742	6.328335344828444
2018.4348763213538	10.18268311693151	9.186228096943802	22.63068651251153	3.865914744419992
2018.3359361169846	9.022927227535835	7.557035682466855	23.596443746408855	3.070931702200894
2018.2369959126154	32.638551129184435	16.814226314053514	160.87541040543624	4.087403637282298
2018.1380557082462	83.9364912378489	58.096242754814625	315.87268693880867	7.288521391376842
2018.039115503877	126.08561667757903	103.01742158483532	380.53962224200916	14.907576092661838
2017.9401752995077	152.02080515245277	127.74851988607534	411.78230080316746	36.18180575240055
2017.8412350951385	141.46628328464004	115.2891389082253	392.52612979391995	39.91822435997224
2017.7422948907692	98.80683755687816	81.91225362354602	266.90422051438503	28.564232433080413
2017.6433546864	52.51706809966763	43.386601642240876	143.9951745952192	16.184621946384347
2017.5444144820308	21.513160566057667	18.600946477796427	53.35011402065056	7.802234161299357
2017.4454742776616	8.744457285181332	7.78778807572793	20.01583296665222	3.4863859532561845
2017.3465340732923	5.4571521577349005	4.72133261187038	13.190676767677322	2.108624446484376
2017.247593868923	25.37915899648729	12.19779622135636	134.46803739650773	2.722628202980105
2017.1486536645539	74.87354548186467	49.646757807846285	284.08785137749584	5.871035198436759
2017.0497134601846	123.84268081141046	98.96849220070092	377.4694137355995	14.772468076418745
2016.9507732558154	142.31690042216232	117.00669972828116	392.59116978332094	31.948690483118042
2016.8518330514462	132.64808288178776	109.13582737236788	370.470011767066	36.69364611753838
2016.752892847077	96.73845439200313	79.91598062020817	262.39459044556736	28.62251962815904
2016.6539526427077	58.028027555829205	48.66085815443187	154.46591513261396	17.868645282258772
2016.5550124383385	29.08386904228277	24.866320158444527	74.06740128292564	10.065913788034807
2016.4560722339693	13.853964264002634	12.17657627615685	32.948323212685466	5.301600272165661
