	GMRF Skyride: gisaid_Vic_100901_190430_combined.log			
Time	Mean	Median	Upper	Lower
2015.1792907462664	27.43785202450294	22.274671031032636	78.07964193396916	7.981558161958342
2015.0805589307013	48.608338726720284	40.934393091676824	125.06737437466282	16.065112172509032
2014.9818271151362	40.01131836715983	33.585301989869336	103.93846667313443	12.492485751529859
2014.883095299571	30.08418019235443	25.710355278809633	78.355764917065	9.68247325715144
2014.784363484006	16.63863650574341	14.35166605413166	41.107159735882654	5.73108919344101
2014.685631668441	10.439732600584522	9.112658380889968	25.359045887530037	3.6104023430769656
2014.5868998528758	6.856340100729289	6.032516310678302	16.20884591026973	2.4393353974179153
2014.4881680373107	5.236952170088931	4.532029122173251	12.775517726190943	1.8034042260721623
2014.3894362217457	4.910098901404503	4.115725429988083	12.840081559879863	1.4650112876638732
2014.2907044061806	6.661561199044689	5.520571470238074	18.24644478710737	1.8546101057128614
2014.1919725906155	9.196676293354846	7.813753776801273	23.70163153869528	2.9505644467501155
2014.0932407750504	9.97599254687784	8.53451146839788	25.552288459315275	3.2396650236454567
2013.9945089594853	11.53727357449345	9.745406179042787	29.77571321859457	3.7206799691790717
2013.8957771439202	13.202540915895572	11.152576735516066	33.8034100379794	4.185036227736581
2013.7970453283551	12.61453269406607	10.71113028834945	32.73550005187906	4.006341942426781
2013.69831351279	8.650072795677225	7.245200192313036	23.16520610404575	2.5279914745937644
2013.599581697225	4.524703728268844	3.8063806439957952	12.13100367082885	1.2628523185293405
2013.5008498816599	2.1739362397727424	1.827934022782664	5.852251104431963	0.5853686638694828
2013.4021180660948	1.4599087439475387	1.1770620522600144	4.213031042764191	0.36602368873409086
2013.3033862505297	3.294955940461451	2.455521684201837	10.758243247286252	0.680953792456491
2013.2046544349646	7.980455048134139	6.729525817260747	21.253474144208777	2.4203962719691425
2013.1059226193995	10.850619358681765	9.446632624444645	26.380274771728704	3.8589237443623334
2013.0071908038344	8.083941836657594	7.16266618564681	18.486085577399773	3.0600148110795047
2012.9084589882693	6.907527757726818	6.2423013438331845	15.149402284378727	2.7252690986677996
2012.8097271727042	7.6663199561736395	6.840473493668053	17.13758688028084	2.881939097156768
2012.7109953571392	9.436606847376233	8.354305160215802	21.369472414164	3.559713485448683
2012.612263541574	9.646709826843525	8.48082947821642	22.465964575003294	3.4718399873413954
2012.513531726009	9.275637142277274	8.016417552669362	22.821481552309148	3.1103469953086753
2012.414799910444	8.320722474258773	7.109779407667579	20.96540318054549	2.6958391853743975
2012.3160680948788	6.445034251466452	5.475316695841862	16.606291766767875	2.0270589194904756
2012.2173362793137	7.319607428634852	6.322962801579864	17.915174293607247	2.422870170986004
2012.1186044637486	9.230883841321512	7.991700130146467	22.818370807842413	3.0436282343577123
2012.0198726481835	11.39004016526598	9.799273948221629	28.968964056000125	3.794115443663363
2011.9211408326184	14.079516387911172	11.737651772777355	36.96005357899076	4.233795068405453
2011.8224090170534	14.648438895251982	12.114988787913457	39.53104469576736	4.196035848066444
2011.7236772014883	13.9705496033414	11.574955694485157	37.462919068720645	4.125695731207535
2011.6249453859232	10.834200028526006	9.031204855917036	29.172616352933407	3.1152580612263945
2011.526213570358	7.041873186604838	5.905575511876258	18.488000829624863	2.06523545623822
2011.427481754793	5.520750846484425	4.208501331490717	14.650769936822181	1.4808873635141138
2011.328749939228	25.14168925324441	6.706671373804082	188.27573643237838	1.5963810549307826
2011.2300181236628	140.2435855958579	83.85982329018182	584.2527858590652	6.609223110027948
2011.1312863080977	235.52999376666392	187.59857086177448	726.5564454331159	42.08000224532733
2011.0325544925327	269.58994574167656	222.3129551755313	757.7435166725464	67.56651626724826
2010.9338226769676	271.386600314489	223.10875491768672	744.4584007646688	75.16400710430335
2010.8350908614025	219.53033606866117	181.14712573000398	626.1787281686621	60.52095730286652
2010.7363590458374	143.5253923253234	118.9375562500098	398.67182846405905	40.95335923580276
2010.6376272302723	80.47901105893602	67.1255981215147	215.74913488306228	24.065318565465745
2010.5388954147072	45.16344759088246	38.14002654541273	116.35735676889307	14.274386176306239
2010.4401635991421	26.051172702018924	22.468152151112196	64.60379291687953	8.255536627120788
2010.341431783577	15.867892169609357	13.64520969787593	40.042295380270936	5.012665248301283
2010.242699968012	9.90212852775523	8.682640902856296	24.563839540828177	3.150949623981216
2010.1439681524469	6.8832713109593815	5.926097309464749	17.545061789061045	2.1187090481792303
2010.0452363368818	5.197154639634532	4.39118202443426	13.749092663779368	1.530056191190764
2009.9465045213167	4.293269871294938	3.559296709909586	12.015324746342706	1.187404073573977
2009.8477727057516	3.611206846387029	2.9150362736753435	10.797844543002585	0.8080426543270802
2009.7490408901865	2.783364977523324	2.186891710847102	8.773477841192966	0.4511689420420072
2009.6503090746214	1.8876221591270164	1.3675755122736646	6.507827581459968	0.22253127570725284
2009.5515772590563	NaN	NaN	NaN	NaN
