	GMRF Skyride: gisaid_Vic_100901_190430_combined.log			
Time	Mean	Median	Upper	Lower
2019.326027	186.56423258594828	114.77703725230575	805.6207171226284	18.497104752534383
2019.227295184435	166.4168988843327	117.89236517194303	607.7531095216525	27.367884746036793
2019.12856336887	146.22084337249498	110.14756917624109	488.8569080552321	28.775119656245376
2019.0298315533048	123.98425548194781	95.69242110840884	390.52671956573755	27.233685534888448
2018.9310997377397	100.58868471802295	80.70235882126434	298.46418382490424	27.149669466853734
2018.8323679221746	79.32139381355348	65.60806735356883	217.9206883383933	23.2341128067354
2018.7336361066095	59.74594756498656	50.59829753484575	155.48046463678526	19.470076409142163
2018.6349042910444	44.27903139396984	38.318629472426814	109.61829717150808	14.96154052691346
2018.5361724754794	30.409173060845085	26.315672130556337	74.82028749180358	10.595566706608048
2018.4374406599143	17.838052559522893	15.384021066068437	44.47533424709182	6.066603766200311
2018.3387088443492	9.817571515496812	8.647594911153535	22.758856091001697	3.577532722581646
2018.239977028784	8.879508483115714	7.169246538847238	24.646207363054085	2.871258627574748
2018.141245213219	15.669459414841667	8.212295889286645	88.3149282938078	2.8617031008523126
2018.042513397654	30.58942802667575	11.632062003238298	171.77078693730328	2.9295361722894766
2017.9437815820888	51.545233698382546	24.691942395141375	227.06071507035756	3.4023865780941698
2017.8450497665237	77.57468160307567	61.711045689228044	254.57624254761552	4.538474162951854
2017.7463179509587	96.76276223033341	81.80253944078285	265.53567822250744	10.324166122784385
2017.6475861353936	79.85737066677052	66.75602501187896	206.00928197723547	24.2382592255858
2017.5488543198285	44.02173466099374	37.393205642770575	111.24494161360548	14.431842673755902
2017.4501225042634	21.9902996278431	19.283966943203357	51.555535749732286	8.308215234245662
2017.3513906886983	11.826129885640954	10.564306152434593	26.343245852795746	4.647773162528802
2017.2526588731332	7.490995136308525	6.789309175217944	16.12486491984701	3.015778193272614
2017.1539270575681	5.844835621209244	5.301236912623606	12.500898052051822	2.3508765037354644
2017.055195242003	5.010744888775024	4.505106407435801	10.911078915350178	2.0526444043867103
2016.956463426438	4.906988822591954	4.212375717548526	11.54544050919417	1.819525737323943
2016.8577316108729	25.578714890942134	5.944808567496514	208.77506950108818	1.8958166357371466
2016.7589997953078	115.21867923512	91.32854996669423	379.93486002368905	3.7476941563217814
2016.6602679797427	62.21510661501686	49.900756129777534	173.2498337851029	16.530460919385273
2016.5615361641776	26.032980818658558	22.023634473645377	67.0577727619385	8.502099116293293
2016.4628043486125	14.222871500826692	12.26504623157764	34.49986658397565	5.210029824549256
2016.3640725330474	29.161254594975485	13.780091973543918	157.13058449179823	4.413328565979812
2016.2653407174823	83.10834519380596	53.71348183696597	313.1159378783652	5.525751451067581
2016.1666089019172	112.62126378814392	91.44588902220707	354.4914993846614	8.16092981488412
2016.0678770863522	124.10168914709637	103.25900541171434	349.8109319389899	19.096123245379435
2015.969145270787	98.42082830827765	80.0531509824995	273.7795359129334	28.316150111823585
2015.870413455222	58.45192285073126	48.614196373711195	159.30171310410256	18.38749863426382
2015.771681639657	33.77571775427504	29.143389265817994	80.8648608171004	11.996051752795331
2015.6729498240918	21.140826319161793	18.61968422400443	48.5122339383946	8.017493827563555
2015.5742180085267	13.924155167588067	12.445538542291768	30.755554429330488	5.50683157499297
2015.4754861929616	9.161560402628204	8.28094194114486	19.387704673110655	3.885958467876629
2015.3767543773965	6.026601122022866	5.461693204632274	12.842037448338179	2.558290380777366
