	GMRF Skyride: gisaid_H3_100901_190430_combined.log			
Time	Mean	Median	Upper	Lower
2019.326027	987.0467564421645	622.125810699247	3862.754268673168	133.53730987340376
2019.216037587771	818.5288069541197	527.9946483484389	3082.8632380571057	140.67758992218958
2019.1060481755421	649.9584121692043	438.6127143773658	2387.255387019696	120.71787916745299
2018.9960587633132	480.5727716214125	339.00232203216444	1700.8031270203455	90.9621152772311
2018.8860693510842	310.4218116993595	224.2240856679603	1091.3913257916083	56.59826241167295
2018.7760799388552	159.8194018342947	118.90689440517441	529.1968286484338	34.01771260644614
2018.6660905266262	72.85512533633245	59.06714172457656	205.14662780150482	21.466222862832065
2018.5561011143973	33.0802236768036	28.45818328737425	79.48334957239645	11.070244539974242
2018.4461117021683	15.651776075048687	13.923706052631974	35.236640822624146	5.913756550270804
2018.3361222899393	8.509851401038608	7.459652019080901	20.130374136384912	3.043639386195246
2018.2261328777104	15.43798184978748	12.606281512843863	42.43183525637108	4.682023468290192
2018.1161434654814	84.11117916114466	62.444946859538405	280.11655631592305	18.594024249269683
2018.0061540532524	208.88410164504444	166.44670246603044	624.2162120866504	50.841489973411164
2017.8961646410235	237.69293177094994	194.39241597315728	656.5165506106817	64.46794686890705
2017.7861752287945	158.60039082991156	131.03642234709068	443.27115220470466	44.31893134937466
2017.6761858165655	79.62641389911282	66.76101640988074	209.18856051225364	24.458619819651506
2017.5661964043366	32.363782494363534	27.98141386648985	78.34838038076744	11.335906750872061
2017.4562069921076	12.96647997292384	11.591067564893116	29.888372715403165	4.763281372412976
2017.3462175798786	6.3866329581851025	5.706169069162785	14.36061920833225	2.4844730898642875
2017.2362281676496	19.82194079594582	14.531697751608727	67.69687673178588	4.837087326285126
2017.1262387554207	99.30997250446708	76.93607141392604	315.93962201845414	22.29607476442781
2017.0162493431917	200.67846755872236	164.3571019559016	556.1171602142193	54.0202125621173
2016.9062599309627	215.17111288476445	177.15924949622396	577.6863815755332	59.67643198154105
2016.7962705187338	159.26118879066087	131.4789996481395	445.5065558127486	44.520449963404054
2016.6862811065048	82.73570128932715	68.91412910597569	221.8890995673926	25.984237619886176
2016.5762916942758	35.232317560083736	31.15116579078602	81.49589349784395	12.661531916627927
2016.4663022820469	15.379949012907518	13.502970760966122	35.67114058697471	5.680675981317406
2016.3563128698179	6.433004222044412	5.7716498616002845	14.537366275274966	2.475092358980743
2016.246323457589	8.672726037520047	7.24569094020283	22.588884849917793	2.822682744342268
2016.13633404536	38.89139260869877	32.48157232813025	101.11423099240875	12.029587481672097
2016.026344633131	50.27061532003869	42.56548360054776	131.87322151031418	15.017203336765421
2015.916355220902	48.104709189778404	40.214127680021804	124.38646864571646	14.936881511634912
2015.806365808673	58.36549580819385	48.34504718004871	162.80719383863257	16.865325140701444
2015.696376396444	65.92063913337854	55.63985801325364	170.05184499789817	20.865210061022555
2015.586386984215	44.06189935607095	37.627676496089755	112.14745746722151	14.206590194987395
2015.4763975719861	19.369183165265234	16.808542005081637	47.4857076003247	6.516531815806534
2015.3664081597572	8.024883667559697	7.083093525567354	18.67994848832799	2.8801920006182917
2015.2564187475282	11.410813744553455	9.305524755253398	31.63881954579137	3.348690979491465
2015.1464293352992	49.54739176879722	35.20313160715648	180.86631026936112	10.821822142104002
2015.0364399230702	120.55649897144164	95.10818351777549	364.6629677819469	27.292260168692536
2014.9264505108413	137.32245851421888	112.33669412622056	381.13662150393867	38.99923870806425
2014.8164610986123	87.45653090351975	72.5158764626971	237.96206886894097	24.915502363472008
2014.7064716863833	39.43283602791381	33.9847965721901	98.10466942098017	12.324587741099753
2014.5964822741544	13.943785122083685	12.281187202533934	32.73872191077686	4.894065886258852
2014.4864928619254	4.908566153318597	4.404895886088748	10.814945961431558	1.9297366720980835
2014.3765034496964	2.737497057538005	2.355328359993298	6.6416911905928915	0.9549591874753898
2014.2665140374675	35.80480244611049	27.995176216615192	109.71412882251188	6.588594445754172
2014.1565246252385	47.88863375873713	40.98949695730832	124.6086723225118	15.272303481749574
2014.0465352130095	29.214085884772675	24.5104963671735	78.79230129794949	8.51670633695031
2013.9365458007806	22.784881114364005	19.670391881934712	55.07548539941223	7.770675822383858
2013.8265563885516	26.768462531852478	22.87562313569608	67.97941381909094	9.224334973410837
