	GMRF Skyride: gisaid_H1_100901_190430_combined.log			
Time	Mean	Median	Upper	Lower
2019.312328	1782.7806819646726	1140.407415124433	7318.348295680708	301.3492471362569
2019.2178439553338	1553.506557411149	1005.9474047083554	6263.514448411496	291.1055419120817
2019.1233599106677	1324.2352140516757	872.3261104455665	5207.139226839816	264.05983901187744
2019.0288758660015	1095.025024482267	734.9936569538695	4190.637022273122	231.9571943375243
2018.9343918213353	865.8301649798575	595.5559172445135	3193.3238059342266	188.86593699977453
2018.8399077766692	635.4019573666676	449.24609800196896	2320.4994174843087	134.92777712111538
2018.745423732003	408.3132842061119	293.6140048443758	1393.2435757483272	74.17065535509232
2018.6509396873369	206.8158495822909	150.40152076936727	711.3319752969392	38.76194146772034
2018.5564556426707	82.44221053005259	64.06517202712661	252.53853049407678	21.8003519242363
2018.4619715980045	33.94245816349878	28.723791473697545	88.13513453233655	11.825140921809808
2018.3674875533384	15.05171668388749	13.350663737075859	34.633415952527315	5.796065739582346
2018.2730035086722	19.81088899419181	16.69933231657989	52.393175124626964	6.493435787336789
2018.178519464006	65.91160638463944	52.47664780498896	196.59722368511035	17.245579312089337
2018.08403541934	118.31126081518654	96.40426888506408	334.6887901280505	31.772613283909756
2017.9895513746737	119.11539061613608	99.81479076618129	318.48406537005934	37.29707106624514
2017.8950673300076	75.40819292002222	63.63455327805265	197.46715867991333	25.06269358837002
2017.8005832853414	44.729319660420266	38.82283509564107	111.53459343080905	16.05516565874756
2017.7060992406753	31.708407489724767	27.770675892002895	76.0193445257113	11.721597527882933
2017.611615196009	22.868737187781626	20.053699548013622	53.09617152053057	8.298778337507104
2017.517131151343	13.120612397436007	11.581394929316566	30.23233215660061	4.977119518147394
2017.4226471066768	7.316333854543506	6.550645014218267	16.33094666130308	2.855892799943545
2017.3281630620106	4.324615162623949	3.80359059762507	9.999968569025778	1.5033171892547987
2017.2336790173445	7.275168084874451	5.602771197244393	22.497464601562534	1.8917980271530304
2017.1391949726783	40.06199100547579	31.08953458148424	125.98101918574105	7.4781637239241086
2017.0447109280121	64.07992433919794	54.537930629752196	164.1174015189972	19.8664789020971
2016.950226883346	48.412738380521006	41.1582370105761	121.01012659221998	16.148877756724243
2016.8557428386798	24.47408865285225	21.293759556833134	59.464626690676226	8.43053629897753
2016.7612587940137	14.687591734087503	13.074975969931259	33.63476544084728	5.568177965681976
2016.6667747493475	10.968563541068319	9.731485444577745	25.045707666900185	4.191695047397751
2016.5722907046813	9.087935407035264	7.963633077780851	21.1631361954379	3.368884366319727
2016.4778066600152	6.990141113070505	6.078042818036649	16.322825387176923	2.4282730793843856
2016.383322615349	6.0815982101298784	4.952698813792852	17.19578547012314	1.7933435849136143
2016.2888385706829	26.890023784178315	12.958547324614702	149.7293156706136	2.9284263058154294
2016.1943545260167	140.99433584494983	104.60484753018292	477.5860344411301	13.895576072458487
2016.0998704813505	195.4341148600187	159.9103091635781	545.0504295396627	44.80751697654845
2016.0053864366844	178.37388923654402	144.9929743551097	514.794983315221	46.48788561053668
2015.9109023920182	120.02807001076685	95.98854085809496	352.8939922112501	31.908290040225793
2015.816418347352	61.732388250102254	50.88933172526531	173.0847591509886	17.805866448369024
2015.721934302686	29.22630052120695	24.797066208865747	74.34148438053695	9.527687955989233
2015.6274502580197	13.929850318133644	12.083638728121825	33.47160505020717	4.5788167142614284
2015.5329662133536	6.192582116565071	5.413007951228372	14.955103582148615	2.100919570836837
2015.4384821686874	3.0078688161682825	2.687585633354794	6.87147743608636	1.0718339025787815
2015.3439981240213	1.944911479733522	1.7159933659630267	4.6589282566477515	0.6699474274427091
2015.249514079355	2.002312842167094	1.7970671176188953	4.429312449748767	0.7829074136500493
2015.155030034689	2.610444145995928	2.375566494483912	5.418149462034786	1.0592817174487361
2015.0605459900228	5.9991348499365325	5.328550024022545	13.955103655219185	2.2243888144966313
2014.9660619453566	5.308529570844142	4.667190142954165	12.480424980271142	1.9449431284344179
2014.8715779006905	3.47355530519632	3.0963560771125676	7.906993054987087	1.3588134856106238
2014.7770938560243	3.4113552140967105	3.043841436603915	7.956022703639143	1.3024199262462033
2014.6826098113581	3.7130698387490715	3.2183115858225895	9.221285514637191	1.1409068821443558
2014.588125766692	2.8307402419777867	2.367387723815294	7.564409680477869	0.7949827190864187
2014.4936417220258	1.5955030721155994	1.3272111289728352	4.315673922278607	0.44863858346898483
2014.3991576773597	3.0092839142719154	1.6277503641612696	14.335350034191999	0.43324565690531364
2014.3046736326935	14.863827963021274	7.007157734132753	77.70603019563484	0.9372395455483056
2014.2101895880273	47.7285100211945	27.385492233916583	209.05083867141656	4.1219742792678025
2014.1157055433612	84.33600111213	57.659295252915186	302.6211160105491	10.906353286157083
2014.021221498695	110.75349881798522	86.27127154694873	338.9311604399442	20.20523826925299
2013.9267374540289	106.8260510524283	87.68433040788412	305.18674701374715	27.91755602858124
2013.8322534093627	69.91815644358094	57.21501054452099	195.1380106497882	19.192215637820265
2013.7377693646965	37.44795688372619	31.43003631393896	99.41506319435076	12.159378882549444
2013.6432853200304	19.148704880753225	16.830006661092092	43.765553290299415	6.871525504904474
2013.5488012753642	8.797655124596545	7.708494515313189	20.709553714165793	3.1989244958968013
2013.454317230698	3.6832455147726564	3.2886159425918704	8.261597544721708	1.3146701889336683
2013.359833186032	1.6766086631434287	1.4658211261410772	4.012454437886251	0.5630053517894698
2013.2653491413657	3.020440461143833	2.3749957001168642	9.205927251032595	0.7513326759465899
2013.1708650966996	10.56240812790502	8.21905727919336	32.65454142276193	2.458350706020981
2013.0763810520334	20.916471598338212	17.39598236852233	56.89682691018911	5.829622180345963
2012.9818970073673	24.997685406385326	21.75106960020251	59.20989510013973	9.102418491491537
2012.887412962701	14.75311009786236	13.103937073649242	33.653651203435736	5.493480044416632
2012.792928918035	8.690855545321662	7.782918494540566	19.009576394159176	3.352252929767354
2012.6984448733688	8.49774877564901	7.577331196476567	19.177461104430954	3.240760150505903
2012.6039608287026	6.141768187054147	5.250780463638012	15.62829546282315	1.9677804235064378
2012.5094767840365	2.9896763277034966	2.510782196380975	7.937182379974068	0.8842048452034518
2012.4149927393703	2.9747292968731616	1.8995456919669402	10.986244931641835	0.6513732831877926
2012.3205086947041	22.33572764025022	12.597084660993225	101.87471780118472	1.5440871127047353
2012.226024650038	53.203470356256396	44.72008250907245	146.31025476445174	12.268376612245566
2012.1315406053718	51.49443331975863	44.3074076355478	128.46360792196788	16.058390709167277
2012.0370565607057	26.8202755414125	22.92967992628566	67.76909310438626	8.797489152740146
2011.9425725160395	10.658091395762861	9.40588952125364	24.691479320329023	3.9786826345756063
2011.8480884713733	6.328987848207427	5.627159026111911	14.601772454274055	2.3586496060173436
2011.7536044267072	4.928308370189187	4.286245096631484	11.978306285838073	1.7353504783493312
2011.659120382041	5.319743944827667	4.590896522353427	13.220356855145383	1.7502103228759096
2011.5646363373748	5.728514006763763	4.607037360927861	15.858504344277348	1.606617966327546
2011.4701522927087	8.673412130772062	5.7719258745537925	32.83722993451465	1.6092585722204706
2011.3756682480425	19.76891045676569	9.35503763971748	108.0901663779842	1.6396646225401348
2011.2811842033764	57.825375792053734	28.32712347708489	277.5187842737761	2.797276844685944
2011.1867001587102	128.8892409252829	97.7922193946579	435.97687543153677	11.925173673807063
