"HHS_region","pathogen2","chi","loglik"
2,"fluA",0.514514324592895,-8213.67887736564
2,"fluA",0.544514324592896,-8203.96161594448
2,"fluA",0.574514324592895,-8193.99976541061
2,"fluA",0.604514324592895,-8183.86208357517
2,"fluA",0.634514324592895,-8173.71155538264
2,"fluA",0.664514324592896,-7351.27962936551
2,"fluA",0.694514324592896,-7392.94861337429
2,"fluA",0.724514324592895,-8174.91435943793
2,"fluA",0.754514324592895,-8191.2318119246
2,"fluA",0.784514324592895,-8202.21880284743
2,"fluA",0.814514324592895,-8209.3217866149
2,"fluA",0.844514324592895,-8213.58040658829
