Date-state,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1974-NY,1339.69,1301.825,1093.377,606.763,417.802,99.423,31.496,53.468,254.535,680.464,851.45,1154.37
1975-NY,1276.412,1173.334,1145.83,838.179,200.932,77.207,12.281,44.27,275.963,463.881,701.157,1310.609
1976-NY,1613.574,1073.155,993.194,585.178,401.459,46.397,56.142,78.74,266.065,676.955,1003.531,1463.934
1977-NY,1671.999,1214.335,882.285,621.714,256.638,138.051,26.114,68.788,205.139,591.084,779.248,1311.162
1978-NY,1506.209,1460.642,1192.954,751.826,298.386,106.513,31.906,44.928,278.417,591.485,864.852,1233.653
1979-NY,1423.049,1526.566,922.189,676.82,291.253,106.425,20.353,69.95,222.182,552.598,725.936,1133.575
1980-NY,1358.213,1328.967,1102.7,624.406,297.122,154.091,23.077,28.992,196.54,631.115,966.561,1456.939
1981-NY,1671.986,990.273,1028.442,573.325,309.101,82.959,23.363,68.159,243.269,656.46,863.395,1226.679
1982-NY,1668.329,1227.137,1097.845,741.011,265.315,149.48,28.52,108.794,197.56,519.713,751.933,1039.319
1983-NY,1340.203,1135.993,959.33,693.343,405.083,73.719,16.818,39.406,147.829,524.433,834.798,1337.793
1984-NY,1506.544,990.894,1271.482,640.748,412.654,69.859,32.952,30.066,269.484,441.082,858.426,1056.888
1985-NY,1545.343,1186.934,1002.412,604.368,290.929,175.449,38.621,68.185,163.099,502.625,801.98,1349.068
1986-NY,1377.009,1276.777,978.354,549.038,247.329,132.103,36.709,86.53,246.802,549.511,926.805,1154.847
1987-NY,1409.263,1311.858,956.717,535.204,307.818,67.331,14.208,80.839,209.078,618.441,841.344,1126.698
1988-NY,1429.877,1220.24,1058.546,658.95,280.867,126.592,9.463,27.614,241.953,659.68,789.742,1280.362
1989-NY,1244.409,1245.05,1098.859,738.685,307.242,70.529,25.167,67.631,192.393,500.805,885.752,1705.211
1990-NY,1092.099,1096.438,965.975,600.399,408.717,86.149,26.14,45.545,227.646,449.624,774.694,1076.682
1991-NY,1383.406,1059.533,952.838,533.603,203.032,62.859,23.99,32.827,249.091,470.18,840.489,1192.835
1992-NY,1358.426,1177.953,1181.602,710.438,336.178,132.114,74.925,88.836,209.998,652.118,874.444,1189.715
1993-NY,1290.049,1428.168,1160.212,637.346,312.028,115.148,16.955,38.481,232.132,606.879,865.951,1262.864
1994-NY,1716.114,1364.373,1112.993,615.266,392.82,54.034,12.345,82.125,221.329,531.599,717.474,1096.039
1995-NY,1182.203,1305.508,928.295,756.845,358.118,49.83,9.733,34.531,264.382,402.356,962.63,1386.623
1996-NY,1443.635,1212.328,1148.978,700.005,386.059,63.377,43.987,43.385,165.258,538.766,977.673,1029.032
1997-NY,1411.751,1071.19,1105.204,722.883,463.907,66.415,40.311,75.471,226.889,565.481,918.356,1176.368
1998-NY,1197.022,993.03,952.194,571.669,185.615,85.632,32.017,39.221,155.188,490.996,803.53,1012.039
1999-NY,1383.622,1076.903,1070.336,630.341,253.692,38.893,9.269,64.386,122.33,574.616,688.743,1132.219
2000-NY,1432.742,1116.689,851.979,678.806,288.762,94.395,66.956,65.574,219.976,512.964,860.815,1417.264
2001-NY,1344.001,1153.356,1149.618,631.68,264.766,66.052,52.549,18.487,182.486,461.94,673.854,987.573
2002-NY,1124.246,1023.556,993.794,572.98,419.188,84.524,15.251,26.707,107.283,589.398,879.384,1248.511
2003-NY,1579.939,1322.48,1048.328,720.701,354.837,99.154,25.709,24.461,154.479,581.609,742.612,1187.721
2004-NY,1645.232,1223.399,948.816,630.833,235.833,117.901,31.6,61.324,133.722,521.853,799.995,1228.243
2005-NY,1454.27,1158.981,1160.885,572.958,436.196,18.824,8.797,19.971,105.493,474.805,744.576,1278.388
2006-NY,1106.827,1145.884,1035.14,580.751,297.484,73.769,8.671,53.065,218.234,568.782,681.518,962.997
2007-NY,1259.021,1371.101,1092.564,710.826,291.875,56.075,43.487,40.032,130.247,336.05,883.395,1230.304
2008-NY,1228.054,1166.8,1110.572,509.717,407.392,45.19,20.74,74.569,154.932,575.758,856.497,1205.551
2009-NY,1560.867,1136.16,997.27,582.304,323.315,116.944,59.845,37.854,215.52,596.873,697.349,1242.662
2010-NY,1337.3,1139.829,827.643,479.964,220.973,69.639,7.948,35.54,149.809,518.837,814.394,1296.002
2011-NY,1444.623,1212.29,1057.401,603.503,239.141,63.998,8.124,40.146,112.541,472.923,663.891,1044.369
2012-NY,1233.175,997.222,696.436,622.152,186.33,72.972,9.577,29.723,175.309,433.319,888.199,1058.259
