HHS_region,season,mean_palmerdrought
region2,1984.0,-0.5404285714285715
region2,1985.0,0.6120714285714285
region2,1986.0,-0.5705
region2,1987.0,-0.10857142857142857
region2,1988.0,-0.568
region2,1989.0,0.6642857142857144
region2,1990.0,0.34250000000000014
region2,1991.0,-0.6979285714285715
region2,1992.0,0.7409285714285714
region2,1993.0,-0.44578571428571434
region2,1994.0,0.273
region2,1995.0,0.7372142857142857
region2,1996.0,1.2707857142857144
region2,1997.0,1.1560714285714284
region2,1998.0,0.09207142857142855
region2,1999.0,0.8005714285714286
region2,2000.0,-0.5373571428571429
region2,2001.0,-1.3639285714285714
region2,2002.0,-0.2238571428571428
region2,2003.0,0.41764285714285726
region2,2004.0,1.6455714285714287
region2,2005.0,1.9227142857142856
region2,2006.0,2.315142857142857
region2,2007.0,0.40792857142857136
region2,2008.0,2.0684285714285715
region2,2009.0,1.6067142857142858
region2,2010.0,-0.09678571428571428
region2,2011.0,2.3747857142857143
region2,2012.0,-0.006714285714285674
region2,2013.0,0.18807142857142858
region2,2014.0,-0.2690714285714286
region2,2015.0,0.2762142857142857
region2,2016.0,-1.0642857142857143
region2,2017.0,-0.1762857142857143
region2,2018.0,1.0945714285714285
region2,2019.0,1.0714285714285714
region2,2020.0,1.6279285714285714
region2,2021.0,0.29233333333333333
region3,1948.0,2.1167000000000002
region3,1949.0,-0.25945714285714283
region3,1950.0,0.7074
region3,1951.0,-0.39628571428571424
region3,1952.0,-0.0020000000000000334
region3,1953.0,-0.5272571428571429
region3,1954.0,-0.4824
region3,1955.0,-0.8636571428571429
region3,1956.0,0.21491428571428575
region3,1957.0,-0.26777142857142855
region3,1958.0,0.6217142857142858
region3,1959.0,0.6989714285714286
region3,1960.0,-0.05782857142857143
region3,1961.0,0.2393142857142857
region3,1962.0,0.22219999999999998
region3,1963.0,-0.5301142857142858
region3,1964.0,-1.6899714285714287
region3,1965.0,-2.050057142857143
region3,1966.0,-1.7869142857142857
region3,1967.0,-1.0566857142857142
region3,1968.0,-1.9422000000000001
region3,1969.0,-0.2198
region3,1970.0,-1.4046
region3,1971.0,0.5047428571428572
region3,1972.0,1.7771428571428571
region3,1973.0,0.6057714285714286
region3,1974.0,1.0337428571428573
region3,1975.0,1.6504857142857143
region3,1976.0,0.8603428571428571
region3,1977.0,0.5003142857142857
region3,1978.0,-0.39499999999999996
region3,1979.0,2.5951142857142857
region3,1980.0,0.167
region3,1981.0,-0.40071428571428575
region3,1982.0,-1.2140857142857144
region3,1983.0,0.33837142857142855
region3,1984.0,-0.5889714285714286
region3,1985.0,0.8503428571428572
region3,1986.0,-1.862857142857143
region3,1987.0,-1.2552
region3,1988.0,-0.9749142857142857
region3,1989.0,0.6184857142857143
region3,1990.0,-0.2541714285714286
region3,1991.0,-1.4648285714285714
region3,1992.0,0.23237142857142853
region3,1993.0,-1.1445142857142858
region3,1994.0,0.178
region3,1995.0,0.5862
region3,1996.0,1.5927142857142857
region3,1997.0,0.7380571428571429
region3,1998.0,-1.2704
region3,1999.0,1.1022285714285716
region3,2000.0,-1.2319714285714285
region3,2001.0,-1.0186285714285714
region3,2002.0,-0.05877142857142853
region3,2003.0,1.4886285714285716
region3,2004.0,2.499485714285714
region3,2005.0,0.9686000000000001
region3,2006.0,1.581457142857143
region3,2007.0,-1.7804285714285715
region3,2008.0,-0.5854285714285715
region3,2009.0,0.5842857142857143
region3,2010.0,-1.2879714285714285
region3,2011.0,1.4404285714285714
region3,2012.0,-0.23859999999999998
region3,2013.0,0.09902857142857144
region3,2014.0,-0.09268571428571427
region3,2015.0,0.6311428571428571
region3,2016.0,-0.08637142857142856
region3,2017.0,-0.2313714285714286
region3,2018.0,2.117
region3,2019.0,0.17597142857142853
region3,2020.0,2.6574
region3,2021.0,0.33559999999999995
region4,1948.0,1.3616875
region4,1949.0,0.8598392857142857
region4,1950.0,1.5079999999999998
region4,1951.0,-0.133125
region4,1952.0,-1.1033035714285715
region4,1953.0,-0.7615
region4,1954.0,-2.470428571428571
region4,1955.0,-1.854142857142857
region4,1956.0,-1.8031785714285713
region4,1957.0,0.5387857142857143
region4,1958.0,-0.30173214285714284
region4,1959.0,1.1331785714285714
region4,1960.0,-0.3848214285714286
region4,1961.0,0.7848571428571428
region4,1962.0,-0.17575000000000002
region4,1963.0,0.020714285714285723
region4,1964.0,0.6202321428571428
region4,1965.0,0.05260714285714285
region4,1966.0,0.48662500000000003
region4,1967.0,1.0257142857142856
region4,1968.0,-0.7078571428571429
region4,1969.0,-0.01407142857142856
region4,1970.0,-0.18430357142857143
region4,1971.0,0.29526785714285714
region4,1972.0,0.6908035714285715
region4,1973.0,1.000892857142857
region4,1974.0,1.880232142857143
region4,1975.0,2.188660714285714
region4,1976.0,1.5820357142857144
region4,1977.0,0.9620357142857143
region4,1978.0,-0.4459464285714286
region4,1979.0,1.9510714285714286
region4,1980.0,-0.10800000000000001
region4,1981.0,-0.006446428571428575
region4,1982.0,-0.5321071428571429
region4,1983.0,0.7586964285714286
region4,1984.0,0.36248214285714286
region4,1985.0,0.7822321428571428
region4,1986.0,-1.4435
region4,1987.0,-1.9921785714285714
region4,1988.0,-0.29283928571428575
region4,1989.0,0.8787142857142857
region4,1990.0,-0.4781785714285714
region4,1991.0,0.47232142857142856
region4,1992.0,1.543982142857143
region4,1993.0,-0.9128928571428572
region4,1994.0,1.046017857142857
region4,1995.0,0.8375535714285715
region4,1996.0,0.8652857142857143
region4,1997.0,1.0290535714285716
region4,1998.0,-0.39505357142857145
region4,1999.0,-0.5063928571428572
region4,2000.0,-1.9781071428571428
region4,2001.0,-1.4465892857142857
region4,2002.0,0.04183928571428568
region4,2003.0,0.5737678571428572
region4,2004.0,2.1533035714285718
region4,2005.0,-0.3725178571428572
region4,2006.0,-0.21885714285714283
region4,2007.0,-2.5753035714285715
region4,2008.0,-1.6978035714285713
region4,2009.0,-0.01944642857142858
region4,2010.0,-1.4531071428571427
region4,2011.0,-0.28708928571428577
region4,2012.0,-0.7844107142857143
region4,2013.0,0.5512857142857143
region4,2014.0,0.6496428571428572
region4,2015.0,1.179107142857143
region4,2016.0,-1.4294285714285715
region4,2017.0,0.5747857142857143
region4,2018.0,0.5519107142857143
region4,2019.0,0.6923035714285714
region4,2020.0,2.82275
region4,2021.0,2.407583333333333
region5,1948.0,-1.447875
region5,1949.0,-0.5155714285714286
region5,1950.0,0.5117857142857143
region5,1951.0,2.247190476190476
region5,1952.0,-0.03292857142857143
region5,1953.0,-0.4870952380952381
region5,1954.0,-0.5291428571428571
region5,1955.0,-1.7770952380952383
region5,1956.0,-1.1763809523809523
region5,1957.0,-0.21173809523809523
region5,1958.0,-0.046619047619047636
region5,1959.0,0.5057619047619047
region5,1960.0,-0.05666666666666664
region5,1961.0,0.9731904761904763
region5,1962.0,-0.7033571428571429
region5,1963.0,-1.4787380952380953
region5,1964.0,-1.8791904761904763
region5,1965.0,-0.6436666666666666
region5,1966.0,-0.2106904761904762
region5,1967.0,0.40757142857142853
region5,1968.0,1.2197380952380952
region5,1969.0,0.10983333333333332
region5,1970.0,1.2509047619047617
region5,1971.0,-0.044452380952380924
region5,1972.0,1.6068333333333336
region5,1973.0,0.8660714285714286
region5,1974.0,1.344857142857143
region5,1975.0,1.1471904761904763
region5,1976.0,-0.7446428571428572
region5,1977.0,1.4059285714285714
region5,1978.0,-0.7736904761904763
region5,1979.0,1.4044285714285716
region5,1980.0,0.9951428571428571
region5,1981.0,0.8689761904761905
region5,1982.0,0.8536190476190475
region5,1983.0,1.3427857142857142
region5,1984.0,1.4220238095238096
region5,1985.0,1.8090238095238096
region5,1986.0,1.4301904761904762
region5,1987.0,-0.2837142857142857
region5,1988.0,-1.3242857142857143
region5,1989.0,-1.1352857142857142
region5,1990.0,0.7321190476190477
region5,1991.0,-0.33711904761904765
region5,1992.0,1.427857142857143
region5,1993.0,1.6849999999999998
region5,1994.0,1.1398095238095238
region5,1995.0,0.9835238095238095
region5,1996.0,1.1118333333333335
region5,1997.0,0.5547380952380953
region5,1998.0,0.1301666666666667
region5,1999.0,-0.7238809523809524
region5,2000.0,0.31942857142857145
region5,2001.0,-0.05857142857142858
region5,2002.0,0.11192857142857145
region5,2003.0,1.0396666666666667
region5,2004.0,0.5714285714285714
region5,2005.0,-0.21245238095238095
region5,2006.0,0.8304047619047618
region5,2007.0,-0.4097142857142857
region5,2008.0,0.45861904761904765
region5,2009.0,1.4921190476190478
region5,2010.0,1.1681904761904762
region5,2011.0,0.44488095238095243
region5,2012.0,0.38942857142857146
region5,2013.0,0.2335952380952381
region5,2014.0,1.6352619047619048
region5,2015.0,1.3280952380952382
region5,2016.0,1.2942619047619048
region5,2017.0,1.7744285714285712
region5,2018.0,2.414357142857143
region5,2019.0,3.0500238095238097
region5,2020.0,2.178714285714286
region5,2021.0,3.851055555555556
region6,1948.0,-0.5396
region6,1949.0,0.33454285714285714
region6,1950.0,0.4774857142857143
region6,1951.0,-0.6290571428571429
region6,1952.0,-2.049
region6,1953.0,-1.9131714285714285
region6,1954.0,-2.7922857142857143
region6,1955.0,-2.3377714285714286
region6,1956.0,-3.8061142857142856
region6,1957.0,0.6636857142857142
region6,1958.0,-0.1613428571428571
region6,1959.0,1.5348285714285714
region6,1960.0,-0.1286571428571429
region6,1961.0,1.5252857142857144
region6,1962.0,0.27154285714285714
region6,1963.0,-1.631
region6,1964.0,-1.4334285714285715
region6,1965.0,-1.3544857142857143
region6,1966.0,-1.0006285714285714
region6,1967.0,-0.2884857142857143
region6,1968.0,-0.11737142857142858
region6,1969.0,0.36517142857142854
region6,1970.0,0.3201428571428571
region6,1971.0,0.05434285714285714
region6,1972.0,-0.036371428571428534
region6,1973.0,0.7539142857142858
region6,1974.0,2.6726285714285716
region6,1975.0,0.6913428571428573
region6,1976.0,0.9161142857142858
region6,1977.0,-1.3634285714285714
region6,1978.0,-0.7900857142857143
region6,1979.0,0.13345714285714289
region6,1980.0,-0.5495142857142857
region6,1981.0,0.27217142857142856
region6,1982.0,-0.7118
region6,1983.0,0.1424285714285714
region6,1984.0,1.4570857142857143
region6,1985.0,1.3563714285714286
region6,1986.0,1.9948571428571427
region6,1987.0,1.088142857142857
region6,1988.0,0.868857142857143
region6,1989.0,0.45260000000000006
region6,1990.0,0.4522
region6,1991.0,1.9203999999999999
region6,1992.0,1.9403428571428574
region6,1993.0,1.799742857142857
region6,1994.0,1.9256571428571427
region6,1995.0,0.11171428571428571
region6,1996.0,1.5906285714285713
region6,1997.0,0.3915142857142857
region6,1998.0,1.2186857142857144
region6,1999.0,0.16225714285714288
region6,2000.0,0.01788571428571427
region6,2001.0,-0.7616571428571429
region6,2002.0,0.4241142857142857
region6,2003.0,-0.8052857142857144
region6,2004.0,0.7700285714285714
region6,2005.0,-1.2141142857142857
region6,2006.0,0.4472
region6,2007.0,-1.297057142857143
region6,2008.0,0.7728285714285714
region6,2009.0,0.8434
region6,2010.0,-1.0320285714285715
region6,2011.0,-1.5493999999999999
region6,2012.0,-2.5806
region6,2013.0,-1.0442857142857143
region6,2014.0,-1.0166285714285714
region6,2015.0,0.8598285714285715
region6,2016.0,0.022485714285714276
region6,2017.0,0.6853714285714285
region6,2018.0,0.6846
region6,2019.0,0.5855142857142857
region6,2020.0,1.3106857142857145
region6,2021.0,1.6865333333333334
region7,1948.0,0.015187500000000008
region7,1949.0,0.32649999999999996
region7,1950.0,1.0939642857142857
region7,1951.0,2.8393571428571427
region7,1952.0,-0.4852857142857143
region7,1953.0,-0.5790714285714286
region7,1954.0,-2.1551785714285714
region7,1955.0,-3.5001785714285716
region7,1956.0,-4.059285714285714
region7,1957.0,-0.9075000000000001
region7,1958.0,-0.8048571428571428
region7,1959.0,1.4287500000000002
region7,1960.0,0.21289285714285716
region7,1961.0,1.981642857142857
region7,1962.0,0.24053571428571432
region7,1963.0,-0.44232142857142864
region7,1964.0,-1.092857142857143
region7,1965.0,0.22328571428571428
region7,1966.0,-0.8862142857142857
region7,1967.0,0.6486785714285714
region7,1968.0,-0.26825
region7,1969.0,0.3526428571428571
region7,1970.0,1.2174285714285715
region7,1971.0,0.028392857142857133
region7,1972.0,1.3630714285714285
region7,1973.0,2.360821428571429
region7,1974.0,1.5903928571428572
region7,1975.0,0.8218214285714286
region7,1976.0,-0.7950714285714285
region7,1977.0,0.6381071428571429
region7,1978.0,-0.6551785714285714
region7,1979.0,1.1639642857142858
region7,1980.0,-0.47717857142857145
region7,1981.0,0.7213571428571429
region7,1982.0,0.43178571428571433
region7,1983.0,1.33375
region7,1984.0,2.3325357142857146
region7,1985.0,2.2811785714285713
region7,1986.0,2.2570357142857143
region7,1987.0,0.9741428571428571
region7,1988.0,-0.5366071428571428
region7,1989.0,-1.048107142857143
region7,1990.0,-1.2329285714285714
region7,1991.0,-0.5097857142857143
region7,1992.0,1.2401071428571429
region7,1993.0,3.6914285714285713
region7,1994.0,2.5251785714285715
region7,1995.0,2.0372142857142856
region7,1996.0,2.082535714285714
region7,1997.0,0.4975714285714286
region7,1998.0,1.8610714285714285
region7,1999.0,0.033535714285714224
region7,2000.0,0.4377857142857143
region7,2001.0,-0.62075
region7,2002.0,-0.6636785714285713
region7,2003.0,-0.7866071428571428
region7,2004.0,-0.14849999999999994
region7,2005.0,-0.6554642857142857
region7,2006.0,0.5035
region7,2007.0,0.2396428571428572
region7,2008.0,2.791464285714286
region7,2009.0,3.464892857142857
region7,2010.0,3.0157857142857147
region7,2011.0,1.5158928571428572
region7,2012.0,-1.2474642857142857
region7,2013.0,-0.5171428571428571
region7,2014.0,0.20903571428571427
region7,2015.0,1.1680714285714286
region7,2016.0,1.3363928571428574
region7,2017.0,1.2256785714285716
region7,2018.0,2.1386428571428575
region7,2019.0,2.7559285714285715
region7,2020.0,1.6955357142857144
region7,2021.0,3.533
region8,1948.0,0.3269166666666667
region8,1949.0,0.8303571428571429
region8,1950.0,0.31892857142857145
region8,1951.0,0.9195952380952382
region8,1952.0,-1.2485
region8,1953.0,-0.07457142857142858
region8,1954.0,-1.3841666666666668
region8,1955.0,-1.4285476190476192
region8,1956.0,-2.0031190476190477
region8,1957.0,0.8839761904761906
region8,1958.0,-0.7145714285714286
region8,1959.0,0.544404761904762
region8,1960.0,-1.6663095238095238
region8,1961.0,-0.016999999999999963
region8,1962.0,-0.9131190476190476
region8,1963.0,-0.6525714285714286
region8,1964.0,-0.2603095238095238
region8,1965.0,0.737
region8,1966.0,0.15754761904761905
region8,1967.0,0.6582619047619048
region8,1968.0,1.0324285714285715
region8,1969.0,0.7383095238095239
region8,1970.0,1.4264285714285716
region8,1971.0,1.4695238095238095
region8,1972.0,1.7400714285714285
region8,1973.0,1.4434285714285715
region8,1974.0,-0.1831190476190476
region8,1975.0,0.849
region8,1976.0,-0.8592619047619048
region8,1977.0,0.3700952380952381
region8,1978.0,-0.3920476190476191
region8,1979.0,-0.07657142857142855
region8,1980.0,0.4582380952380952
region8,1981.0,-0.13654761904761906
region8,1982.0,1.107404761904762
region8,1983.0,1.9932619047619047
region8,1984.0,2.4959523809523807
region8,1985.0,2.362857142857143
region8,1986.0,1.9922619047619048
region8,1987.0,0.28583333333333333
region8,1988.0,-1.5731904761904763
region8,1989.0,-1.6258333333333332
region8,1990.0,-1.8701666666666665
region8,1991.0,-0.6667142857142857
region8,1992.0,-0.7057142857142857
region8,1993.0,1.4311428571428573
region8,1994.0,1.2197857142857143
region8,1995.0,2.7966904761904763
region8,1996.0,2.3908095238095237
region8,1997.0,3.0121666666666664
region8,1998.0,3.001095238095238
region8,1999.0,1.5850952380952381
region8,2000.0,0.7176428571428571
region8,2001.0,-1.6089523809523811
region8,2002.0,-1.9312619047619048
region8,2003.0,-2.854309523809524
region8,2004.0,-1.0304047619047618
region8,2005.0,-0.7823571428571429
region8,2006.0,-0.23826190476190479
region8,2007.0,-0.7147619047619047
region8,2008.0,0.03311904761904755
region8,2009.0,0.6109761904761906
region8,2010.0,2.2038809523809526
region8,2011.0,0.9724999999999999
region8,2012.0,-0.561595238095238
region8,2013.0,0.5992142857142857
region8,2014.0,-0.23176190476190475
region8,2015.0,0.653452380952381
region8,2016.0,0.2987619047619048
region8,2017.0,-0.4055952380952381
region8,2018.0,0.49359523809523803
region8,2019.0,1.5684761904761906
region8,2020.0,-0.26914285714285713
region8,2021.0,2.3731666666666666
region9,1948.0,-1.14875
region9,1949.0,-1.4951904761904762
region9,1950.0,-0.7373333333333334
region9,1951.0,-0.3228095238095238
region9,1952.0,-0.43861904761904763
region9,1953.0,-0.13485714285714281
region9,1954.0,-1.6436190476190475
region9,1955.0,-1.3866666666666667
region9,1956.0,-1.8774285714285714
region9,1957.0,0.6089047619047618
region9,1958.0,-0.7296666666666667
region9,1959.0,-0.44976190476190475
region9,1960.0,-2.068952380952381
region9,1961.0,-1.3200952380952382
region9,1962.0,-1.6867619047619047
region9,1963.0,0.3070952380952381
region9,1964.0,-0.5945714285714286
region9,1965.0,0.27276190476190476
region9,1966.0,-0.20357142857142863
region9,1967.0,0.4707619047619048
region9,1968.0,-0.18628571428571428
region9,1969.0,-0.21352380952380948
region9,1970.0,0.7503809523809524
region9,1971.0,0.2611904761904762
region9,1972.0,0.3413333333333333
region9,1973.0,-0.9591904761904763
region9,1974.0,0.42100000000000004
region9,1975.0,-0.36928571428571433
region9,1976.0,-0.5131904761904762
region9,1977.0,-1.404952380952381
region9,1978.0,-0.04790476190476196
region9,1979.0,1.3514761904761905
region9,1980.0,0.719095238095238
region9,1981.0,0.6204285714285714
region9,1982.0,0.7628095238095237
region9,1983.0,3.6218095238095236
region9,1984.0,3.240190476190476
region9,1985.0,1.6382380952380953
region9,1986.0,0.1829047619047619
region9,1987.0,-0.3862857142857143
region9,1988.0,-1.2067142857142859
region9,1989.0,-1.513952380952381
region9,1990.0,-1.5748095238095237
region9,1991.0,-1.6474285714285717
region9,1992.0,-0.6297619047619047
region9,1993.0,-0.362
region9,1994.0,1.3961428571428571
region9,1995.0,-0.20285714285714285
region9,1996.0,0.819
region9,1997.0,0.17752380952380956
region9,1998.0,1.3517619047619047
region9,1999.0,0.05842857142857142
region9,2000.0,-0.7051904761904763
region9,2001.0,-2.2293333333333334
region9,2002.0,-2.2695238095238097
region9,2003.0,-2.6053333333333333
region9,2004.0,-0.6994761904761906
region9,2005.0,-0.32333333333333336
region9,2006.0,0.1881428571428571
region9,2007.0,-2.0163333333333333
region9,2008.0,-2.8805714285714283
region9,2009.0,-2.1289523809523807
region9,2010.0,-0.6091904761904762
region9,2011.0,-0.3165714285714286
region9,2012.0,-1.3564761904761906
region9,2013.0,-2.6253809523809526
region9,2014.0,-2.8619999999999997
region9,2015.0,-2.621
region9,2016.0,-1.872904761904762
region9,2017.0,-1.3597619047619047
region9,2018.0,-0.0356190476190476
region9,2019.0,-1.054095238095238
region9,2020.0,-1.4501428571428572
region9,2021.0,-0.058222222222222175
