HHS_region,season,mean_temp
region5,1956.0,34.878499999999995
region5,1957.0,37.024770833333335
region5,1958.0,36.1121875
region5,1959.0,34.9365625
region5,1960.0,35.3055
region5,1961.0,36.71720833333334
region5,1962.0,35.347812499999996
region5,1963.0,34.63925
region5,1964.0,37.56039583333334
region5,1965.0,34.5161875
region5,1966.0,36.26402083333333
region5,1967.0,35.77922916666667
region5,1968.0,35.920562499999996
region5,1969.0,35.9775
region5,1970.0,34.31997916666666
region5,1971.0,35.586958333333335
region5,1972.0,36.47783333333333
region5,1973.0,36.973375
region5,1974.0,37.476062500000005
region5,1975.0,35.56616666666667
region5,1976.0,38.201791666666665
region5,1977.0,33.399187500000004
region5,1978.0,33.26558333333333
region5,1979.0,33.680458333333334
region5,1980.0,35.90739583333333
region5,1981.0,36.989
region5,1982.0,33.924729166666665
region5,1983.0,38.64010416666667
region5,1984.0,35.5249375
region5,1985.0,37.23979166666667
region5,1986.0,36.45183333333333
region5,1987.0,39.106375
region5,1988.0,36.567437500000004
region5,1989.0,35.92127083333333
region5,1990.0,37.333729166666664
region5,1991.0,38.63514583333333
region5,1992.0,37.87083333333333
region5,1993.0,35.802458333333334
region5,1994.0,34.38310416666667
region5,1995.0,38.67425
region5,1996.0,33.667833333333334
region5,1997.0,35.6946875
region5,1998.0,39.916604166666666
region5,1999.0,39.896750000000004
region5,2000.0,39.7916875
region5,2001.0,36.321062500000004
region5,2002.0,40.226687500000004
region5,2003.0,36.30083333333334
region5,2004.0,37.9934375
region5,2005.0,38.976437499999996
region5,2006.0,40.306000000000004
region5,2007.0,37.80479166666667
region5,2008.0,37.492583333333336
region5,2009.0,36.26960416666667
region5,2010.0,38.54504166666667
region5,2011.0,36.534625
region5,2012.0,42.0985625
region5,2013.0,36.693395833333334
region5,2014.0,33.262395833333336
region5,2015.0,35.25475
region5,2016.0,41.63072916666667
region5,2017.0,41.67089583333333
region5,2018.0,36.43589583333333
region5,2019.0,36.323708333333336
region5,2020.0,38.70191666666667
region5,2021.0,44.4545
region6,1948.0,45.2724
region6,1949.0,50.375225
region6,1950.0,52.072225
region6,1951.0,50.82455
region6,1952.0,51.3231
region6,1953.0,51.138475
region6,1954.0,52.721525
region6,1955.0,52.410275
region6,1956.0,51.28745
region6,1957.0,52.2324
region6,1958.0,48.960175
region6,1959.0,50.59805
region6,1960.0,49.216899999999995
region6,1961.0,50.9016
region6,1962.0,49.7296
region6,1963.0,51.176875
region6,1964.0,50.768175
region6,1965.0,50.654075
region6,1966.0,51.11995
region6,1967.0,52.0369
region6,1968.0,49.5679
region6,1969.0,49.63015
region6,1970.0,49.765275
region6,1971.0,50.73675
region6,1972.0,52.711175000000004
region6,1973.0,49.140975000000005
region6,1974.0,52.700374999999994
region6,1975.0,49.549125000000004
region6,1976.0,51.97525
region6,1977.0,48.421725
region6,1978.0,49.87565
region6,1979.0,49.35875
region6,1980.0,50.10745
region6,1981.0,52.163175
region6,1982.0,50.602199999999996
region6,1983.0,50.150625000000005
region6,1984.0,49.53
region6,1985.0,50.9713
region6,1986.0,52.496825
region6,1987.0,50.722175
region6,1988.0,49.9656
region6,1989.0,51.442325000000004
region6,1990.0,51.397175000000004
region6,1991.0,51.985974999999996
region6,1992.0,51.89042500000001
region6,1993.0,49.968624999999996
region6,1994.0,50.327475
region6,1995.0,52.307050000000004
region6,1996.0,50.87845
region6,1997.0,50.826525000000004
region6,1998.0,51.062400000000004
region6,1999.0,54.170500000000004
region6,2000.0,53.614025000000005
region6,2001.0,50.332825
region6,2002.0,52.1134
region6,2003.0,50.983774999999994
region6,2004.0,52.344025
region6,2005.0,52.887325
region6,2006.0,53.947075
region6,2007.0,51.36642500000001
region6,2008.0,52.2549
region6,2009.0,51.864875
region6,2010.0,49.484525000000005
region6,2011.0,52.414525000000005
region6,2012.0,53.88077499999999
region6,2013.0,51.5875
region6,2014.0,50.150124999999996
region6,2015.0,51.618550000000006
region6,2016.0,54.36165
region6,2017.0,55.7818
region6,2018.0,52.466125
region6,2019.0,51.414750000000005
region6,2020.0,53.1074
region6,2021.0,56.01145
region7,1948.0,35.2509375
region7,1949.0,40.63903125
region7,1950.0,41.08803125
region7,1951.0,40.16171875
region7,1952.0,40.21975
region7,1953.0,41.97740625
region7,1954.0,44.47590625
region7,1955.0,43.09634375
region7,1956.0,40.267281249999996
region7,1957.0,42.57875
region7,1958.0,40.0270625
region7,1959.0,41.2561875
region7,1960.0,38.877875
region7,1961.0,42.2380625
region7,1962.0,39.22190625
region7,1963.0,41.56784375
region7,1964.0,42.9610625
region7,1965.0,40.2754375
region7,1966.0,41.586062500000004
region7,1967.0,42.42134375
region7,1968.0,41.4766875
region7,1969.0,39.7249375
region7,1970.0,40.225
region7,1971.0,40.56496875
region7,1972.0,42.711875
region7,1973.0,40.68578125
region7,1974.0,42.7074375
region7,1975.0,40.176812500000004
region7,1976.0,43.779593750000004
region7,1977.0,40.38821875
region7,1978.0,38.656125
region7,1979.0,38.304625
region7,1980.0,41.28865625
region7,1981.0,44.4506875
region7,1982.0,40.0724375
region7,1983.0,42.06659375
region7,1984.0,39.82571875
region7,1985.0,41.6871875
region7,1986.0,41.68915625
region7,1987.0,43.90771875
region7,1988.0,41.35371875
region7,1989.0,42.19403125
region7,1990.0,42.46078125
region7,1991.0,43.6573125
region7,1992.0,44.0261875
region7,1993.0,39.329187499999996
region7,1994.0,40.2965625
region7,1995.0,43.2010625
region7,1996.0,40.24040625
region7,1997.0,40.3164375
region7,1998.0,43.06775
region7,1999.0,45.244
region7,2000.0,45.36896875
region7,2001.0,40.49434375
region7,2002.0,44.3966875
region7,2003.0,42.14059375
region7,2004.0,43.09465625
region7,2005.0,44.56390625
region7,2006.0,45.32828125
region7,2007.0,42.1913125
region7,2008.0,41.57575
region7,2009.0,41.887875
region7,2010.0,40.86053125
region7,2011.0,41.797000000000004
region7,2012.0,46.2156875
region7,2013.0,41.71803125
region7,2014.0,40.0786875
region7,2015.0,42.1610625
region7,2016.0,46.40109375
region7,2017.0,46.318125
region7,2018.0,41.683875
region7,2019.0,40.84034375
region7,2020.0,43.54909375
region7,2021.0,48.270562500000004
region8,1948.0,25.822125
region8,1949.0,30.922375
region8,1950.0,31.495958333333334
region8,1951.0,32.3334375
region8,1952.0,30.494541666666667
region8,1953.0,34.530479166666666
region8,1954.0,35.681104166666664
region8,1955.0,32.91133333333333
region8,1956.0,31.41535416666667
region8,1957.0,32.844625
region8,1958.0,33.79275
region8,1959.0,33.63995833333333
region8,1960.0,31.709729166666666
region8,1961.0,34.70222916666667
region8,1962.0,30.851229166666666
region8,1963.0,34.726875
region8,1964.0,34.14327083333333
region8,1965.0,31.144750000000002
region8,1966.0,32.25791666666667
region8,1967.0,33.75452083333334
region8,1968.0,33.56316666666667
region8,1969.0,31.575104166666666
region8,1970.0,32.462854166666666
region8,1971.0,31.897645833333332
region8,1972.0,32.1180625
region8,1973.0,31.436354166666664
region8,1974.0,33.126583333333336
region8,1975.0,31.968958333333333
region8,1976.0,33.988625
region8,1977.0,33.71485416666667
region8,1978.0,32.59591666666667
region8,1979.0,29.386125000000003
region8,1980.0,34.21489583333334
region8,1981.0,37.04225
region8,1982.0,32.7355625
region8,1983.0,34.1955
region8,1984.0,32.269041666666666
region8,1985.0,31.752770833333333
region8,1986.0,32.96704166666667
region8,1987.0,35.129333333333335
region8,1988.0,34.2775625
region8,1989.0,33.15541666666667
region8,1990.0,35.07510416666667
region8,1991.0,34.447270833333334
region8,1992.0,36.060229166666666
region8,1993.0,32.038020833333334
region8,1994.0,32.77072916666667
region8,1995.0,34.67977083333333
region8,1996.0,33.03329166666666
region8,1997.0,31.6694375
region8,1998.0,35.2120625
region8,1999.0,36.3836875
region8,2000.0,37.438916666666664
region8,2001.0,32.76958333333334
region8,2002.0,34.94975
region8,2003.0,34.60310416666667
region8,2004.0,35.19445833333334
region8,2005.0,36.00983333333333
region8,2006.0,36.46010416666667
region8,2007.0,34.45589583333334
region8,2008.0,33.3558125
region8,2009.0,33.791645833333334
region8,2010.0,33.655208333333334
region8,2011.0,33.141937500000004
region8,2012.0,37.468895833333335
