"HHS_region","pathogen2","chi","loglik"
10,"fluA",0,-5387.23511349319
10,"fluA",0.1,-5216.9138516598
10,"fluA",0.2,-5166.83334399165
10,"fluA",0.3,-5119.0998537252
10,"fluA",0.4,-5067.71819603567
10,"fluA",0.5,-5046.26764345524
10,"fluA",0.6,-5076.71217585151
10,"fluA",0.7,-5361.37619513292
10,"fluA",0.8,-5355.91332878912
10,"fluA",0.9,-5353.22902604515
10,"fluA",1,-5352.02362728662
10,"fluA",0.495438334148232,-5045.7337906345
