"date","time","RSVpos","fluApos","fluBpos","HHS_REGION"
2013.9698630137,2.96986301369861,24,26,2,"1"
2013.9698630137,2.96986301369861,140,93,6,"2"
2013.9698630137,2.96986301369861,58,100,2,"3"
2013.9698630137,2.96986301369861,82,451,25,"4"
2013.9698630137,2.96986301369861,187,169,2,"5"
2013.9698630137,2.96986301369861,182,580,9,"6"
2013.9698630137,2.96986301369861,43,89,0,"7"
2013.9698630137,2.96986301369861,10,427,1,"8"
2013.9698630137,2.96986301369861,36,99,3,"9"
2013.9698630137,2.96986301369861,38,167,2,"10"
2013.98904109589,2.98904109589034,33,65,1,"1"
2013.98904109589,2.98904109589034,173,141,3,"2"
2013.98904109589,2.98904109589034,92,208,2,"3"
2013.98904109589,2.98904109589034,101,705,32,"4"
2013.98904109589,2.98904109589034,271,240,1,"5"
2013.98904109589,2.98904109589034,204,1274,21,"6"
2013.98904109589,2.98904109589034,46,133,0,"7"
2013.98904109589,2.98904109589034,25,605,2,"8"
2013.98904109589,2.98904109589034,32,221,3,"9"
2013.98904109589,2.98904109589034,55,296,2,"10"
2014.02739726027,3.02739726027403,52,158,3,"1"
2014.02739726027,3.02739726027403,112,291,3,"2"
2014.02739726027,3.02739726027403,91,413,3,"3"
2014.02739726027,3.02739726027403,41,560,44,"4"
2014.02739726027,3.02739726027403,328,571,1,"5"
2014.02739726027,3.02739726027403,217,1022,21,"6"
2014.02739726027,3.02739726027403,53,189,0,"7"
2014.02739726027,3.02739726027403,60,987,1,"8"
2014.02739726027,3.02739726027403,68,522,10,"9"
2014.02739726027,3.02739726027403,84,386,2,"10"
2014.04657534247,3.04657534246576,43,261,3,"1"
2014.04657534247,3.04657534246576,116,331,0,"2"
2014.04657534247,3.04657534246576,97,494,1,"3"
2014.04657534247,3.04657534246576,84,543,51,"4"
2014.04657534247,3.04657534246576,266,574,0,"5"
2014.04657534247,3.04657534246576,197,831,21,"6"
2014.04657534247,3.04657534246576,52,200,0,"7"
2014.04657534247,3.04657534246576,51,712,0,"8"
2014.04657534247,3.04657534246576,75,676,14,"9"
2014.04657534247,3.04657534246576,76,344,1,"10"
2014.06575342466,3.06575342465749,68,293,3,"1"
2014.06575342466,3.06575342465749,95,360,2,"2"
2014.06575342466,3.06575342465749,81,563,1,"3"
2014.06575342466,3.06575342465749,42,497,59,"4"
2014.06575342466,3.06575342465749,272,407,0,"5"
2014.06575342466,3.06575342465749,210,686,26,"6"
2014.06575342466,3.06575342465749,51,177,0,"7"
2014.06575342466,3.06575342465749,75,549,8,"8"
2014.06575342466,3.06575342465749,93,741,27,"9"
2014.06575342466,3.06575342465749,93,276,5,"10"
2014.08493150685,3.08493150684922,65,271,2,"1"
2014.08493150685,3.08493150684922,41,430,9,"2"
2014.08493150685,3.08493150684922,58,577,6,"3"
2014.08493150685,3.08493150684922,41,373,69,"4"
2014.08493150685,3.08493150684922,274,401,7,"5"
2014.08493150685,3.08493150684922,203,464,39,"6"
2014.08493150685,3.08493150684922,61,112,0,"7"
2014.08493150685,3.08493150684922,85,323,9,"8"
2014.08493150685,3.08493150684922,96,690,42,"9"
2014.08493150685,3.08493150684922,78,176,2,"10"
2014.10410958904,3.10410958904117,54,238,4,"1"
2014.10410958904,3.10410958904117,31,335,13,"2"
2014.10410958904,3.10410958904117,62,450,7,"3"
2014.10410958904,3.10410958904117,44,340,65,"4"
2014.10410958904,3.10410958904117,209,271,6,"5"
2014.10410958904,3.10410958904117,175,310,32,"6"
2014.10410958904,3.10410958904117,58,96,1,"7"
2014.10410958904,3.10410958904117,111,238,5,"8"
2014.10410958904,3.10410958904117,113,416,40,"9"
2014.10410958904,3.10410958904117,83,121,2,"10"
2014.12328767123,3.1232876712329,79,192,2,"1"
2014.12328767123,3.1232876712329,38,301,21,"2"
2014.12328767123,3.1232876712329,38,491,10,"3"
2014.12328767123,3.1232876712329,33,264,72,"4"
2014.12328767123,3.1232876712329,207,187,2,"5"
2014.12328767123,3.1232876712329,151,211,53,"6"
2014.12328767123,3.1232876712329,50,53,4,"7"
2014.12328767123,3.1232876712329,166,160,0,"8"
2014.12328767123,3.1232876712329,107,308,51,"9"
2014.12328767123,3.1232876712329,83,91,4,"10"
2014.14246575342,3.14246575342463,82,161,6,"1"
2014.14246575342,3.14246575342463,44,245,31,"2"
2014.14246575342,3.14246575342463,48,373,11,"3"
2014.14246575342,3.14246575342463,22,176,51,"4"
2014.14246575342,3.14246575342463,213,146,1,"5"
2014.14246575342,3.14246575342463,127,141,65,"6"
2014.14246575342,3.14246575342463,57,40,1,"7"
2014.14246575342,3.14246575342463,207,104,5,"8"
2014.14246575342,3.14246575342463,94,244,53,"9"
2014.14246575342,3.14246575342463,77,94,3,"10"
2014.16164383562,3.16164383561636,61,129,4,"1"
2014.16164383562,3.16164383561636,26,147,28,"2"
2014.16164383562,3.16164383561636,30,320,21,"3"
2014.16164383562,3.16164383561636,34,111,51,"4"
2014.16164383562,3.16164383561636,225,127,11,"5"
2014.16164383562,3.16164383561636,100,85,76,"6"
2014.16164383562,3.16164383561636,73,26,1,"7"
2014.16164383562,3.16164383561636,216,74,5,"8"
2014.16164383562,3.16164383561636,100,198,44,"9"
2014.16164383562,3.16164383561636,58,53,7,"10"
2014.18082191781,3.18082191780832,54,96,7,"1"
2014.18082191781,3.18082191780832,16,137,51,"2"
2014.18082191781,3.18082191780832,29,194,13,"3"
2014.18082191781,3.18082191780832,30,91,49,"4"
2014.18082191781,3.18082191780832,204,84,10,"5"
2014.18082191781,3.18082191780832,104,62,74,"6"
2014.18082191781,3.18082191780832,48,23,0,"7"
2014.18082191781,3.18082191780832,242,51,10,"8"
2014.18082191781,3.18082191780832,86,169,52,"9"
2014.18082191781,3.18082191780832,49,37,8,"10"
2014.2,3.20000000000005,48,79,9,"1"
2014.2,3.20000000000005,19,91,71,"2"
2014.2,3.20000000000005,32,155,23,"3"
2014.2,3.20000000000005,24,66,40,"4"
2014.2,3.20000000000005,166,65,13,"5"
2014.2,3.20000000000005,73,58,76,"6"
2014.2,3.20000000000005,45,21,5,"7"
2014.2,3.20000000000005,214,42,19,"8"
2014.2,3.20000000000005,86,125,39,"9"
2014.2,3.20000000000005,52,20,6,"10"
2014.21917808219,3.21917808219177,39,102,13,"1"
2014.21917808219,3.21917808219177,26,86,109,"2"
2014.21917808219,3.21917808219177,29,127,29,"3"
2014.21917808219,3.21917808219177,13,58,38,"4"
2014.21917808219,3.21917808219177,150,51,14,"5"
2014.21917808219,3.21917808219177,65,33,68,"6"
2014.21917808219,3.21917808219177,24,23,4,"7"
2014.21917808219,3.21917808219177,167,36,10,"8"
2014.21917808219,3.21917808219177,81,114,43,"9"
2014.21917808219,3.21917808219177,31,22,6,"10"
2014.23835616438,3.2383561643835,23,116,29,"1"
2014.23835616438,3.2383561643835,14,94,147,"2"
2014.23835616438,3.2383561643835,21,105,61,"3"
2014.23835616438,3.2383561643835,23,84,48,"4"
2014.23835616438,3.2383561643835,127,40,12,"5"
2014.23835616438,3.2383561643835,45,31,79,"6"
2014.23835616438,3.2383561643835,29,9,0,"7"
2014.23835616438,3.2383561643835,149,21,29,"8"
2014.23835616438,3.2383561643835,44,59,50,"9"
2014.23835616438,3.2383561643835,26,7,9,"10"
2014.25753424658,3.25753424657523,19,113,41,"1"
2014.25753424658,3.25753424657523,14,96,198,"2"
2014.25753424658,3.25753424657523,12,84,77,"3"
2014.25753424658,3.25753424657523,17,77,40,"4"
2014.25753424658,3.25753424657523,91,28,18,"5"
2014.25753424658,3.25753424657523,24,23,75,"6"
2014.25753424658,3.25753424657523,19,12,4,"7"
2014.25753424658,3.25753424657523,119,43,25,"8"
2014.25753424658,3.25753424657523,46,48,33,"9"
2014.25753424658,3.25753424657523,22,4,14,"10"
2014.27671232877,3.27671232876719,18,87,63,"1"
2014.27671232877,3.27671232876719,5,126,194,"2"
2014.27671232877,3.27671232876719,10,75,94,"3"
2014.27671232877,3.27671232876719,11,66,39,"4"
2014.27671232877,3.27671232876719,76,33,21,"5"
2014.27671232877,3.27671232876719,21,41,85,"6"
2014.27671232877,3.27671232876719,23,13,5,"7"
2014.27671232877,3.27671232876719,106,25,33,"8"
2014.27671232877,3.27671232876719,27,26,47,"9"
2014.27671232877,3.27671232876719,17,6,14,"10"
2014.29589041096,3.29589041095892,15,114,71,"1"
2014.29589041096,3.29589041095892,5,104,187,"2"
2014.29589041096,3.29589041095892,16,58,119,"3"
2014.29589041096,3.29589041095892,6,81,42,"4"
2014.29589041096,3.29589041095892,41,19,34,"5"
2014.29589041096,3.29589041095892,16,22,55,"6"
2014.29589041096,3.29589041095892,18,13,7,"7"
2014.29589041096,3.29589041095892,95,20,33,"8"
2014.29589041096,3.29589041095892,37,14,66,"9"
2014.29589041096,3.29589041095892,16,5,10,"10"
2014.31506849315,3.31506849315065,12,87,55,"1"
2014.31506849315,3.31506849315065,6,93,155,"2"
2014.31506849315,3.31506849315065,5,53,73,"3"
2014.31506849315,3.31506849315065,11,68,52,"4"
2014.31506849315,3.31506849315065,41,19,31,"5"
2014.31506849315,3.31506849315065,24,21,45,"6"
2014.31506849315,3.31506849315065,14,9,7,"7"
2014.31506849315,3.31506849315065,69,14,27,"8"
2014.31506849315,3.31506849315065,21,25,58,"9"
2014.31506849315,3.31506849315065,9,7,13,"10"
2014.33424657534,3.33424657534238,9,61,79,"1"
2014.33424657534,3.33424657534238,1,66,89,"2"
2014.33424657534,3.33424657534238,3,54,68,"3"
2014.33424657534,3.33424657534238,8,79,57,"4"
2014.33424657534,3.33424657534238,30,33,42,"5"
2014.33424657534,3.33424657534238,17,12,39,"6"
2014.33424657534,3.33424657534238,7,11,7,"7"
2014.33424657534,3.33424657534238,44,22,37,"8"
2014.33424657534,3.33424657534238,14,10,43,"9"
2014.33424657534,3.33424657534238,8,7,8,"10"
2014.35342465753,3.35342465753433,7,37,67,"1"
2014.35342465753,3.35342465753433,0,48,54,"2"
2014.35342465753,3.35342465753433,7,44,52,"3"
2014.35342465753,3.35342465753433,7,90,81,"4"
2014.35342465753,3.35342465753433,16,18,36,"5"
2014.35342465753,3.35342465753433,6,7,37,"6"
2014.35342465753,3.35342465753433,5,11,9,"7"
2014.35342465753,3.35342465753433,34,21,37,"8"
2014.35342465753,3.35342465753433,12,16,64,"9"
2014.35342465753,3.35342465753433,7,3,10,"10"
2014.37260273973,3.37260273972606,2,12,31,"1"
2014.37260273973,3.37260273972606,2,47,49,"2"
2014.37260273973,3.37260273972606,4,27,31,"3"
2014.37260273973,3.37260273972606,1,72,70,"4"
2014.37260273973,3.37260273972606,10,11,32,"5"
2014.37260273973,3.37260273972606,5,15,22,"6"
2014.37260273973,3.37260273972606,6,10,5,"7"
2014.37260273973,3.37260273972606,26,24,39,"8"
2014.37260273973,3.37260273972606,12,15,63,"9"
2014.37260273973,3.37260273972606,4,10,12,"10"
2014.39178082192,3.39178082191779,5,7,23,"1"
2014.39178082192,3.39178082191779,2,34,32,"2"
2014.39178082192,3.39178082191779,4,28,19,"3"
2014.39178082192,3.39178082191779,4,63,57,"4"
2014.39178082192,3.39178082191779,12,13,23,"5"
2014.39178082192,3.39178082191779,7,13,40,"6"
2014.39178082192,3.39178082191779,5,4,5,"7"
2014.39178082192,3.39178082191779,21,11,46,"8"
2014.39178082192,3.39178082191779,7,40,68,"9"
2014.39178082192,3.39178082191779,0,16,9,"10"
2014.41095890411,3.41095890410952,0,5,12,"1"
2014.41095890411,3.41095890410952,2,22,13,"2"
2014.41095890411,3.41095890410952,0,9,3,"3"
2014.41095890411,3.41095890410952,11,40,59,"4"
2014.41095890411,3.41095890410952,6,20,15,"5"
2014.41095890411,3.41095890410952,2,7,24,"6"
2014.41095890411,3.41095890410952,2,4,3,"7"
2014.41095890411,3.41095890410952,27,15,36,"8"
2014.41095890411,3.41095890410952,6,31,60,"9"
2014.41095890411,3.41095890410952,1,18,11,"10"
2014.4301369863,3.43013698630148,2,0,5,"1"
2014.4301369863,3.43013698630148,1,11,7,"2"
2014.4301369863,3.43013698630148,5,7,6,"3"
2014.4301369863,3.43013698630148,3,45,59,"4"
2014.4301369863,3.43013698630148,2,11,16,"5"
2014.4301369863,3.43013698630148,1,6,9,"6"
2014.4301369863,3.43013698630148,0,4,4,"7"
2014.4301369863,3.43013698630148,13,22,24,"8"
2014.4301369863,3.43013698630148,1,65,81,"9"
2014.4301369863,3.43013698630148,0,27,14,"10"
2014.44931506849,3.44931506849321,0,3,0,"1"
2014.44931506849,3.44931506849321,1,12,6,"2"
2014.44931506849,3.44931506849321,3,2,0,"3"
2014.44931506849,3.44931506849321,3,31,48,"4"
2014.44931506849,3.44931506849321,3,2,4,"5"
2014.44931506849,3.44931506849321,8,7,15,"6"
2014.44931506849,3.44931506849321,1,0,0,"7"
2014.44931506849,3.44931506849321,15,14,23,"8"
2014.44931506849,3.44931506849321,0,51,55,"9"
2014.44931506849,3.44931506849321,2,29,9,"10"
2014.46849315068,3.46849315068494,0,0,1,"1"
2014.46849315068,3.46849315068494,1,17,5,"2"
2014.46849315068,3.46849315068494,4,3,1,"3"
2014.46849315068,3.46849315068494,1,34,50,"4"
2014.46849315068,3.46849315068494,5,2,1,"5"
2014.46849315068,3.46849315068494,4,22,12,"6"
2014.46849315068,3.46849315068494,0,3,0,"7"
2014.46849315068,3.46849315068494,1,2,9,"8"
2014.46849315068,3.46849315068494,4,53,54,"9"
2014.46849315068,3.46849315068494,1,18,7,"10"
2014.48767123288,3.48767123287666,1,1,0,"1"
2014.48767123288,3.48767123287666,1,10,8,"2"
2014.48767123288,3.48767123287666,2,1,0,"3"
2014.48767123288,3.48767123287666,1,27,32,"4"
2014.48767123288,3.48767123287666,1,3,4,"5"
2014.48767123288,3.48767123287666,5,4,4,"6"
2014.48767123288,3.48767123287666,0,1,0,"7"
2014.48767123288,3.48767123287666,4,7,9,"8"
2014.48767123288,3.48767123287666,7,41,45,"9"
2014.48767123288,3.48767123287666,2,20,11,"10"
2014.50684931507,3.50684931506839,0,0,3,"1"
2014.50684931507,3.50684931506839,2,10,4,"2"
2014.50684931507,3.50684931506839,1,0,0,"3"
2014.50684931507,3.50684931506839,0,23,28,"4"
2014.50684931507,3.50684931506839,2,2,1,"5"
2014.50684931507,3.50684931506839,5,1,2,"6"
2014.50684931507,3.50684931506839,0,0,0,"7"
2014.50684931507,3.50684931506839,1,2,13,"8"
2014.50684931507,3.50684931506839,2,23,42,"9"
2014.50684931507,3.50684931506839,1,13,7,"10"
2014.52602739726,3.52602739726035,0,0,0,"1"
2014.52602739726,3.52602739726035,1,10,4,"2"
2014.52602739726,3.52602739726035,1,1,1,"3"
2014.52602739726,3.52602739726035,0,24,41,"4"
2014.52602739726,3.52602739726035,2,1,0,"5"
2014.52602739726,3.52602739726035,4,1,2,"6"
2014.52602739726,3.52602739726035,1,0,0,"7"
2014.52602739726,3.52602739726035,7,2,5,"8"
2014.52602739726,3.52602739726035,3,29,23,"9"
2014.52602739726,3.52602739726035,1,7,7,"10"
2014.54520547945,3.54520547945208,0,0,0,"1"
2014.54520547945,3.54520547945208,5,19,6,"2"
2014.54520547945,3.54520547945208,0,0,2,"3"
2014.54520547945,3.54520547945208,0,22,26,"4"
2014.54520547945,3.54520547945208,0,4,0,"5"
2014.54520547945,3.54520547945208,3,0,2,"6"
2014.54520547945,3.54520547945208,0,2,0,"7"
2014.54520547945,3.54520547945208,5,2,1,"8"
2014.54520547945,3.54520547945208,1,27,23,"9"
2014.54520547945,3.54520547945208,1,11,6,"10"
2014.56438356164,3.56438356164381,0,0,0,"1"
2014.56438356164,3.56438356164381,4,10,12,"2"
2014.56438356164,3.56438356164381,2,0,0,"3"
2014.56438356164,3.56438356164381,3,18,19,"4"
2014.56438356164,3.56438356164381,1,2,0,"5"
2014.56438356164,3.56438356164381,2,0,2,"6"
2014.56438356164,3.56438356164381,0,2,1,"7"
2014.56438356164,3.56438356164381,2,1,1,"8"
2014.56438356164,3.56438356164381,0,17,26,"9"
2014.56438356164,3.56438356164381,0,10,0,"10"
2014.58356164384,3.58356164383554,0,1,0,"1"
2014.58356164384,3.58356164383554,3,9,7,"2"
2014.58356164384,3.58356164383554,0,0,0,"3"
2014.58356164384,3.58356164383554,1,19,18,"4"
2014.58356164384,3.58356164383554,1,2,0,"5"
2014.58356164384,3.58356164383554,2,1,1,"6"
2014.58356164384,3.58356164383554,1,0,1,"7"
2014.58356164384,3.58356164383554,1,1,0,"8"
2014.58356164384,3.58356164383554,4,31,18,"9"
2014.58356164384,3.58356164383554,2,3,5,"10"
2014.60273972603,3.60273972602749,0,0,0,"1"
2014.60273972603,3.60273972602749,5,10,4,"2"
2014.60273972603,3.60273972602749,1,0,0,"3"
2014.60273972603,3.60273972602749,2,15,6,"4"
2014.60273972603,3.60273972602749,1,1,1,"5"
2014.60273972603,3.60273972602749,0,1,0,"6"
2014.60273972603,3.60273972602749,0,0,0,"7"
2014.60273972603,3.60273972602749,1,2,0,"8"
2014.60273972603,3.60273972602749,1,41,13,"9"
2014.60273972603,3.60273972602749,0,10,3,"10"
2014.62191780822,3.62191780821922,0,1,0,"1"
2014.62191780822,3.62191780821922,1,6,0,"2"
2014.62191780822,3.62191780821922,0,0,1,"3"
2014.62191780822,3.62191780821922,2,11,6,"4"
2014.62191780822,3.62191780821922,4,9,0,"5"
2014.62191780822,3.62191780821922,0,2,0,"6"
2014.62191780822,3.62191780821922,2,0,0,"7"
2014.62191780822,3.62191780821922,1,0,2,"8"
2014.62191780822,3.62191780821922,1,34,13,"9"
2014.62191780822,3.62191780821922,1,2,1,"10"
2014.64109589041,3.64109589041095,0,1,0,"1"
2014.64109589041,3.64109589041095,0,8,8,"2"
2014.64109589041,3.64109589041095,0,0,0,"3"
2014.64109589041,3.64109589041095,5,18,18,"4"
2014.64109589041,3.64109589041095,2,9,0,"5"
2014.64109589041,3.64109589041095,2,1,0,"6"
2014.64109589041,3.64109589041095,1,1,0,"7"
2014.64109589041,3.64109589041095,2,0,1,"8"
2014.64109589041,3.64109589041095,2,36,8,"9"
2014.64109589041,3.64109589041095,1,2,1,"10"
2014.6602739726,3.66027397260268,0,0,1,"1"
2014.6602739726,3.66027397260268,6,5,3,"2"
2014.6602739726,3.66027397260268,3,0,0,"3"
2014.6602739726,3.66027397260268,4,13,22,"4"
2014.6602739726,3.66027397260268,3,1,1,"5"
2014.6602739726,3.66027397260268,6,2,2,"6"
2014.6602739726,3.66027397260268,0,0,0,"7"
2014.6602739726,3.66027397260268,1,3,1,"8"
2014.6602739726,3.66027397260268,1,43,12,"9"
2014.6602739726,3.66027397260268,0,1,0,"10"
2014.67945205479,3.67945205479441,0,3,0,"1"
2014.67945205479,3.67945205479441,2,16,4,"2"
2014.67945205479,3.67945205479441,0,2,0,"3"
2014.67945205479,3.67945205479441,3,19,22,"4"
2014.67945205479,3.67945205479441,0,4,3,"5"
2014.67945205479,3.67945205479441,3,0,4,"6"
2014.67945205479,3.67945205479441,1,0,0,"7"
2014.67945205479,3.67945205479441,0,2,0,"8"
2014.67945205479,3.67945205479441,3,39,9,"9"
2014.67945205479,3.67945205479441,0,9,0,"10"
2014.69863013699,3.69863013698637,2,0,0,"1"
2014.69863013699,3.69863013698637,5,6,4,"2"
2014.69863013699,3.69863013698637,3,1,0,"3"
2014.69863013699,3.69863013698637,12,23,21,"4"
2014.69863013699,3.69863013698637,3,4,0,"5"
2014.69863013699,3.69863013698637,4,0,2,"6"
2014.69863013699,3.69863013698637,1,3,0,"7"
2014.69863013699,3.69863013698637,4,0,1,"8"
2014.69863013699,3.69863013698637,4,36,4,"9"
2014.69863013699,3.69863013698637,0,10,2,"10"
2014.71780821918,3.7178082191781,1,0,0,"1"
2014.71780821918,3.7178082191781,7,4,0,"2"
2014.71780821918,3.7178082191781,4,2,1,"3"
2014.71780821918,3.7178082191781,10,26,12,"4"
2014.71780821918,3.7178082191781,3,4,0,"5"
2014.71780821918,3.7178082191781,11,3,5,"6"
2014.71780821918,3.7178082191781,0,1,0,"7"
2014.71780821918,3.7178082191781,1,0,0,"8"
2014.71780821918,3.7178082191781,6,48,12,"9"
2014.71780821918,3.7178082191781,1,12,1,"10"
2014.73698630137,3.73698630136983,2,0,0,"1"
2014.73698630137,3.73698630136983,9,8,1,"2"
2014.73698630137,3.73698630136983,5,10,0,"3"
2014.73698630137,3.73698630136983,23,19,37,"4"
2014.73698630137,3.73698630136983,9,9,1,"5"
2014.73698630137,3.73698630136983,9,9,5,"6"
2014.73698630137,3.73698630136983,0,2,0,"7"
2014.73698630137,3.73698630136983,0,3,3,"8"
2014.73698630137,3.73698630136983,8,52,6,"9"
2014.73698630137,3.73698630136983,0,6,0,"10"
2014.75616438356,3.75616438356155,0,1,0,"1"
2014.75616438356,3.75616438356155,13,17,7,"2"
2014.75616438356,3.75616438356155,5,5,1,"3"
2014.75616438356,3.75616438356155,32,30,35,"4"
2014.75616438356,3.75616438356155,6,5,2,"5"
2014.75616438356,3.75616438356155,17,10,13,"6"
2014.75616438356,3.75616438356155,1,0,1,"7"
2014.75616438356,3.75616438356155,4,5,1,"8"
2014.75616438356,3.75616438356155,12,59,5,"9"
2014.75616438356,3.75616438356155,4,7,0,"10"
2014.77534246575,3.77534246575351,0,10,1,"1"
2014.77534246575,3.77534246575351,16,14,5,"2"
2014.77534246575,3.77534246575351,9,8,4,"3"
2014.77534246575,3.77534246575351,37,77,66,"4"
2014.77534246575,3.77534246575351,8,15,2,"5"
2014.77534246575,3.77534246575351,19,14,14,"6"
2014.77534246575,3.77534246575351,1,6,3,"7"
2014.77534246575,3.77534246575351,4,8,7,"8"
2014.77534246575,3.77534246575351,11,39,6,"9"
2014.77534246575,3.77534246575351,4,8,2,"10"
2014.79452054795,3.79452054794524,1,4,1,"1"
2014.79452054795,3.79452054794524,14,29,5,"2"
2014.79452054795,3.79452054794524,8,6,6,"3"
2014.79452054795,3.79452054794524,46,115,93,"4"
2014.79452054795,3.79452054794524,9,15,9,"5"
2014.79452054795,3.79452054794524,46,26,29,"6"
2014.79452054795,3.79452054794524,4,10,1,"7"
2014.79452054795,3.79452054794524,2,8,0,"8"
2014.79452054795,3.79452054794524,13,35,12,"9"
2014.79452054795,3.79452054794524,3,31,4,"10"
2014.81369863014,3.81369863013697,0,7,2,"1"
2014.81369863014,3.81369863013697,21,36,9,"2"
2014.81369863014,3.81369863013697,5,21,3,"3"
2014.81369863014,3.81369863013697,56,182,93,"4"
2014.81369863014,3.81369863013697,12,24,5,"5"
2014.81369863014,3.81369863013697,71,45,35,"6"
2014.81369863014,3.81369863013697,3,11,5,"7"
2014.81369863014,3.81369863013697,3,7,3,"8"
2014.81369863014,3.81369863013697,12,38,8,"9"
2014.81369863014,3.81369863013697,14,49,1,"10"
2014.83287671233,3.8328767123287,5,3,1,"1"
2014.83287671233,3.8328767123287,36,25,2,"2"
2014.83287671233,3.8328767123287,11,13,10,"3"
2014.83287671233,3.8328767123287,62,165,65,"4"
2014.83287671233,3.8328767123287,30,28,10,"5"
2014.83287671233,3.8328767123287,76,73,25,"6"
2014.83287671233,3.8328767123287,2,9,4,"7"
2014.83287671233,3.8328767123287,4,9,6,"8"
2014.83287671233,3.8328767123287,17,19,4,"9"
2014.83287671233,3.8328767123287,5,73,0,"10"
2014.85205479452,3.85205479452065,5,4,3,"1"
2014.85205479452,3.85205479452065,57,21,6,"2"
2014.85205479452,3.85205479452065,6,28,9,"3"
2014.85205479452,3.85205479452065,98,204,69,"4"
2014.85205479452,3.85205479452065,36,50,5,"5"
2014.85205479452,3.85205479452065,116,122,24,"6"
2014.85205479452,3.85205479452065,4,10,7,"7"
2014.85205479452,3.85205479452065,4,23,3,"8"
2014.85205479452,3.85205479452065,14,64,9,"9"
2014.85205479452,3.85205479452065,14,65,1,"10"
2014.87123287671,3.87123287671238,5,4,3,"1"
2014.87123287671,3.87123287671238,63,27,7,"2"
2014.87123287671,3.87123287671238,17,30,6,"3"
2014.87123287671,3.87123287671238,114,354,74,"4"
2014.87123287671,3.87123287671238,41,94,4,"5"
2014.87123287671,3.87123287671238,159,219,40,"6"
2014.87123287671,3.87123287671238,6,33,7,"7"
2014.87123287671,3.87123287671238,10,52,3,"8"
2014.87123287671,3.87123287671238,11,30,9,"9"
2014.87123287671,3.87123287671238,12,158,2,"10"
2014.8904109589,3.89041095890411,4,5,3,"1"
2014.8904109589,3.89041095890411,77,38,10,"2"
2014.8904109589,3.89041095890411,20,46,6,"3"
2014.8904109589,3.89041095890411,127,374,76,"4"
2014.8904109589,3.89041095890411,45,176,4,"5"
2014.8904109589,3.89041095890411,206,333,32,"6"
2014.8904109589,3.89041095890411,14,46,7,"7"
2014.8904109589,3.89041095890411,19,70,1,"8"
2014.8904109589,3.89041095890411,25,41,5,"9"
2014.8904109589,3.89041095890411,18,141,3,"10"
2014.9095890411,3.90958904109584,6,11,1,"1"
2014.9095890411,3.90958904109584,79,52,2,"2"
2014.9095890411,3.90958904109584,46,112,10,"3"
2014.9095890411,3.90958904109584,118,560,71,"4"
2014.9095890411,3.90958904109584,71,402,7,"5"
2014.9095890411,3.90958904109584,212,664,52,"6"
2014.9095890411,3.90958904109584,15,111,4,"7"
2014.9095890411,3.90958904109584,18,158,7,"8"
2014.9095890411,3.90958904109584,31,51,4,"9"
2014.9095890411,3.90958904109584,32,119,5,"10"
2014.92876712329,3.92876712328757,17,31,0,"1"
2014.92876712329,3.92876712328757,120,61,6,"2"
2014.92876712329,3.92876712328757,57,202,6,"3"
2014.92876712329,3.92876712328757,138,898,76,"4"
2014.92876712329,3.92876712328757,118,772,18,"5"
2014.92876712329,3.92876712328757,223,806,72,"6"
2014.92876712329,3.92876712328757,18,179,6,"7"
2014.92876712329,3.92876712328757,36,278,6,"8"
2014.92876712329,3.92876712328757,33,95,3,"9"
2014.92876712329,3.92876712328757,37,102,7,"10"
2014.94794520548,3.94794520547953,26,49,2,"1"
2014.94794520548,3.94794520547953,134,164,4,"2"
2014.94794520548,3.94794520547953,64,317,10,"3"
2014.94794520548,3.94794520547953,144,1018,89,"4"
2014.94794520548,3.94794520547953,146,1379,33,"5"
2014.94794520548,3.94794520547953,268,975,80,"6"
2014.94794520548,3.94794520547953,30,248,8,"7"
2014.94794520548,3.94794520547953,71,621,8,"8"
2014.94794520548,3.94794520547953,57,181,11,"9"
2014.94794520548,3.94794520547953,60,129,4,"10"
2014.96712328767,3.96712328767126,20,106,2,"1"
2014.96712328767,3.96712328767126,160,279,11,"2"
2014.96712328767,3.96712328767126,114,545,13,"3"
2014.96712328767,3.96712328767126,154,1203,68,"4"
2014.96712328767,3.96712328767126,189,2359,39,"5"
2014.96712328767,3.96712328767126,292,1389,135,"6"
2014.96712328767,3.96712328767126,36,512,12,"7"
2014.96712328767,3.96712328767126,83,1032,14,"8"
2014.96712328767,3.96712328767126,67,241,8,"9"
2014.96712328767,3.96712328767126,98,210,13,"10"
2014.98630136986,3.98630136986299,26,185,5,"1"
2014.98630136986,3.98630136986299,231,553,5,"2"
2014.98630136986,3.98630136986299,159,1003,17,"3"
2014.98630136986,3.98630136986299,189,2088,84,"4"
2014.98630136986,3.98630136986299,237,3111,48,"5"
2014.98630136986,3.98630136986299,334,1472,113,"6"
2014.98630136986,3.98630136986299,56,544,12,"7"
2014.98630136986,3.98630136986299,119,1431,20,"8"
2014.98630136986,3.98630136986299,127,368,11,"9"
2014.98630136986,3.98630136986299,109,390,10,"10"
2015.02465753425,4.02465753424667,62,466,6,"1"
2015.02465753425,4.02465753424667,255,952,14,"2"
2015.02465753425,4.02465753424667,166,1279,32,"3"
2015.02465753425,4.02465753424667,156,976,97,"4"
2015.02465753425,4.02465753424667,396,1174,27,"5"
2015.02465753425,4.02465753424667,349,904,84,"6"
2015.02465753425,4.02465753424667,67,365,13,"7"
