"HHS_region","pathogen2","chi","loglik"
5,"fluA",0,-17561.6740568643
5,"fluA",0.1,-17554.2256394488
5,"fluA",0.2,-17559.8342754353
5,"fluA",0.3,-17538.3225590877
5,"fluA",0.4,-17529.5318188734
5,"fluA",0.5,-17519.7153532991
5,"fluA",0.6,-14853.0439724658
5,"fluA",0.7,-14585.6249448959
5,"fluA",0.8,-14530.8841472162
5,"fluA",0.9,-14669.7947778747
5,"fluA",1,-15063.1601644014
