"HHS_region","pathogen2","chi","loglik"
6,"fluB",0,-4868.2759302205
6,"fluB",0.1,-4867.1565854617
6,"fluB",0.2,-4866.02069872496
6,"fluB",0.3,-4864.86802434162
6,"fluB",0.4,-4863.6982737528
6,"fluB",0.5,-4862.51144811004
6,"fluB",0.6,-4381.72377659653
6,"fluB",0.7,-4533.64647014632
6,"fluB",0.8,-4757.26867699667
6,"fluB",0.9,-4885.25053037383
6,"fluB",1,-4962.00652869953
6,"fluB",0.999999999074444,-4962.00653606192
