"HHS_region","pathogen2","chi","loglik"
4,"fluB",0.651192401467246,-4600.36977265559
4,"fluB",0.681192401467246,-4598.29579347914
4,"fluB",0.711192401467246,-4616.56037232466
4,"fluB",0.741192401467246,-4594.42481623534
4,"fluB",0.771192401467246,-4611.56829040743
4,"fluB",0.801192401467246,-4609.43945526975
4,"fluB",0.831192401467246,-4607.52005705216
4,"fluB",0.861192401467246,-4605.78707380455
4,"fluB",0.891192401467246,-4604.21980821805
4,"fluB",0.921192401467246,-4602.79998201413
4,"fluB",0.951192401467246,-4601.51125242306
4,"fluB",0.981192401467246,-4600.33907254301
4,"fluB",1.01119240146725,-4599.27068841868
4,"fluB",1.04119240146725,-4598.29437128805
4,"fluB",1.07119240146725,-4597.40011913215
