"chi","loglik","HHS_region","Pathens2","loglik_cutoff","maxloglik","lower","upper"
0,-6102.00696970745,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.01,-6080.60422730765,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.02,-6059.34621789671,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.03,-6038.23245792392,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.04,-6017.26335449384,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.05,-5996.43935034812,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.06,-5975.7612268002,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.07,-5955.22948414517,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.08,-5934.84480948194,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.09,-5914.6078998763,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.1,-5894.51937522298,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.11,-5874.57993611896,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.12,-5854.79029077849,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.13,-5835.15120877535,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.14,-5815.66333589804,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.15,-5796.32749487229,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.16,-5777.14445728319,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.17,-5758.11505129895,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.18,-5739.24005429957,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.19,-5720.52032913775,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.2,-5701.95675087728,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.21,-5683.55020171932,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.22,-5665.30159165224,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.23,-5647.21191238094,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.24,-5629.28199819091,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.25,-5611.51289984465,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.26,-5593.90561544372,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.27,-5576.46117141803,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.28,-5559.18062938514,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.29,-5542.06507498552,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.3,-5525.11561366074,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.31,-5508.33339018199,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.32,-5491.71956410946,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.33,-5475.27532666007,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.34,-5459.00190222775,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.35,-5442.90054358193,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.36,-5426.9725363947,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.37,-5411.21919144351,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.38,-5395.64176619906,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.39,-5380.24180355513,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.4,-5365.02063806214,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.41,-5349.97969492067,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.42,-5335.12043427532,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.43,-5320.44440730521,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.44,-5305.953089879,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.45,-5291.64815926783,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.46,-5277.53117843057,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.47,-5263.60383507879,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.48,-5249.86775207966,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.49,-5236.32471635987,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.5,-5222.97643008461,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.51,-5209.82471415794,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.52,-5196.8714252974,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.53,-5184.11843583692,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.54,-5171.56762653916,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.55,-5159.22106515652,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.56,-5147.08067478342,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.57,-5135.1486061593,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.58,-5123.42685532116,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.59,-5111.91760378052,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.6,-5100.62302467744,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.61,-5089.54531718191,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.62,-5078.68679946286,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.63,-5068.04976504089,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.64,-5057.63660511661,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.65,-5047.44967061929,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.66,-5037.49152446799,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.67,-5027.7646641979,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.68,-5018.27161116508,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.69,-5009.01505109557,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.7,-4999.99762106635,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
0.71,-4991.22205327058,6,"fluB",-4858.2425817424,-4856.32185233206,0.98,1
