"chi","loglik","HHS_region","Pathens2","loglik_cutoff","maxloglik","lower","upper"
0,-14671.0457000471,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.01,-14534.2378691153,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.02,-14399.8875469458,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.03,-14267.9815524626,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.04,-14138.5041019719,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.05,-14011.4380714234,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.06,-13886.766183691,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.07,-13764.4700936167,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.08,-13644.5310275896,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.09,-13526.9297051602,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.1,-13411.6466533128,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.11,-13298.6613439337,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.12,-13187.9537475656,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.13,-13079.5027563607,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.14,-12973.2879171698,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.15,-12869.2879969921,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.16,-12767.4818703893,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.17,-12667.8486238264,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.18,-12570.3671786593,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.19,-12475.016841052,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.2,-12381.7771965094,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.21,-12290.6274767356,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.22,-12201.5479714636,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.23,-12114.5186946127,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.24,-12029.5210031358,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.25,-11946.5364786526,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.26,-11865.5468029941,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.27,-11786.5348969334,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.28,-11709.4841965721,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.29,-11634.379297159,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.3,-11561.2046045384,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.31,-11489.9464624051,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.32,-11420.5914114118,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.33,-11353.1268212751,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.34,-11287.53953586,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.35,-11223.8082688364,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.36,-11161.8821535222,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.37,-11101.5989381964,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.38,-11042.4068182289,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.39,-10982.4529993773,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.4,-10915.7624446301,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.41,-10824.1854278475,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.42,-10658.0824997239,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.43,-10311.2008973166,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.44,-9683.5673717551,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.45,-8930.13120533447,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.46,-8327.91040465245,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.47,-7905.12420830614,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.48,-7595.60482178533,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.49,-7357.47497147701,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.5,-7169.25157564288,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.51,-7018.73628910428,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.52,-6898.22228209388,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.53,-6802.50144179039,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.54,-6727.88793995853,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.55,-6671.68000161537,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.56,-6631.83911320016,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.57,-6606.7836311279,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.58,-6595.24778061111,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.59,-6596.18643702909,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.6,-22864.6659053335,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.61,-23351.7231822923,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.62,-23832.7584905154,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.63,-24308.5415595491,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.64,-24779.6598494038,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.65,-25246.5403146087,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.66,-25709.4710829912,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.67,-26168.6221071623,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.68,-26624.0729379204,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.69,-27075.8297558185,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.7,-27523.8446747168,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.71,-27968.0362366626,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.72,-28408.2974757268,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.73,-28844.5121109054,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.74,-29276.5586665985,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.75,-29704.3210581192,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.76,-30127.6887882609,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.77,-30546.5615192133,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.78,-30960.8532002693,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.79,-31370.489494119,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.8,-31775.4117904103,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.81,-32175.574538417,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.82,-32570.9471067368,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
0.83,-32961.512949908,9,"fluB",-6597.16851002146,-6595.24778061111,0.58,0.59
