chi,loglik,HHS_region,Pathens2,loglik_cutoff,maxloglik,lower,upper
0.68,-3438.199986,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.69,-3404.76428,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.7,-3327.517552,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.71,-3232.80251,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.72,-3221.04749,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.73,-5064.214574,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.74,-5488.193283,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.75,-5871.458103,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.76,-6242.306962,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.77,-6603.627972,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.78,-6957.207682,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.79,-7304.313196,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.8,-7645.892428,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.81,-7982.682298,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.82,-8315.278358,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.83,-8644.171832,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.84,-8969.77953,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.85,-9292.458472,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.86,-9612.521586,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.87,-9930.24238,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.88,-10245.86426,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.89,-10559.60401,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.9,-10871.65858,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.91,-11182.20178,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.92,-11491.38956,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.93,-11799.36186,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.94,-12106.2428,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.95,-12412.14194,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.96,-12717.1548,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.97,-13021.36358,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.98,-13324.8373,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.99,-13627.63215,2,fluB,-3222.96822,-3221.04749,0.72,0.725
1,-13929.79142,2,fluB,-3222.96822,-3221.04749,0.72,0.725
