psi,loglik,HHS_region,Pathens2,loglik_cutoff,maxloglik,lower,upper
0,-2292.023611,3,fluB,-2293.944341,-2292.023611,0,0.003
0.01,-2295.586275,3,fluB,-2293.944341,-2292.023611,0,0.003
0.02,-2305.841171,3,fluB,-2293.944341,-2292.023611,0,0.003
0.03,-2322.247118,3,fluB,-2293.944341,-2292.023611,0,0.003
0.04,-2344.242054,3,fluB,-2293.944341,-2292.023611,0,0.003
0.05,-2371.259837,3,fluB,-2293.944341,-2292.023611,0,0.003
0.06,-2402.741877,3,fluB,-2293.944341,-2292.023611,0,0.003
0.07,-2438.146719,3,fluB,-2293.944341,-2292.023611,0,0.003
0.08,-2476.955977,3,fluB,-2293.944341,-2292.023611,0,0.003
0.09,-2518.679786,3,fluB,-2293.944341,-2292.023611,0,0.003
0.1,-2562.859051,3,fluB,-2293.944341,-2292.023611,0,0.003
0.11,-2609.065862,3,fluB,-2293.944341,-2292.023611,0,0.003
0.12,-2656.903978,3,fluB,-2293.944341,-2292.023611,0,0.003
0.13,-2706.004188,3,fluB,-2293.944341,-2292.023611,0,0.003
0.14,-2756.024107,3,fluB,-2293.944341,-2292.023611,0,0.003
0.15,-2806.641286,3,fluB,-2293.944341,-2292.023611,0,0.003
0.16,-2857.550239,3,fluB,-2293.944341,-2292.023611,0,0.003
0.17,-2908.454801,3,fluB,-2293.944341,-2292.023611,0,0.003
0.18,-2959.061136,3,fluB,-2293.944341,-2292.023611,0,0.003
0.19,-3009.071708,3,fluB,-2293.944341,-2292.023611,0,0.003
0.2,-3058.174846,3,fluB,-2293.944341,-2292.023611,0,0.003
0.21,-3106.036592,3,fluB,-2293.944341,-2292.023611,0,0.003
0.22,-3152.28956,3,fluB,-2293.944341,-2292.023611,0,0.003
0.23,-3196.524316,3,fluB,-2293.944341,-2292.023611,0,0.003
0.24,-3238.277666,3,fluB,-2293.944341,-2292.023611,0,0.003
0.25,-3277.023846,3,fluB,-2293.944341,-2292.023611,0,0.003
0.26,-3312.165769,3,fluB,-2293.944341,-2292.023611,0,0.003
0.27,-3343.034418,3,fluB,-2293.944341,-2292.023611,0,0.003
0.28,-3368.889154,3,fluB,-2293.944341,-2292.023611,0,0.003
0.29,-3388.932698,3,fluB,-2293.944341,-2292.023611,0,0.003
0.3,-3402.334495,3,fluB,-2293.944341,-2292.023611,0,0.003
0.31,-3408.274691,3,fluB,-2293.944341,-2292.023611,0,0.003
0.32,-3406.005201,3,fluB,-2293.944341,-2292.023611,0,0.003
0.33,-3394.929372,3,fluB,-2293.944341,-2292.023611,0,0.003
0.34,-3374.696542,3,fluB,-2293.944341,-2292.023611,0,0.003
0.35,-3345.30619,3,fluB,-2293.944341,-2292.023611,0,0.003
0.36,-3307.205003,3,fluB,-2293.944341,-2292.023611,0,0.003
0.37,-3261.354481,3,fluB,-2293.944341,-2292.023611,0,0.003
0.38,-3209.264928,3,fluB,-2293.944341,-2292.023611,0,0.003
0.39,-3152.966262,3,fluB,-2293.944341,-2292.023611,0,0.003
0.4,-3094.912503,3,fluB,-2293.944341,-2292.023611,0,0.003
0.41,-3037.831227,3,fluB,-2293.944341,-2292.023611,0,0.003
0.42,-2984.522847,3,fluB,-2293.944341,-2292.023611,0,0.003
0.43,-2937.646637,3,fluB,-2293.944341,-2292.023611,0,0.003
0.44,-2899.517365,3,fluB,-2293.944341,-2292.023611,0,0.003
0.45,-2871.948553,3,fluB,-2293.944341,-2292.023611,0,0.003
0.46,-2856.149811,3,fluB,-2293.944341,-2292.023611,0,0.003
0.47,-2852.698654,3,fluB,-2293.944341,-2292.023611,0,0.003
0.48,-2861.571013,3,fluB,-2293.944341,-2292.023611,0,0.003
0.49,-2882.221639,3,fluB,-2293.944341,-2292.023611,0,0.003
0.5,-2913.694265,3,fluB,-2293.944341,-2292.023611,0,0.003
0.51,-2954.749191,3,fluB,-2293.944341,-2292.023611,0,0.003
0.52,-3003.980249,3,fluB,-2293.944341,-2292.023611,0,0.003
0.53,-3059.928256,3,fluB,-2293.944341,-2292.023611,0,0.003
0.54,-3121.164708,3,fluB,-2293.944341,-2292.023611,0,0.003
0.55,-3186.356327,3,fluB,-2293.944341,-2292.023611,0,0.003
0.56,-3254.302829,3,fluB,-2293.944341,-2292.023611,0,0.003
0.57,-3323.95754,3,fluB,-2293.944341,-2292.023611,0,0.003
0.58,-3394.429758,3,fluB,-2293.944341,-2292.023611,0,0.003
0.59,-3464.972968,3,fluB,-2293.944341,-2292.023611,0,0.003
0.6,-3534.967243,3,fluB,-2293.944341,-2292.023611,0,0.003
0.61,-3603.897267,3,fluB,-2293.944341,-2292.023611,0,0.003
0.62,-3671.318241,3,fluB,-2293.944341,-2292.023611,0,0.003
0.63,-3736.825686,3,fluB,-2293.944341,-2292.023611,0,0.003
0.64,-3800.016898,3,fluB,-2293.944341,-2292.023611,0,0.003
0.65,-3860.444852,3,fluB,-2293.944341,-2292.023611,0,0.003
0.66,-3917.563977,3,fluB,-2293.944341,-2292.023611,0,0.003
0.67,-3970.66096,3,fluB,-2293.944341,-2292.023611,0,0.003
0.68,-4018.765032,3,fluB,-2293.944341,-2292.023611,0,0.003
0.69,-4060.536642,3,fluB,-2293.944341,-2292.023611,0,0.003
0.7,-4094.1211,3,fluB,-2293.944341,-2292.023611,0,0.003
0.71,-4116.982673,3,fluB,-2293.944341,-2292.023611,0,0.003
0.72,-4125.725945,3,fluB,-2293.944341,-2292.023611,0,0.003
0.73,-4115.963687,3,fluB,-2293.944341,-2292.023611,0,0.003
