psi,loglik,HHS_region,Pathens2,loglik_cutoff,maxloglik,lower,upper
0,-11330.57801,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.01,-11319.03302,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.02,-11307.60402,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.03,-11296.29005,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.04,-11285.09103,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.05,-11274.00646,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.06,-11263.03516,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.07,-11252.17646,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.08,-11241.42993,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.09,-11230.79477,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.1,-11220.27041,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.11,-11209.85602,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.12,-11199.55095,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.13,-11189.35458,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.14,-11179.26617,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.15,-11169.28508,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.16,-11159.41062,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.17,-11149.64214,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.18,-11139.97905,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.19,-11130.42065,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.2,-11120.96631,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.21,-11111.61539,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.22,-11102.36726,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.23,-11093.2213,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.24,-11084.17686,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.25,-11075.23337,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.26,-11066.39017,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.27,-11057.64671,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.28,-11049.00228,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.29,-11040.45639,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.3,-11032.00841,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.31,-11023.65777,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.32,-11015.40385,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.33,-11007.24611,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.34,-10999.18394,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.35,-10991.2168,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.36,-10983.34413,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.37,-10975.56535,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.38,-10967.87994,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.39,-10960.2873,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.4,-10952.7869,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.41,-10945.37824,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.42,-10938.06075,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.43,-10930.83392,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.44,-10923.69716,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.45,-10916.65003,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.46,-10909.69194,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.47,-10902.82243,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.48,-10896.04089,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.49,-10889.34699,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.5,-10882.74013,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.51,-10876.21997,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.52,-10869.78572,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.53,-10863.43704,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.54,-10857.17344,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.55,-10850.99444,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.56,-10844.89957,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.57,-10838.88835,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.58,-10832.96032,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.59,-10827.11502,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.6,-10821.35196,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.61,-10815.67073,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.62,-10810.07087,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.63,-10804.55179,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.64,-10799.11333,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.65,-10793.75488,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.66,-10788.47605,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.67,-10783.27636,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.68,-10778.15532,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.69,-10773.11269,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.7,-10768.14795,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.71,-10763.26069,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.72,-10758.4505,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.73,-10753.71697,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.74,-10749.05968,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.75,-10744.47824,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.76,-10739.97224,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.77,-10735.5413,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.78,-10731.18504,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.79,-10726.90306,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.8,-10722.69498,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.81,-10718.56041,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.82,-10714.49897,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.83,-10710.51029,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.84,-10706.594,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.85,-10702.74976,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.86,-10698.97718,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.87,-10695.27589,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.88,-10691.64554,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.89,-10688.08581,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.9,-10684.59632,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.91,-10681.17671,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.92,-10677.82668,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.93,-10674.54584,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.94,-10671.3339,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.95,-10668.19049,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.96,-10665.1153,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.97,-10662.10799,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.98,-10659.16824,9,fluA,-10658.21646,-10656.29573,0.99,0.993
0.99,-10656.29573,9,fluA,-10658.21646,-10656.29573,0.99,0.993
1,-24874.37699,9,fluA,-10658.21646,-10656.29573,0.99,0.993
