chi,loglik,HHS_region,Pathens2,loglik_cutoff,maxloglik,lower,upper
0,-14358.8272,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.01,-14231.09266,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.02,-14104.76123,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.03,-13978.47391,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.04,-13849.21999,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.05,-13710.78786,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.06,-13551.74981,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.07,-13355.20813,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.08,-13107.23856,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.09,-12820.18278,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.1,-12545.76656,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.11,-12334.85576,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.12,-12195.1677,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.13,-12107.88548,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.14,-12054.39408,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.15,-12022.83954,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.16,-12006.18598,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.17,-12000.04926,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.18,-12001.5004,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.19,-12008.46621,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.2,-12019.41576,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.21,-12033.18217,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.22,-12048.85417,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.23,-12065.70615,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.24,-12083.15123,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.25,-12100.70775,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.26,-12117.97672,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.27,-12134.62424,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.28,-12150.3692,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.29,-12164.97304,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.3,-12178.23272,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.31,-12189.97458,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.32,-12200.05023,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.33,-12208.33286,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.34,-12214.7142,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.35,-12219.10149,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.36,-12221.41747,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.37,-12221.59675,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.38,-12219.58551,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.39,-12215.33997,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.4,-12208.8263,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.41,-12200.01938,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.42,-12188.90165,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.43,-12175.46363,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.44,-12159.70269,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.45,-12141.62271,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.46,-12121.23417,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.47,-12098.55361,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.48,-12073.60325,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.49,-12046.41117,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.5,-12017.01065,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.51,-11985.44038,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.52,-11951.74295,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.53,-11915.96681,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.54,-11878.16442,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.55,-11838.39331,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.56,-11796.71404,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.57,-11753.19141,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.58,-11707.89458,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.59,-11660.89515,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.6,-11612.26813,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.61,-11562.09072,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.62,-11510.44356,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.63,-11457.40878,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.64,-11403.07044,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.65,-11347.51391,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.66,-11290.82576,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.67,-11233.09308,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.68,-11174.40311,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.69,-11114.84327,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.7,-11054.50029,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.71,-10993.46,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.72,-10931.80715,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.73,-10869.62501,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.74,-10806.99474,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.75,-10743.99477,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.76,-20263.12079,8,fluA,-10769.09618,-10743.99477,0.748,0.75
0.77,-20186.11157,8,fluA,-10769.09618,-10743.99477,0.748,0.75
