"psi","loglik","HHS_region","Pathens2","loglik_cutoff","maxloglik","lower","upper"
0,-3337.14106241055,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.01,-3334.68617333603,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.02,-3332.26049080763,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.03,-3329.86417185859,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.04,-3327.49682270837,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.05,-3325.15846271992,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.06,-3322.84907694498,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.07,-3320.56859845583,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.08,-3318.31685415433,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.09,-3316.09378510664,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.1,-3313.8994128398,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.11,-3311.73355142372,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.12,-3309.59616536887,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.13,-3307.48715544636,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.14,-3305.40642781042,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.15,-3303.35390666142,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.16,-3301.32944421208,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.17,-3299.33302776851,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.18,-3297.3645242709,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.19,-3295.42382021764,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.2,-3293.51080508379,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.21,-3291.62538377443,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.22,-3289.76743903259,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.23,-3287.93685981814,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.24,-3286.13353276442,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.25,-3284.35733382755,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.26,-3282.60814947906,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.27,-3280.88585621727,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.28,-3279.19032907729,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.29,-3277.52144487414,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.3,-3275.87907428926,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.31,-3274.26306574661,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.32,-3272.67333230489,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.33,-3271.1097139539,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.34,-3269.57207494878,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.35,-3268.06028772724,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.36,-3266.57420632751,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.37,-3265.11368782201,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.38,-3263.6785926595,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.39,-3262.26877667691,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.4,-3260.88409680267,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.41,-3259.52440573878,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.42,-3258.1895584585,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.43,-3256.87940654171,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.44,-3255.5937965943,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.45,-3254.33257698558,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.46,-3253.09560956749,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.47,-3251.88271868557,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.48,-3250.69376558344,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.49,-3249.52859201809,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.5,-3248.38703682748,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.51,-3247.26894615905,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.52,-3246.1741604116,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.53,-3245.102522846,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.54,-3244.05387566233,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.55,-3243.02806026436,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.56,-3242.02491781331,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.57,-3241.04428663605,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.58,-3240.08600691367,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.59,-3239.14991710281,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.6,-3238.23585320253,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.61,-3237.34366046542,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.62,-3236.47317517235,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.63,-3235.62420231686,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.64,-3234.79665040029,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.65,-3233.9903188399,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.66,-3233.20508567631,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.67,-3232.44071664191,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.68,-3231.6970869545,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.69,-3230.97403588749,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.7,-3230.27140233452,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.71,-3229.58902567546,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.72,-3228.92674573255,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.73,-3228.28440234751,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.74,-3227.66183603975,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.75,-3227.05888696988,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.76,-3226.47539996128,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.77,-3225.91121472946,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.78,-3225.36617552483,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.79,-3224.84012648285,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
0.8,-3224.33290451573,2,"fluB",-3219.82992468515,-3217.90919527481,0.92,1
