"psi","loglik","HHS_region","Pathens2","loglik_cutoff","maxloglik","lower","upper"
0,-4856.32190738467,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.01,-4856.32288416393,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.02,-4856.32626943499,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.03,-4856.33246241139,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.04,-4856.34148648027,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.05,-4856.35251464309,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.06,-4856.3662326852,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.07,-4856.38269199691,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.08,-4856.40158792372,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.09,-4856.42319681124,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.1,-4856.44731978555,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.11,-4856.47390858271,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.12,-4856.50292926535,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.13,-4856.53462583305,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.14,-4856.56892092878,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.15,-4856.60572591141,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.16,-4856.64512036203,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.17,-4856.68700707328,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.18,-4856.73142789265,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.19,-4856.77852259481,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.2,-4856.82813474249,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.21,-4856.88028966096,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.22,-4856.93503740074,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.23,-4856.99227292951,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.24,-4857.05205618073,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.25,-4857.11430704125,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.26,-4857.17913631586,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.27,-4857.24646407704,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.28,-4857.31636312553,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.29,-4857.38876581003,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
0.3,-4857.46374110439,6,"fluB",-4858.24263679501,-4856.32190738467,0,0.38
