"psi","loglik","HHS_region","Pathens2","loglik_cutoff","maxloglik","lower","upper"
0,-12691.4217529519,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.01,-12692.3262839724,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.02,-12694.8295635374,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.03,-12699.0398745521,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.04,-12705.0758847468,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.05,-12713.0172777538,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.06,-12722.8934019402,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.07,-12734.7357282056,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.08,-12748.4602108117,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.09,-12764.0097375623,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.1,-12781.2689226217,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.11,-12800.083321438,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.12,-12820.2610977437,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.13,-12841.5818346096,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.14,-12863.8063007787,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.15,-12886.7339677486,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.16,-12910.1240519901,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.17,-12933.7524356948,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.18,-12957.4409468839,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.19,-12980.9764723295,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.2,-13004.2227951687,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.21,-13027.0106926418,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.22,-13049.2662350768,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.23,-13070.8923909037,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.24,-13091.8643482458,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.25,-13112.0628907215,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.26,-13131.5355084668,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.27,-13150.2599052275,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.28,-13168.2066803646,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.29,-13185.4397231825,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.3,-13201.9606388156,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.31,-13217.817988659,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
0.32,-13232.9914677523,4,"fluA",-12693.3424823623,-12691.4217529519,0,0.01
