psi,loglik,HHS_region,Pathens2,loglik_cutoff,maxloglik,lower,upper
0,-2941.803139,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.01,-2938.446725,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.02,-2935.108633,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.03,-2931.789012,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.04,-2928.488038,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.05,-2925.205635,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.06,-2921.941991,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.07,-2918.697138,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.08,-2915.471106,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.09,-2912.263838,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.1,-2909.075459,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.11,-2905.90589,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.12,-2902.755166,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.13,-2899.623371,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.14,-2896.510453,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.15,-2893.416495,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.16,-2890.341421,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.17,-2887.285356,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.18,-2884.248132,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.19,-2881.229922,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.2,-2878.230664,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.21,-2875.250389,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.22,-2872.289097,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.23,-2869.346787,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.24,-2866.423486,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.25,-2863.519185,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.26,-2860.633908,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.27,-2857.767623,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.28,-2854.920352,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.29,-2852.0921,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.3,-2849.282858,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.31,-2846.492639,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.32,-2843.721451,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.33,-2840.969248,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.34,-2838.236104,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.35,-2835.521974,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.36,-2832.826866,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.37,-2830.150767,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.38,-2827.493699,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.39,-2824.855632,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.4,-2822.23659,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.41,-2819.636563,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.42,-2817.055532,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.43,-2814.4935,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.44,-2811.950464,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.45,-2809.426404,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.46,-2806.921323,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.47,-2804.435214,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.48,-2801.968074,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.49,-2799.519863,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.5,-2797.090611,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.51,-2794.680292,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.52,-2792.288899,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.53,-2789.916411,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.54,-2787.562843,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.55,-2785.228137,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.56,-2782.912304,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.57,-2780.615339,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.58,-2778.337268,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.59,-2776.07797,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.6,-2773.837507,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.61,-2771.615828,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.62,-2769.412938,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.63,-2767.228814,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.64,-2765.063438,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.65,-2762.916794,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.66,-2760.788859,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.67,-2758.679632,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.68,-2756.589078,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.69,-2754.51715,7,fluB,-2362.262633,-2360.341903,0.95,0.96
0.7,-2752.463856,7,fluB,-2362.262633,-2360.341903,0.95,0.96
