chi,loglik,HHS_region,Pathens2,loglik_cutoff,maxloglik,lower,upper
0,-9132.081383,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.01,-9108.391601,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.02,-9083.399109,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.03,-9059.911533,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.04,-9041.875348,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.05,-9028.615613,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.06,-9012.223166,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.07,-8985.079962,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.08,-8952.992774,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.09,-8936.22008,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.1,-8946.795036,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.11,-8961.653897,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.12,-8933.696544,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.13,-8852.59128,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.14,-8791.665519,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.15,-8847.497664,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.16,-8995.833261,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.17,-9041.241818,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.18,-8815.498066,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.19,-8505.030534,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.2,-8565.572866,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.21,-9126.906737,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.22,-9619.976815,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.23,-9137.561055,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.24,-8035.317072,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.25,-7968.824067,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.26,-9355.361087,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.27,-11000.87238,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.28,-9964.974803,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.29,-7450.83704,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.3,-7719.339899,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.31,-10295.00889,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.32,-12952.29223,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.33,-9296.704215,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.34,-7087.687858,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.35,-8826.123653,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.36,-13769.45259,3,fluA,-7040.295235,-7038.374505,0.38,0.384
0.37,-11582.21828,3,fluA,-7040.295235,-7038.374505,0.38,0.384
