"psi","loglik","HHS_region","Pathens2","loglik_cutoff","maxloglik","lower","upper"
0,-4587.58389424993,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.01,-4588.06522098882,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.02,-4588.6553722495,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.03,-4589.3549800451,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.04,-4590.16568035681,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.05,-4591.08857291987,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.06,-4592.12400661437,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.07,-4593.27251827811,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.08,-4594.5341957538,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.09,-4595.90917218997,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.1,-4597.3968010545,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.11,-4598.99570118839,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.12,-4600.70636893278,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.13,-4602.52615177726,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.14,-4604.4540305419,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.15,-4606.48885428341,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.16,-4608.62833402818,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.17,-4610.8704051087,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.18,-4613.21164740625,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.19,-4615.65179379304,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.2,-4618.1873776492,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.21,-4620.8158487018,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.22,-4623.53319053173,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.23,-4626.3372816067,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.24,-4629.22542706984,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.25,-4632.19503732466,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.26,-4635.24298016837,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.27,-4638.36370775536,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.28,-4641.55842264572,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.29,-4644.82050357043,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.3,-4648.14844790806,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.31,-4651.53835912286,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.32,-4654.98752130728,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.33,-4658.49221122841,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.34,-4662.05167857941,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.35,-4665.66036394665,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.36,-4669.31553068282,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.37,-4673.0155316149,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.38,-4676.75864717707,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.39,-4680.5402688815,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.4,-4684.35821727777,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
0.41,-4688.21073407695,4,"fluB",-4589.50462366028,-4587.58389424993,0,0.03
