psi,loglik,HHS_region,Pathens2,loglik_cutoff,maxloglik,lower,upper
0,-4331.956005,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.005,-4111.280503,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.01,-2954.203959,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.015,-1402.385034,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.02,-1444.185549,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.025,-1502.793213,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.03,-1520.453296,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.035,-1523.937705,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.04,-1522.711942,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.045,-1520.015235,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.05,-1517.017791,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.055,-1514.147188,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.06,-1511.547559,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.065,-1509.250932,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.07,-1507.244418,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.075,-1505.50016,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.08,-1503.986588,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.085,-1502.672936,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.09,-1501.532121,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.095,-1500.540063,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.1,-1499.676695,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.105,-1498.924188,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.11,-1498.267888,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.115,-1497.695059,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.12,-1497.195169,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.125,-1496.759039,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.13,-1496.378933,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.135,-1496.04818,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.14,-1495.761017,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.145,-1495.512622,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.15,-1495.2988,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.155,-1495.11567,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.16,-1494.960323,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.165,-1494.829837,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.17,-1494.72173,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.175,-1494.634063,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.18,-1494.564764,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.185,-1494.512186,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.19,-1494.475106,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.195,-1494.451917,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.2,-1494.441787,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.205,-1494.443295,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.21,-1494.455906,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.215,-1494.478653,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.22,-1494.510758,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.225,-1494.551548,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.23,-1494.600541,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.235,-1494.657149,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.24,-1494.720795,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.245,-1494.790987,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.25,-1494.86771,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.255,-1494.950176,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.26,-1495.038135,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.265,-1495.13135,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.27,-1495.229526,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.275,-1495.332371,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.28,-1495.439567,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.285,-1495.550915,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.29,-1495.666311,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.295,-1495.785377,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.3,-1495.908065,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.305,-1496.034123,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.31,-1496.163432,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.315,-1496.295671,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.32,-1496.430981,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.325,-1496.568958,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.33,-1496.709515,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.335,-1496.852606,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.34,-1496.997947,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.345,-1497.145473,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.35,-1497.29525,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.355,-1497.446739,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.36,-1497.600236,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.365,-1497.75547,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.37,-1497.912113,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.375,-1498.070484,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.38,-1498.230169,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.385,-1498.391135,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.39,-1498.553236,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.395,-1498.716415,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.4,-1498.880505,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.405,-1499.045511,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.41,-1499.211176,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.415,-1499.377518,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.42,-1499.544444,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.425,-1499.711577,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.43,-1499.879169,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.435,-1500.047022,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.44,-1500.215031,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.445,-1500.382783,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.45,-1500.55052,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.455,-1500.717939,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.46,-1500.885226,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.465,-1501.051942,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.47,-1501.218241,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.475,-1501.383735,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.48,-1501.548447,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.485,-1501.712243,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.49,-1501.875142,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.495,-1502.036861,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.5,-1502.197393,1,fluB,-1404.305763,-1402.385034,0.015,0.018
0.505,-1502.356557,1,fluB,-1404.305763,-1402.385034,0.015,0.018
