psi,loglik,HHS_region,Pathens2,loglik_cutoff,maxloglik,lower,upper
0,-18488.3804,8,fluA,-8368.94821,-8367.02748,0.998,1
0.01,-18473.45237,8,fluA,-8368.94821,-8367.02748,0.998,1
0.02,-18458.68047,8,fluA,-8368.94821,-8367.02748,0.998,1
0.03,-18444.09448,8,fluA,-8368.94821,-8367.02748,0.998,1
0.04,-18429.69562,8,fluA,-8368.94821,-8367.02748,0.998,1
0.05,-18415.48526,8,fluA,-8368.94821,-8367.02748,0.998,1
0.06,-18401.46423,8,fluA,-8368.94821,-8367.02748,0.998,1
0.07,-18387.63401,8,fluA,-8368.94821,-8367.02748,0.998,1
0.08,-18373.99548,8,fluA,-8368.94821,-8367.02748,0.998,1
0.09,-18360.55,8,fluA,-8368.94821,-8367.02748,0.998,1
0.1,-18347.29884,8,fluA,-8368.94821,-8367.02748,0.998,1
0.11,-18334.24304,8,fluA,-8368.94821,-8367.02748,0.998,1
0.12,-18321.38372,8,fluA,-8368.94821,-8367.02748,0.998,1
0.13,-18308.7221,8,fluA,-8368.94821,-8367.02748,0.998,1
0.14,-18296.25931,8,fluA,-8368.94821,-8367.02748,0.998,1
0.15,-18283.99636,8,fluA,-8368.94821,-8367.02748,0.998,1
0.16,-18271.9344,8,fluA,-8368.94821,-8367.02748,0.998,1
0.17,-18260.07455,8,fluA,-8368.94821,-8367.02748,0.998,1
0.18,-18248.41771,8,fluA,-8368.94821,-8367.02748,0.998,1
0.19,-18236.96496,8,fluA,-8368.94821,-8367.02748,0.998,1
0.2,-18225.71739,8,fluA,-8368.94821,-8367.02748,0.998,1
0.21,-18214.67595,8,fluA,-8368.94821,-8367.02748,0.998,1
0.22,-18203.84171,8,fluA,-8368.94821,-8367.02748,0.998,1
0.23,-18193.21549,8,fluA,-8368.94821,-8367.02748,0.998,1
0.24,-18182.7983,8,fluA,-8368.94821,-8367.02748,0.998,1
0.25,-18172.5911,8,fluA,-8368.94821,-8367.02748,0.998,1
0.26,-18162.59481,8,fluA,-8368.94821,-8367.02748,0.998,1
0.27,-18152.81043,8,fluA,-8368.94821,-8367.02748,0.998,1
0.28,-18143.23857,8,fluA,-8368.94821,-8367.02748,0.998,1
0.29,-18133.8803,8,fluA,-8368.94821,-8367.02748,0.998,1
0.3,-18124.73648,8,fluA,-8368.94821,-8367.02748,0.998,1
0.31,-18115.80791,8,fluA,-8368.94821,-8367.02748,0.998,1
0.32,-18107.09538,8,fluA,-8368.94821,-8367.02748,0.998,1
0.33,-18098.59979,8,fluA,-8368.94821,-8367.02748,0.998,1
0.34,-18090.32186,8,fluA,-8368.94821,-8367.02748,0.998,1
0.35,-18082.26231,8,fluA,-8368.94821,-8367.02748,0.998,1
0.36,-18074.42201,8,fluA,-8368.94821,-8367.02748,0.998,1
0.37,-18066.80163,8,fluA,-8368.94821,-8367.02748,0.998,1
0.38,-18059.40188,8,fluA,-8368.94821,-8367.02748,0.998,1
0.39,-18052.22345,8,fluA,-8368.94821,-8367.02748,0.998,1
0.4,-18045.26707,8,fluA,-8368.94821,-8367.02748,0.998,1
0.41,-18038.53341,8,fluA,-8368.94821,-8367.02748,0.998,1
0.42,-18032.02314,8,fluA,-8368.94821,-8367.02748,0.998,1
0.43,-18025.73677,8,fluA,-8368.94821,-8367.02748,0.998,1
0.44,-18019.67503,8,fluA,-8368.94821,-8367.02748,0.998,1
0.45,-18013.83853,8,fluA,-8368.94821,-8367.02748,0.998,1
0.46,-18008.22778,8,fluA,-8368.94821,-8367.02748,0.998,1
0.47,-18002.84327,8,fluA,-8368.94821,-8367.02748,0.998,1
0.48,-17997.68567,8,fluA,-8368.94821,-8367.02748,0.998,1
0.49,-17992.75539,8,fluA,-8368.94821,-8367.02748,0.998,1
0.5,-17988.053,8,fluA,-8368.94821,-8367.02748,0.998,1
0.51,-17983.57908,8,fluA,-8368.94821,-8367.02748,0.998,1
0.52,-17979.33382,8,fluA,-8368.94821,-8367.02748,0.998,1
0.53,-17975.31782,8,fluA,-8368.94821,-8367.02748,0.998,1
0.54,-17971.53147,8,fluA,-8368.94821,-8367.02748,0.998,1
0.55,-17967.97512,8,fluA,-8368.94821,-8367.02748,0.998,1
0.56,-17964.64909,8,fluA,-8368.94821,-8367.02748,0.998,1
0.57,-17961.55381,8,fluA,-8368.94821,-8367.02748,0.998,1
0.58,-17958.68958,8,fluA,-8368.94821,-8367.02748,0.998,1
0.59,-17956.05659,8,fluA,-8368.94821,-8367.02748,0.998,1
0.6,-17953.65516,8,fluA,-8368.94821,-8367.02748,0.998,1
0.61,-17951.48545,8,fluA,-8368.94821,-8367.02748,0.998,1
0.62,-17949.54766,8,fluA,-8368.94821,-8367.02748,0.998,1
0.63,-17947.84193,8,fluA,-8368.94821,-8367.02748,0.998,1
0.64,-17946.36835,8,fluA,-8368.94821,-8367.02748,0.998,1
0.65,-17945.12692,8,fluA,-8368.94821,-8367.02748,0.998,1
0.66,-17944.11762,8,fluA,-8368.94821,-8367.02748,0.998,1
0.67,-17943.34035,8,fluA,-8368.94821,-8367.02748,0.998,1
0.68,-17942.79494,8,fluA,-8368.94821,-8367.02748,0.998,1
0.69,-17942.48121,8,fluA,-8368.94821,-8367.02748,0.998,1
0.7,-17942.39869,8,fluA,-8368.94821,-8367.02748,0.998,1
0.71,-17942.54693,8,fluA,-8368.94821,-8367.02748,0.998,1
0.72,-17942.92534,8,fluA,-8368.94821,-8367.02748,0.998,1
0.73,-17943.53304,8,fluA,-8368.94821,-8367.02748,0.998,1
0.74,-17944.36893,8,fluA,-8368.94821,-8367.02748,0.998,1
0.75,-17945.43195,8,fluA,-8368.94821,-8367.02748,0.998,1
0.76,-17946.72032,8,fluA,-8368.94821,-8367.02748,0.998,1
0.77,-17948.23197,8,fluA,-8368.94821,-8367.02748,0.998,1
0.78,-17949.96434,8,fluA,-8368.94821,-8367.02748,0.998,1
0.79,-17951.91406,8,fluA,-8368.94821,-8367.02748,0.998,1
0.8,-17954.0771,8,fluA,-8368.94821,-8367.02748,0.998,1
0.81,-17956.44791,8,fluA,-8368.94821,-8367.02748,0.998,1
0.82,-17959.0195,8,fluA,-8368.94821,-8367.02748,0.998,1
0.83,-17961.78264,8,fluA,-8368.94821,-8367.02748,0.998,1
0.84,-17964.72483,8,fluA,-8368.94821,-8367.02748,0.998,1
0.85,-17967.82952,8,fluA,-8368.94821,-8367.02748,0.998,1
0.86,-17971.0732,8,fluA,-8368.94821,-8367.02748,0.998,1
0.87,-17974.42312,8,fluA,-8368.94821,-8367.02748,0.998,1
0.88,-17977.83148,8,fluA,-8368.94821,-8367.02748,0.998,1
0.89,-17981.22658,8,fluA,-8368.94821,-8367.02748,0.998,1
0.9,-17984.4986,8,fluA,-8368.94821,-8367.02748,0.998,1
0.91,-17987.46809,8,fluA,-8368.94821,-8367.02748,0.998,1
0.92,-17989.8328,8,fluA,-8368.94821,-8367.02748,0.998,1
0.93,-17991.04466,8,fluA,-8368.94821,-8367.02748,0.998,1
0.94,-17990.02659,8,fluA,-8368.94821,-8367.02748,0.998,1
0.95,-17984.44468,8,fluA,-8368.94821,-8367.02748,0.998,1
0.96,-17968.38411,8,fluA,-8368.94821,-8367.02748,0.998,1
0.97,-17923.25286,8,fluA,-8368.94821,-8367.02748,0.998,1
0.98,-17764.58023,8,fluA,-8368.94821,-8367.02748,0.998,1
0.99,-16681.65067,8,fluA,-8368.94821,-8367.02748,0.998,1
1,-8367.02748,8,fluA,-8368.94821,-8367.02748,0.998,1
