"psi","loglik","HHS_region","Pathens2","loglik_cutoff","maxloglik","lower","upper"
0,-4439.73982533011,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.01,-4439.82498799751,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.02,-4439.9124245201,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.03,-4440.00226142251,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.04,-4440.0945608433,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.05,-4440.18937420434,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.06,-4440.2865954539,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.07,-4440.38624547806,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.08,-4440.48836718995,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.09,-4440.5929542817,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.1,-4440.69999050305,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.11,-4440.80945327922,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.12,-4440.92135150398,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.13,-4441.03570354204,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.14,-4441.15250160515,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.15,-4441.27174999356,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.16,-4441.39343522899,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.17,-4441.51756719986,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.18,-4441.64413695444,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.19,-4441.77314380977,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.2,-4441.90458485974,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.21,-4442.03845493943,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.22,-4442.17475554425,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.23,-4442.31348495136,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.24,-4442.45464772226,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.25,-4442.59823701871,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.26,-4442.74425612512,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.27,-4442.89269810096,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.28,-4443.043565439,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.29,-4443.19685475808,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.3,-4443.35257039037,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.31,-4443.51069914664,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.32,-4443.67125354736,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.33,-4443.83422016863,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.34,-4443.99960215249,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.35,-4444.1674040337,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.36,-4444.33761432695,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.37,-4444.51023814728,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.38,-4444.68526786631,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.39,-4444.86271258675,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.4,-4445.04256199951,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.41,-4445.22481464814,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.42,-4445.40947221827,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.43,-4445.59651320101,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.44,-4445.78597253377,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.45,-4445.97783347861,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.46,-4446.17209138184,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.47,-4446.36874539802,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.48,-4446.56779286318,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.49,-4446.7692359215,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.5,-4446.97307238893,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.51,-4447.17929843575,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.52,-4447.38791372104,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.53,-4447.59891662545,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.54,-4447.81230588125,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.55,-4448.02807940573,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.56,-4448.24623692038,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.57,-4448.46677364982,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.58,-4448.68969416348,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.59,-4448.91499163099,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.6,-4449.14266936944,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.61,-4449.37271912524,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.62,-4449.60514757634,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.63,-4449.83993724895,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.64,-4450.07710695614,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.65,-4450.31665174274,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.66,-4450.55855936514,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.67,-4450.8028354658,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.68,-4451.04947934403,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.69,-4451.29848590652,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.7,-4451.54985200989,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.71,-4451.8035845294,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.72,-4452.05967492622,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.73,-4452.31812308266,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.74,-4452.5789260438,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.75,-4452.84208411605,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.76,-4453.10760319228,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.77,-4453.37546741094,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.78,-4453.64569708123,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.79,-4453.91826030818,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.8,-4454.19317344596,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.81,-4454.47045218458,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.82,-4454.75005204061,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.83,-4455.03199792413,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.84,-4455.31628080128,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.85,-4455.60290753029,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.86,-4455.89187197923,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.87,-4456.18317220749,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.88,-4456.47680601926,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.89,-4456.77277296953,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.9,-4457.07107715539,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.91,-4457.37170392575,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.92,-4457.67466633495,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.93,-4457.97995396082,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.94,-4458.28756439888,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.95,-4458.59750286904,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.96,-4458.90976348198,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.97,-4459.22434545772,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.98,-4459.54125136422,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
0.99,-4459.8604730454,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
1,-4460.18200891166,7,"fluA",-4441.66055474046,-4439.73982533011,0,0.18
