HHS_region,pathogen2,chi,loglik
4,fluA,0.6040137,-12700.41
4,fluA,0.6340137,-12700.21
4,fluA,0.6640137,-12699.65
4,fluA,0.6940137,-12698.65
4,fluA,0.7240137,-12697.23
4,fluA,0.7540137,-12669.04
4,fluA,0.7840137,-12596.83
4,fluA,0.8140137,-12591.42
4,fluA,0.8440137,-12593.35
4,fluA,0.8740137,-12597.47
4,fluA,0.9040137,-12600.36
4,fluA,0.934020142,-12600.99661
4,fluA,0.964020142,-12610.86367
4,fluA,0.994020142,-12620.13673
