HHS_region,pathogen2,chi,loglik
2,fluB,0.45,-3262.82795
2,fluB,0.48,-3257.239102
2,fluB,0.51,-3248.511264
2,fluB,0.5374395,-3246.639
2,fluB,0.54,-3246.170977
2,fluB,0.5674395,-3241.178
2,fluB,0.57,-3240.71465
2,fluB,0.5974395,-3251.637
2,fluB,0.6274395,-3260.171793
2,fluB,0.6574395,-3262.693
2,fluB,0.66,-3261.542736
2,fluB,0.6874395,-3263.309
2,fluB,0.716586,-3263.951
2,fluB,0.7174395,-3263.97
2,fluB,0.7474395,-3264.667
2,fluB,0.7774395,-3265.397
2,fluB,0.8074395,-3266.161
2,fluB,0.8374395,-3266.956
2,fluB,0.8674395,-3267.778
