"HHS_region","pathogen2","chi","loglik"
4,"fluA",0.604013722589122,-12700.4053546516
4,"fluA",0.634013722589122,-12700.2102696378
4,"fluA",0.664013722589122,-12699.6502174534
4,"fluA",0.694013722589122,-12698.6474185068
4,"fluA",0.724013722589122,-12697.2269618135
4,"fluA",0.754013722589122,-11669.0382672588
4,"fluA",0.784013722589121,-11676.8250763126
4,"fluA",0.814013722589122,-11685.1913556622
4,"fluA",0.844013722589122,-12553.351220492
4,"fluA",0.874013722589122,-12577.4693367651
4,"fluA",0.904013722589122,-12590.3611644253
4,"fluA",0.934013722589122,-12600.9944336141
4,"fluA",0.964013722589122,-12610.8616252811
4,"fluA",0.994013722589122,-12620.1348070164
