"HHS_region","pathogen2","chi","loglik"
8,"fluA",0,-9138.57400190259
8,"fluA",0.1,-9021.16776766073
8,"fluA",0.2,-8936.11482133855
8,"fluA",0.3,-8642.20500179775
8,"fluA",0.4,-8845.30234583115
8,"fluA",0.5,-8788.6968802763
8,"fluA",0.6,-8738.50905708828
8,"fluA",0.7,-8617.77449857981
8,"fluA",0.8,-8511.58026201828
8,"fluA",0.9,-8436.90867927102
8,"fluA",1,-8367.02406202547
8,"fluA",0.999998449432849,-8367.02362488252
