"HHS_region","pathogen2","chi","loglik"
5,"fluB",0.453823795399661,-3551.62119885557
5,"fluB",0.48382379539966,-3703.78819933486
5,"fluB",0.51382379539966,-3500.27605255662
5,"fluB",0.543823795399661,-3486.37147856359
5,"fluB",0.573823795399661,-3477.62232275695
5,"fluB",0.60382379539966,-3474.39070970178
5,"fluB",0.63382379539966,-3477.46377355218
5,"fluB",0.663823795399661,-3488.57350960136
5,"fluB",0.69382379539966,-3507.79333920894
5,"fluB",0.72382379539966,-3537.27268900229
5,"fluB",0.75382379539966,-3580.21320242615
