	GMRF Skyride: gisaid_BA_north_100901_190430_combined.log			
Time	Mean	Median	Upper	Lower
2011.360724822992	61.14225200141501	56.58536627133122	111.63782736621603	31.598901597915575
2011.2582400804336	59.02479047035457	54.636695423637526	107.06049693288524	30.172376387977295
2011.155755337875	56.51092877336974	51.992089414591675	105.50102148010212	27.96282457139235
2011.0532705953165	55.415343255713296	50.73128781707706	100.82162377271939	27.3739985697757
2010.950785852758	54.730208772575374	50.40005839710271	100.30214405211112	27.402899589595634
2010.8483011101994	52.00817629902187	47.48715524264355	94.34840376336653	25.924314300873093
2010.7458163676408	48.37060761874079	43.78476973530992	87.72881835548486	23.495882812945705
2010.6433316250823	44.74818500866981	40.1634770967859	83.51483548995247	21.32696788959844
2010.5408468825237	40.3020537709287	36.12578695268382	74.74267941925905	18.808982195452952
2010.4383621399652	35.92308786223843	31.971932397341053	70.17762625402722	16.43290581882709
2010.3358773974066	31.611924113803333	28.05394726746364	58.80252180893997	13.927947928388596
2010.233392654848	28.10870577713567	24.73125832789108	53.42634611038003	12.092564212566181
2010.1309079122896	25.00136492163157	21.765966323100812	49.51918088737651	10.30975372214475
2010.028423169731	22.257455736894755	19.062317700929814	44.40364750141409	8.62221327042511
2009.9259384271725	19.597813652768423	16.720489605254528	39.72696256115775	6.9235491387123735
2009.823453684614	17.02134514972249	14.32141292027394	35.27026732617343	5.6400864854883395
2009.7209689420554	14.397672267241719	11.918238904936029	31.32237026237865	4.365962980090709
2009.6184841994968	12.075368804011388	9.660312804325846	27.586533503536497	3.1712928901391466
2009.5159994569383	9.934250658797316	7.568848092599615	23.525587831137678	2.3028584100074934
2009.4135147143797	7.926907561327894	5.932060734719657	19.610018748358694	1.60425070480811
2009.3110299718212	6.393483831947765	4.493734990548104	16.01336820283596	1.1146708948194155
2009.2085452292627	5.066255770898609	3.3783623405440495	12.641640691081712	0.7987162008066857
2009.106060486704	NaN	NaN	NaN	NaN
