,HHS_region,mean_tmp
9067,region7,1.396
9068,region7,1.3159999999999998
9069,region7,0.826
9070,region7,0.857
9071,region7,0.27
9072,region7,0.43
9073,region7,0.512
9074,region7,0.981
9075,region7,0.9790000000000001
9076,region7,0.5670000000000001
9077,region7,3.9189999999999996
9078,region7,0.6829999999999999
9079,region7,1.204
9080,region7,1.3840000000000001
9081,region7,3.41
9082,region7,0.541
9083,region7,3.16
9084,region7,2.052
9085,region7,2.0380000000000003
9086,region7,1.382
9087,region7,3.326
9088,region7,1.6340000000000001
9089,region7,0.9520000000000001
9090,region7,1.571
9091,region7,4.89
9092,region7,0.377
9093,region7,0.565
9094,region7,2.4
9095,region7,1.5490000000000002
9096,region7,2.62
9097,region7,1.1840000000000002
9098,region7,0.128
9099,region7,1.939
9100,region7,0.645
9101,region7,0.282
9102,region7,2.061
9103,region7,0.867
9104,region7,1.655
9105,region7,0.6990000000000001
9106,region7,0.755
9107,region7,1.133
9108,region7,1.952
9109,region7,1.6159999999999999
9110,region7,2.198
9111,region7,2.29
9112,region7,0.773
9113,region7,0.5760000000000001
9114,region7,1.7069999999999999
9115,region7,0.848
9116,region7,0.561
9117,region7,0.912
9118,region7,0.49
9119,region7,0.21899999999999997
9120,region7,1.129
9121,region7,1.5630000000000002
9122,region7,1.082
9123,region7,2.8689999999999998
9124,region7,2.031
9125,region10,1.735
9126,region10,1.137
9127,region10,2.9810000000000003
9128,region10,1.646
9129,region10,1.704
9130,region10,1.374
9131,region10,1.619
9132,region10,1.492
9133,region10,1.361
9134,region10,2.415
9135,region10,1.735
9136,region10,1.403
9137,region10,2.405
9138,region10,1.995
9139,region10,1.9469999999999998
9140,region10,1.493
9141,region10,1.892
9142,region10,0.494
9143,region10,1.855
9144,region10,2.171
9145,region10,1.3030000000000002
9146,region10,0.7140000000000001
9147,region10,1.9680000000000002
9148,region10,2.238
9149,region10,2.164
9150,region10,1.544
9151,region10,3.245
9152,region10,2.311
9153,region10,1.516
9154,region10,1.476
9155,region10,1.238
9156,region10,1.463
9157,region10,1.885
9158,region10,1.906
9159,region10,2.5860000000000003
9160,region10,3.319
9161,region10,2.43
9162,region10,1.58
9163,region10,1.939
9164,region10,2.025
9165,region10,1.8840000000000001
9166,region10,3.455
9167,region10,1.295
9168,region10,2.269
9169,region10,0.64
9170,region10,2.532
9171,region10,0.644
9172,region10,3.2739999999999996
9173,region10,1.695
9174,region10,2.142
9175,region10,1.7730000000000001
9176,region10,1.3119999999999998
9177,region10,1.666
9178,region10,1.3619999999999999
9179,region10,1.9469999999999998
9180,region10,2.659
9181,region10,0.843
9182,region10,1.9809999999999999
9183,region10,2.271
9184,region10,1.2429999999999999
9185,region10,1.805
9186,region10,2.592
9187,region10,1.544
9188,region10,3.237
9189,region10,3.688
9190,region10,1.145
9191,region10,3.07
9192,region10,1.29
9193,region10,2.9219999999999997
9194,region10,3.483
9195,region10,2.287
9196,region10,1.169
9197,region10,1.6
9198,region5,4.859
9199,region5,3.1310000000000002
9200,region5,2.161
9201,region5,3.5039999999999996
9202,region5,4.0089999999999995
9203,region5,4.835
9204,region5,2.542
9205,region5,2.405
9206,region5,1.192
9207,region5,2.134
9208,region5,1.5759999999999998
9209,region5,3.114
9210,region5,2.511
9211,region5,4.163
9212,region5,3.0380000000000003
9213,region5,5.572
9214,region5,4.906000000000001
9215,region5,2.7289999999999996
9216,region5,1.58
9217,region5,2.4419999999999997
9218,region5,2.035
9219,region5,1.8530000000000002
9220,region5,2.4419999999999997
9221,region5,1.454
9222,region5,2.98
9223,region5,6.649
9224,region5,3.512
9225,region5,3.153
9226,region5,4.611000000000001
9227,region5,5.563
9228,region5,2.983
9229,region5,4.821000000000001
9230,region5,3.6069999999999998
9231,region5,1.192
9232,region5,3.7489999999999997
9233,region5,3.2060000000000004
9234,region5,4.23
9235,region5,5.34
9236,region5,1.43
9237,region5,2.028
9238,region5,3.32
9239,region5,2.853
9240,region5,3.389
9241,region5,3.762
9242,region5,2.553
9243,region5,3.105
9244,region5,1.3519999999999999
9245,region5,2.613
9246,region5,2.188
9247,region5,3.057
9248,region5,4.6530000000000005
9249,region5,1.756
9250,region5,2.153
9251,region5,1.237
9252,region5,3.293
9253,region5,2.012
9254,region5,4.056
9255,region5,1.554
9256,region5,4.332
9257,region5,3.5
9258,region5,4.274
9259,region5,4.066
9260,region5,2.852
9261,region5,2.573
9262,region5,1.893
9263,region5,2.627
9264,region5,1.581
9265,region5,2.3040000000000003
9266,region5,3.34
9267,region5,3.637
9268,region5,3.95
9269,region5,4.289
9270,region5,3.761
9271,region4,6.325
9272,region4,5.18
9273,region4,3.805
9274,region4,4.961
9275,region4,7.404
9276,region4,5.589
9277,region4,2.592
9278,region4,7.299
9279,region4,4.937
9280,region4,2.368
9281,region4,3.548
9282,region4,2.621
9283,region4,3.055
9284,region4,5.496
9285,region4,4.745
9286,region4,7.785
9287,region4,4.123
9288,region4,6.06
9289,region4,1.511
9290,region4,5.428
9291,region4,6.044
9292,region4,2.186
9293,region4,4.1
9294,region4,2.164
9295,region4,4.458
9296,region4,6.279
9297,region4,4.936
9298,region4,4.893
9299,region4,5.072
9300,region4,4.504
9301,region4,3.863
9302,region4,3.324
9303,region4,5.535
9304,region4,2.881
9305,region4,4.099
9306,region4,2.46
9307,region4,4.978
9308,region4,3.333
9309,region4,2.779
9310,region4,3.242
9311,region4,2.82
9312,region4,3.178
9313,region4,3.051
9314,region4,5.413
9315,region4,5.229
9316,region4,4.357
9317,region4,7.135
9318,region4,3.036
9319,region4,5.11
9320,region4,2.482
9321,region4,3.234
9322,region4,3.421
9323,region4,3.592
9324,region4,2.785
9325,region4,7.405
9326,region4,2.209
9327,region4,4.232
9328,region4,3.766
9329,region4,3.599
9330,region4,2.734
9331,region4,7.089
9332,region4,3.223
9333,region4,2.688
9334,region4,5.483   12.305
9335,region4,4.493
9336,region4,4.998
9337,region4,3.413
9338,region4,6.374
9339,region4,4.356
9340,region4,4.581
9341,region4,5.186
9342,region4,3.701
9343,region4,6.861
9344,region6,1.4469999999999998
9345,region6,0.8
9346,region6,0.321
9347,region6,0.52
9348,region6,0.747
9349,region6,0.612
9350,region6,1.4340000000000002
9351,region6,0.159
9352,region6,0.17600000000000002
9353,region6,1.421
9354,region6,1.929
9355,region6,0.389
9356,region6,0.8
9357,region6,1.482
9358,region6,0.631
9359,region6,0.6509999999999999
9360,region6,0.665
9361,region6,0.7959999999999999
9362,region6,0.218
9363,region6,0.451
9364,region6,1.0959999999999999
9365,region6,1.0759999999999998
9366,region6,1.416
9367,region6,0.27399999999999997
9368,region6,0.139
9369,region6,2.589
9370,region6,0.599
9371,region6,1.3840000000000001
9372,region6,0.483
9373,region6,0.401
9374,region6,1.433
9375,region6,0.948
9376,region6,1.166
9377,region6,1.857
9378,region6,1.224
9379,region6,1.766
9380,region6,1.381
9381,region6,2.379
9382,region6,0.787
9383,region6,0.777
9384,region6,0.345
9385,region6,0.405
9386,region6,1.079
9387,region6,1.4680000000000002
9388,region6,1.3459999999999999
9389,region6,1.155
9390,region6,1.4480000000000002
9391,region6,1.28
9392,region6,0.473
9393,region6,0.138
9394,region6,1.547
9395,region6,0.769
9396,region6,2.443
9397,region6,1.172
9398,region6,0.258
9399,region6,1.125
9400,region6,0.522
9401,region6,1.588
9402,region6,0.898
9403,region6,0.888
9404,region6,0.312
9405,region6,0.649
9406,region6,1.4469999999999998
9407,region6,0.395
9408,region6,0.435
9409,region6,0.305
9410,region6,0.68
9411,region6,0.7240000000000001
9412,region6,0.185
9413,region6,0.815
9414,region6,0.461
9415,region6,1.829
9416,region6,0.87
9417,region5,4.779
9418,region5,2.805
9419,region5,2.872
9420,region5,4.265
9421,region5,3.8739999999999997
9422,region5,2.739
9423,region5,3.8339999999999996
9424,region5,4.709
9425,region5,4.074
9426,region5,1.621
9427,region5,1.194
9428,region5,2.487
9429,region5,1.147
9430,region5,4.228
9431,region5,2.609
9432,region5,5.834
9433,region5,7.506
9434,region5,2.833
9435,region5,1.794
9436,region5,4.043
9437,region5,2.9189999999999996
9438,region5,1.4480000000000002
9439,region5,2.6839999999999997
9440,region5,1.909
9441,region5,3.173
9442,region5,4.242
9443,region5,3.843
9444,region5,3.661
9445,region5,3.076
9446,region5,3.932
9447,region5,2.551
9448,region5,1.6269999999999998
9449,region5,4.415
9450,region5,1.403
9451,region5,4.107
9452,region5,2.208
9453,region5,3.344
9454,region5,4.2139999999999995
9455,region5,2.4090000000000003
9456,region5,2.553
9457,region5,2.271
9458,region5,3.7969999999999997
9459,region5,1.7819999999999998
9460,region5,3.359
9461,region5,3.283
9462,region5,3.386
9463,region5,2.612
9464,region5,1.83
9465,region5,2.947
9466,region5,4.685
9467,region5,2.783
9468,region5,1.839
9469,region5,2.33
9470,region5,1.615
9471,region5,3.628
9472,region5,2.296
9473,region5,3.253
9474,region5,2.343
9475,region5,2.5869999999999997
9476,region5,4.056
9477,region5,6.287000000000001
9478,region5,2.656
9479,region5,2.842
9480,region5,4.167
9481,region5,2.985
9482,region5,2.34
9483,region5,1.9509999999999998
9484,region5,3.261
9485,region5,4.034
9486,region5,4.287
9487,region5,3.299
9488,region5,3.533
9489,region5,4.987
9490,region8,0.43700000000000006
9491,region8,0.863
9492,region8,1.75
9493,region8,1.0090000000000001
9494,region8,0.828
9495,region8,1.2
9496,region8,1.4680000000000002
9497,region8,0.449
9498,region8,0.8440000000000001
9499,region8,0.594
9500,region8,0.586
9501,region8,0.39299999999999996
9502,region8,0.682
9503,region8,0.58
9504,region8,1.0170000000000001
9505,region8,1.022
9506,region8,0.8190000000000001
9507,region8,0.863
9508,region8,1.422
9509,region8,0.387
9510,region8,0.657
9511,region8,0.45399999999999996
9512,region8,1.205
9513,region8,0.514
9514,region8,0.8
9515,region8,2.1390000000000002
9516,region8,0.725
9517,region8,2.136
9518,region8,0.7170000000000001
9519,region8,3.512
9520,region8,0.385
9521,region8,1.15
9522,region8,0.757
9523,region8,1.071
9524,region8,1.585
9525,region8,1.9780000000000002
9526,region8,1.218
9527,region8,1.5819999999999999
9528,region8,1.004
9529,region8,2.401
9530,region8,0.7659999999999999
9531,region8,1.5719999999999998
9532,region8,1.177
9533,region8,0.667
9534,region8,1.193
9535,region8,0.929
9536,region8,0.44799999999999995
9537,region8,1.7990000000000002
9538,region8,0.9209999999999999
9539,region8,0.5329999999999999
9540,region8,1.635
9541,region8,0.769
9542,region8,1.296
9543,region8,0.519
9544,region8,1.114
9545,region8,0.915
9546,region8,1.479
9547,region8,0.627
9548,region8,1.2819999999999998
9549,region8,2.019
9550,region8,1.034
9551,region8,1.817
9552,region8,1.1640000000000001
9553,region8,1.176
9554,region8,0.35200000000000004
9555,region8,0.6579999999999999
9556,region8,0.848
9557,region8,0.248
9558,region8,1.03
9559,region8,0.7040000000000001
9560,region8,1.483
9561,region8,1.595
9562,region8,0.6759999999999999
9563,region4,11.742
9564,region4,2.647
9565,region4,5.289
9566,region4,5.236000000000001
9567,region4,3.43
9568,region4,2.958
9569,region4,2.614
9570,region4,1.409
9571,region4,1.876
9572,region4,5.053
9573,region4,5.864
9574,region4,10.0
9575,region4,6.8629999999999995
9576,region4,2.495
9577,region4,4.588
9578,region4,2.188
9579,region4,3.1919999999999997
9580,region4,5.4879999999999995
9581,region4,2.224
9582,region4,1.148
9583,region4,1.607
9584,region4,5.98
9585,region4,8.371
9586,region4,2.9339999999999997
9587,region4,5.688
9588,region4,7.355
9589,region4,4.005
9590,region4,3.1060000000000003
9591,region4,3.615
9592,region4,2.75
9593,region4,4.718999999999999
9594,region4,1.605
9595,region4,7.207000000000001
9596,region4,4.696000000000001
9597,region4,5.107
9598,region4,7.794
9599,region4,6.082000000000001
9600,region4,2.1919999999999997
9601,region4,3.798
9602,region4,8.418
9603,region4,5.477
9604,region4,3.418
9605,region4,3.375
9606,region4,10.058
9607,region4,4.102
9608,region4,5.082
9609,region4,4.5089999999999995
9610,region4,4.141
9611,region4,8.873
9612,region4,2.479
9613,region4,5.374
9614,region4,2.045
9615,region4,3.5239999999999996
9616,region4,7.336
9617,region4,4.302
9618,region4,8.978
9619,region4,1.244
9620,region4,6.08
9621,region4,0.48200000000000004
9622,region4,1.58
9623,region4,3.741
9624,region4,3.611
9625,region4,3.977
9626,region4,3.5839999999999996
9627,region4,3.252
9628,region4,2.8539999999999996
9629,region4,6.986000000000001
9630,region4,2.148
9631,region4,3.8160000000000003
9632,region4,1.2109999999999999
9633,region4,3.3280000000000003
9634,region4,2.256
9635,region4,0.888
9636,region4,8.036
9637,region4,3.588
9638,region4,5.932
9639,region4,6.4910000000000005
9640,region4,9.756
9641,region4,4.071000000000001
9642,region4,4.243
9643,region4,3.187
9644,region4,5.6160000000000005
9645,region4,4.383
9646,region4,5.2829999999999995
9647,region4,6.051
9648,region4,5.675
9649,region4,5.624
9650,region4,5.704
9651,region4,6.706
9652,region4,9.482999999999999
9653,region4,7.233
9654,region4,5.176
9655,region4,2.281
9656,region4,4.051
9657,region4,4.354
9658,region4,6.787999999999999
9659,region4,8.314
9660,region4,4.793
9661,region4,8.321
9662,region4,2.8760000000000003
9663,region4,8.453
9664,region4,8.745
9665,region4,9.463
9666,region4,3.89
9667,region4,4.587
9668,region4,13.386
9669,region4,3.96
9670,region4,2.636
9671,region4,6.473
9672,region4,5.083
9673,region4,1.465
9674,region4,3.31
9675,region4,5.162000000000001
9676,region4,2.694
9677,region4,4.834
9678,region4,7.849
9679,region4,7.138
9680,region4,5.018
9681,region4,6.742999999999999
9682,region4,7.33
9683,region4,3.438
9684,region4,8.236
9685,region4,4.1
9686,region4,5.8
9687,region4,3.074
9688,region4,4.784
9689,region4,8.926
9690,region4,6.0889999999999995
9691,region4,6.046
9692,region4,1.618
9693,region4,6.553999999999999
9694,region4,2.4459999999999997
9695,region4,2.673
9696,region4,4.746
9697,region4,6.865
9698,region4,4.192
9699,region4,8.106
9700,region4,4.137
9701,region4,4.4030000000000005
9702,region4,4.005
9703,region4,3.227
9704,region4,2.544
9705,region4,3.383
9706,region4,4.474
9707,region4,3.487
9708,region4,6.435
9709,region1,4.09
9710,region1,2.69
9711,region1,3.52
9712,region1,4.74
9713,region1,4.4
9714,region1,8.81
9715,region1,3.75
9716,region1,4.28
9717,region1,5.86
9718,region1,3.12
9719,region1,3.99
9720,region1,5.89
9721,region1,3.14
9722,region1,3.62
9723,region1,1.78
9724,region1,3.79
9725,region1,2.58
9726,region1,1.82
9727,region1,2.41
9728,region1,5.56
9729,region1,7.88
9730,region1,3.31
9731,region1,4.68
9732,region1,3.27
9733,region1,6.68
9734,region1,3.27
9735,region1,4.62
9736,region1,3.35
9737,region1,3.31
9738,region1,5.62
9739,region1,3.15
9740,region1,2.79
9741,region1,8.08
9742,region1,0.82
9743,region1,3.17
9744,region1,8.01
9745,region1,5.74
9746,region1,2.99
9747,region1,3.16
9748,region1,4.76
9749,region1,4.12
9750,region1,3.88
9751,region1,1.99
9752,region1,5.87
9753,region1,3.91
9754,region1,6.69
9755,region1,7.28
9756,region1,2.56
9757,region1,2.96
9758,region1,4.94
9759,region1,6.01
9760,region1,4.88
9761,region1,5.28
9762,region1,9.82
9763,region1,4.59
9764,region1,5.27
9765,region1,2.91
9766,region1,5.19
9767,region1,0.59
9768,region1,6.01
9769,region1,5.66
9770,region1,2.73
9771,region1,14.76
9772,region1,2.52
9773,region1,1.41
9774,region1,2.49
9775,region1,5.91
9776,region1,4.14
9777,region1,2.66
9778,region1,3.72
9779,region1,5.49
9780,region1,3.45
9781,region1,4.47
9782,region2,3.563
9783,region2,2.655
9784,region2,4.258
9785,region2,5.1080000000000005
9786,region2,5.4110000000000005
9787,region2,6.774
9788,region2,3.6839999999999997
9789,region2,4.3839999999999995
9790,region2,4.87
9791,region2,2.9989999999999997
9792,region2,5.372000000000001
9793,region2,3.895
9794,region2,2.3209999999999997
9795,region2,5.421
9796,region2,3.6510000000000002
9797,region2,4.305
9798,region2,2.109
9799,region2,3.2760000000000002
9800,region2,1.615
9801,region2,5.119
9802,region2,4.965
9803,region2,2.972
9804,region2,3.843
9805,region2,2.9410000000000003
9806,region2,3.425
9807,region2,3.585
9808,region2,5.093999999999999
9809,region2,4.2330000000000005
9810,region2,2.072
9811,region2,4.7860000000000005
9812,region2,4.255
9813,region2,3.52
9814,region2,6.941
9815,region2,1.4409999999999998
9816,region2,2.377
9817,region2,7.7
9818,region2,6.415
9819,region2,1.8090000000000002
9820,region2,1.953
9821,region2,2.907
9822,region2,2.342
9823,region2,4.115
9824,region2,2.734
9825,region2,5.127999999999999
9826,region2,3.6069999999999998
9827,region2,6.93
9828,region2,7.247000000000001
9829,region2,1.899
9830,region2,4.38
9831,region2,4.735
9832,region2,5.162999999999999
9833,region2,4.918
9834,region2,4.735
9835,region2,5.987
9836,region2,4.251
9837,region2,4.042
9838,region2,3.36
9839,region2,3.967
9840,region2,0.825
9841,region2,4.095
9842,region2,3.9610000000000003
9843,region2,2.001
9844,region2,8.591000000000001
9845,region2,5.422000000000001
9846,region2,1.676
9847,region2,2.891
9848,region2,4.04
9849,region2,4.631
9850,region2,1.9169999999999998
9851,region2,4.058
9852,region2,4.705
9853,region2,3.853
9854,region2,3.677
9855,region7,2.502
9856,region7,2.427
9857,region7,0.997
9858,region7,4.13
9859,region7,3.215
9860,region7,2.884
9861,region7,1.682
9862,region7,0.943
9863,region7,0.878
9864,region7,1.9409999999999998
9865,region7,0.578
9866,region7,3.238
9867,region7,1.561
9868,region7,4.257
9869,region7,1.574
9870,region7,2.609
9871,region7,1.465
9872,region7,2.844
9873,region7,1.77
9874,region7,1.6130000000000002
9875,region7,0.8959999999999999
9876,region7,1.107
9877,region7,2.1630000000000003
9878,region7,0.87
9879,region7,1.227
9880,region7,4.069
9881,region7,1.619
9882,region7,2.097
9883,region7,3.345
9884,region7,3.866
9885,region7,0.7040000000000001
9886,region7,3.815
9887,region7,1.034
9888,region7,0.792
9889,region7,2.72
9890,region7,3.31
9891,region7,1.8840000000000001
9892,region7,2.539
9893,region7,2.1319999999999997
9894,region7,3.208
9895,region7,0.721
9896,region7,0.8440000000000001
9897,region7,4.329
9898,region7,4.169
9899,region7,2.266
9900,region7,2.7510000000000003
9901,region7,0.18100000000000002
9902,region7,2.639
9903,region7,1.375
9904,region7,1.308
9905,region7,3.622
9906,region7,0.975
9907,region7,1.0
9908,region7,1.308
9909,region7,1.126
9910,region7,1.136
9911,region7,3.7510000000000003
9912,region7,1.0490000000000002
9913,region7,3.116
9914,region7,2.8810000000000002
9915,region7,1.27
9916,region7,2.9330000000000003
9917,region7,1.755
9918,region7,1.4380000000000002
9919,region7,1.952
9920,region7,2.008
9921,region7,0.774
9922,region7,0.555
9923,region7,2.209
9924,region7,2.583
9925,region7,2.26
9926,region7,2.229
9927,region7,2.8569999999999998
9928,region1,2.9010000000000002
9929,region1,2.1390000000000002
9930,region1,3.708
9931,region1,4.602
9932,region1,3.0410000000000004
9933,region1,7.71
9934,region1,4.029
9935,region1,4.103
9936,region1,4.743
9937,region1,1.5190000000000001
9938,region1,2.5580000000000003
9939,region1,3.498
9940,region1,2.464
9941,region1,2.5069999999999997
9942,region1,1.995
9943,region1,3.122
9944,region1,4.229
9945,region1,0.992
9946,region1,3.009
9947,region1,1.8559999999999999
9948,region1,4.2589999999999995
9949,region1,2.9610000000000003
9950,region1,3.236
9951,region1,3.418
9952,region1,5.131
9953,region1,2.905
9954,region1,4.461
9955,region1,3.343
9956,region1,3.4530000000000003
9957,region1,5.112
9958,region1,2.634
9959,region1,3.3080000000000003
9960,region1,4.592
9961,region1,1.239
9962,region1,2.963
9963,region1,6.364
9964,region1,3.9810000000000003
9965,region1,3.2110000000000003
9966,region1,4.13
9967,region1,2.8569999999999998
9968,region1,1.671
9969,region1,2.832
9970,region1,2.2569999999999997
9971,region1,3.8160000000000003
9972,region1,4.127
9973,region1,4.175
9974,region1,4.7780000000000005
9975,region1,2.761
9976,region1,2.189
9977,region1,4.136
9978,region1,3.925
9979,region1,5.004
9980,region1,3.628
9981,region1,5.739
9982,region1,3.852
9983,region1,3.134
9984,region1,1.784
9985,region1,3.842
9986,region1,1.472
9987,region1,3.4760000000000004
9988,region1,5.043
9989,region1,2.758
9990,region1,6.894
9991,region1,4.814
9992,region1,1.9809999999999999
9993,region1,2.2969999999999997
9994,region1,3.991
9995,region1,1.6580000000000001
9996,region1,3.432
9997,region1,3.1289999999999996
9998,region1,2.76
9999,region1,1.754
10000,region1,3.0389999999999997
10001,region7,2.572
10002,region7,1.952
10003,region7,0.604
10004,region7,1.454
10005,region7,2.323
10006,region7,1.9380000000000002
10007,region7,0.586
10008,region7,0.524
10009,region7,0.32299999999999995
10010,region7,3.111
10011,region7,3.4019999999999997
10012,region7,1.871
10013,region7,1.411
10014,region7,2.747
10015,region7,1.5630000000000002
10016,region7,1.764
10017,region7,1.171
10018,region7,1.1840000000000002
10019,region7,0.313
10020,region7,0.607
10021,region7,0.43200000000000005
10022,region7,1.7819999999999998
10023,region7,1.385
10024,region7,0.465
10025,region7,0.718
10026,region7,7.468999999999999
10027,region7,1.766
10028,region7,1.4369999999999998
10029,region7,1.389
10030,region7,1.794
10031,region7,1.296
10032,region7,3.918
10033,region7,3.633
10034,region7,2.1830000000000003
10035,region7,1.7269999999999999
10036,region7,2.68
10037,region7,3.9410000000000003
10038,region7,1.3430000000000002
10039,region7,1.002
10040,region7,4.779
10041,region7,1.043
10042,region7,1.4769999999999999
10043,region7,3.0810000000000004
10044,region7,1.5230000000000001
10045,region7,2.602
10046,region7,2.2880000000000003
10047,region7,0.36200000000000004
10048,region7,2.14
10049,region7,1.238
10050,region7,0.371
10051,region7,3.056
10052,region7,1.571
10053,region7,3.904
10054,region7,1.456
10055,region7,0.542
10056,region7,2.117
10057,region7,3.293
10058,region7,1.3730000000000002
10059,region7,1.875
10060,region7,3.2769999999999997
10061,region7,1.465
10062,region7,1.7830000000000001
10063,region7,2.136
10064,region7,1.091
10065,region7,2.3280000000000003
10066,region7,1.214
10067,region7,0.442
10068,region7,0.465
10069,region7,0.7609999999999999
10070,region7,2.785
10071,region7,1.002
10072,region7,2.128
10073,region7,1.97
10074,region5,4.813
10075,region5,3.705
10076,region5,3.378
10077,region5,3.573
10078,region5,4.499
10079,region5,4.314
10080,region5,2.636
10081,region5,3.931
10082,region5,2.491
10083,region5,1.695
10084,region5,1.515
10085,region5,2.722
10086,region5,1.3780000000000001
10087,region5,5.084
10088,region5,2.903
10089,region5,6.5329999999999995
10090,region5,7.135
10091,region5,2.64
10092,region5,1.75
10093,region5,3.423
10094,region5,2.6889999999999996
10095,region5,1.7790000000000001
10096,region5,3.136
10097,region5,1.676
10098,region5,3.033
10099,region5,5.75
10100,region5,4.033
10101,region5,4.096
10102,region5,3.741
10103,region5,4.888
10104,region5,3.0810000000000004
10105,region5,3.219
10106,region5,4.209
10107,region5,1.235
10108,region5,4.475
10109,region5,2.537
10110,region5,3.615
10111,region5,5.266
10112,region5,2.6639999999999997
10113,region5,2.234
10114,region5,3.028
10115,region5,4.24
10116,region5,2.8689999999999998
10117,region5,4.391
10118,region5,3.116
10119,region5,2.787
10120,region5,1.3730000000000002
10121,region5,2.528
10122,region5,2.525
10123,region5,4.7410000000000005
10124,region5,4.243
10125,region5,1.972
10126,region5,2.197
10127,region5,0.971
10128,region5,4.294
10129,region5,2.142
10130,region5,3.423
10131,region5,2.123
10132,region5,5.0
10133,region5,3.605
10134,region5,6.346
10135,region5,3.2569999999999997
10136,region5,3.1319999999999997
10137,region5,3.463
10138,region5,2.6910000000000003
10139,region5,2.298
10140,region5,1.83
10141,region5,3.469
10142,region5,4.492
10143,region5,4.083
10144,region5,3.845
10145,region5,4.148
10146,region5,4.614
10147,region6,2.975
10148,region6,2.338
10149,region6,0.479
10150,region6,1.3
10151,region6,2.593
10152,region6,3.509
10153,region6,0.655
10154,region6,1.965
10155,region6,0.782
10156,region6,3.928
10157,region6,3.84
10158,region6,2.347
10159,region6,1.295
10160,region6,3.534
10161,region6,1.569
10162,region6,2.202
10163,region6,2.226
10164,region6,1.335
10165,region6,0.7929999999999999
10166,region6,1.2409999999999999
10167,region6,3.278
10168,region6,2.9189999999999996
10169,region6,2.722
10170,region6,0.42
10171,region6,0.688
10172,region6,7.337999999999999
10173,region6,2.7489999999999997
10174,region6,3.1710000000000003
10175,region6,2.465
10176,region6,3.137
10177,region6,2.092
10178,region6,3.688
10179,region6,2.208
10180,region6,2.5580000000000003
10181,region6,1.6909999999999998
10182,region6,2.838
10183,region6,4.138
10184,region6,4.727
10185,region6,1.4509999999999998
10186,region6,3.0589999999999997
10187,region6,4.154
10188,region6,2.958
10189,region6,5.546
10190,region6,1.9909999999999999
10191,region6,1.944
10192,region6,2.78
10193,region6,2.801
10194,region6,3.013
10195,region6,1.893
10196,region6,1.215
10197,region6,5.274
10198,region6,4.072
10199,region6,4.315
10200,region6,1.5819999999999999
10201,region6,2.75
10202,region6,1.93
10203,region6,3.8169999999999997
10204,region6,1.19
10205,region6,3.2039999999999997
10206,region6,4.18
10207,region6,4.658
10208,region6,2.525
10209,region6,2.01
10210,region6,0.6990000000000001
10211,region6,4.488
10212,region6,1.6019999999999999
10213,region6,1.7209999999999999
10214,region6,2.43
10215,region6,2.5069999999999997
10216,region6,2.6010000000000004
10217,region6,2.052
10218,region6,2.614
10219,region6,5.078
10220,region1,4.321000000000001
10221,region1,2.73
10222,region1,3.156
10223,region1,6.0729999999999995
10224,region1,3.998
10225,region1,10.472000000000001
10226,region1,4.083
10227,region1,4.5969999999999995
10228,region1,5.212999999999999
10229,region1,2.193
10230,region1,3.576
10231,region1,4.871
10232,region1,3.056
10233,region1,3.61
10234,region1,1.9380000000000002
10235,region1,3.555
10236,region1,2.7880000000000003
10237,region1,1.7280000000000002
10238,region1,2.92
10239,region1,5.065
10240,region1,5.297000000000001
10241,region1,2.862
10242,region1,3.616
10243,region1,3.116
10244,region1,5.886
10245,region1,3.758
10246,region1,4.985
10247,region1,3.898
10248,region1,2.86
10249,region1,7.337999999999999
10250,region1,3.6489999999999996
10251,region1,4.416
10252,region1,8.58
10253,region1,0.645
10254,region1,2.5989999999999998
10255,region1,7.763
10256,region1,5.041
10257,region1,2.447
10258,region1,3.225
10259,region1,4.13
10260,region1,2.745
10261,region1,3.33
10262,region1,2.909
10263,region1,5.042
10264,region1,4.382
10265,region1,6.641
10266,region1,5.821000000000001
10267,region1,2.443
10268,region1,2.957
10269,region1,4.0569999999999995
10270,region1,5.921
10271,region1,5.635
10272,region1,4.105
10273,region1,7.555
10274,region1,4.023
10275,region1,4.165
10276,region1,2.85
10277,region1,4.107
10278,region1,0.752
10279,region1,5.165
10280,region1,5.5489999999999995
10281,region1,2.426
10282,region1,9.419
10283,region1,5.052
10284,region1,1.383
10285,region1,2.3409999999999997
10286,region1,4.093
10287,region1,2.9389999999999996
10288,region1,2.164
10289,region1,3.3139999999999996
10290,region1,3.423
10291,region1,2.6439999999999997
10292,region1,3.793
10293,region8,1.485
10294,region8,1.865
10295,region8,2.391
10296,region8,1.7109999999999999
10297,region8,1.858
10298,region8,1.24
10299,region8,2.866
10300,region8,1.892
10301,region8,1.48
10302,region8,1.649
10303,region8,1.754
10304,region8,1.3769999999999998
10305,region8,1.43
10306,region8,1.4509999999999998
10307,region8,1.386
10308,region8,1.02
10309,region8,1.682
10310,region8,1.045
10311,region8,1.219
10312,region8,1.801
10313,region8,1.248
10314,region8,0.647
10315,region8,1.9140000000000001
10316,region8,2.253
10317,region8,1.6159999999999999
10318,region8,1.764
10319,region8,2.6180000000000003
10320,region8,2.121
10321,region8,1.79
10322,region8,1.821
10323,region8,0.904
10324,region8,1.175
10325,region8,2.117
10326,region8,1.317
10327,region8,2.314
10328,region8,2.251
