HHS_region,season,mean_tmp
region7,1999,39.504
region7,2000,39.2415
region7,2001,39.646
region7,2002,36.530499999999996
region7,2003,39.6865
region7,2004,35.74433333333334
region7,2005,35.82966666666667
region7,2006,38.968333333333334
region7,2007,41.96366666666667
region7,2008,33.20275
region7,2009,33.3975
region7,2010,36.3085
region7,2011,34.557833333333335
region7,2012,34.165666666666674
region7,2013,40.965833333333336
region7,2014,35.373749999999994
region7,2015,32.64683333333333
region7,2016,35.660916666666665
region7,2017,38.961
region7,2018,41.141666666666666
region7,2019,32.244416666666666
region7,2020,34.570750000000004
region7,2021,37.06458333333333
region7,1948,47.496812500000004
region7,1949,47.891375
region7,1950,46.234812500000004
region7,1951,43.5103125
region7,1952,45.9844375
region7,1953,49.488875
region7,1954,49.5393125
region7,1955,45.6581875
region7,1956,49.5909375
region7,1957,46.7345
region7,1958,47.69075
region7,1959,45.9223125
region7,1960,47.87875
region7,1961,44.87275
region7,1962,47.4620625
region7,1963,48.608125
region7,1964,46.709375
region7,1965,48.7825
region7,1966,46.2070625
region7,1967,45.912875
region7,1968,45.50625
region7,1969,46.0650625
region7,1970,46.5125625
region7,1971,49.0880625
region7,1972,43.93075
region7,1973,47.397375000000004
region7,1974,46.298375
region7,1975,47.5186875
region7,1976,43.6148125
region7,1977,46.9296875
region7,1978,46.841437500000005
region7,1979,48.0810625
region7,1980,48.239125
region7,1981,47.2405
region7,1982,47.44075
region7,1983,44.0651875
region7,1984,47.2575
region7,1985,43.0633125
region7,1986,47.16925
region7,1987,47.47625
region7,1988,47.5274375
region7,1989,44.4659375
region7,1990,48.229875
region7,1991,46.53175
region7,1992,45.539625
region7,1993,45.039
region7,1994,49.06725
region7,1995,45.8999375
region7,1996,44.5656875
region7,1997,47.447875
region7,1998,50.9956875
region7,1999,49.743625
region7,2000,44.3620625
region7,2001,50.1666875
region7,2002,47.2469375
region7,2003,47.931625000000004
region7,2004,49.630375
region7,2005,48.833062500000004
region7,2006,47.390625
region7,2007,48.2778125
region7,2008,46.153875
region7,2009,45.309
region7,2010,47.8409375
region7,2011,48.168
region7,2012,47.9635625
region7,2013,46.537687500000004
region7,2014,46.8336875
region7,2015,51.882
region7,2016,50.6775625
region7,2017,48.8955
region7,2018,46.7493125
region7,2019,48.106125
region7,2020,48.270562500000004
region8,1949,26.377333333333336
region8,1950,22.16272222222222
region8,1951,23.225055555555556
region8,1952,26.174833333333332
region8,1953,27.185222222222222
region8,1954,29.25222222222222
region8,1955,31.01983333333333
region8,1956,25.258444444444443
region8,1957,25.22533333333333
region8,1958,25.130055555555558
region8,1959,29.298000000000002
region8,1960,25.968944444444446
region8,1961,25.31188888888889
region8,1962,29.10533333333333
region8,1963,26.512888888888888
region8,1964,26.561722222222222
region8,1965,27.7925
region8,1966,27.169444444444444
region8,1967,23.35661111111111
region8,1968,27.760944444444444
region8,1969,26.55611111111111
region8,1970,26.854944444444445
region8,1971,26.535055555555555
region8,1972,26.754444444444445
region8,1973,26.06972222222222
region8,1974,26.135555555555555
region8,1975,26.817
region8,1976,24.12083333333333
region8,1977,30.108944444444447
region8,1978,29.06477777777778
region8,1979,24.796333333333333
region8,1980,20.274222222222225
region8,1981,28.420944444444444
region8,1982,33.132666666666665
region8,1983,23.607944444444442
region8,1984,30.56555555555555
region8,1985,28.128611111111113
region8,1986,26.27177777777778
region8,1987,30.34222222222222
region8,1988,33.01444444444444
region8,1989,27.43127777777778
region8,1990,25.951444444444444
region8,1991,30.94833333333333
region8,1992,29.60488888888889
region8,1993,33.00644444444444
region8,1994,25.02927777777778
region8,1995,26.398444444444447
region8,1996,29.397555555555552
region8,1997,27.001444444444445
region8,1998,25.678833333333333
region8,1999,31.117722222222223
region8,2000,30.590444444444447
region8,2001,32.26927777777777
region8,2002,28.13416666666667
region8,2003,30.02527777777778
region8,2004,29.981833333333334
region8,2005,28.492555555555555
region8,2006,30.924111111111113
region8,2007,32.79027777777778
region8,2008,27.566277777777778
region8,2009,26.126055555555556
region8,2010,28.58666666666667
region8,2011,28.00761111111111
region8,2012,25.5215
region8,2013,32.356944444444444
region8,2014,26.40972222222222
region8,2015,27.440944444444444
region8,2016,31.52816666666667
region8,2017,32.253
region8,2018,29.84733333333334
region8,2019,27.087944444444446
region8,2020,25.640333333333334
region8,2021,28.889111111111113
region8,1948,37.94520833333333
region8,1949,38.856375
region8,1950,39.209916666666665
region8,1951,34.69029166666667
region8,1952,39.008874999999996
region8,1953,41.35845833333333
region8,1954,40.584291666666665
region8,1955,36.57425
region8,1956,39.081125
region8,1957,38.65625
region8,1958,39.69733333333333
region8,1959,37.54108333333333
region8,1960,39.1055
region8,1961,35.3375
region8,1962,41.13758333333333
region8,1963,41.264208333333336
region8,1964,36.63875
region8,1965,38.711125
region8,1966,38.62445833333333
region8,1967,38.365208333333335
region8,1968,36.98758333333333
region8,1969,38.43241666666667
region8,1970,36.32695833333333
region8,1971,36.053583333333336
region8,1972,35.01116666666667
region8,1973,38.014541666666666
region8,1974,39.04170833333333
region8,1975,38.29591666666666
region8,1976,37.82791666666667
region8,1977,38.42808333333333
region8,1978,36.15475
region8,1979,39.99066666666667
region8,1980,40.409083333333335
region8,1981,40.17245833333333
region8,1982,37.29416666666666
region8,1983,36.00270833333334
region8,1984,35.812958333333334
region8,1985,33.44079166666667
region8,1986,37.61304166666667
region8,1987,39.98066666666667
region8,1988,39.104166666666664
region8,1989,38.28595833333333
region8,1990,38.510875
region8,1991,38.05225
region8,1992,36.94525
region8,1993,36.83058333333333
region8,1994,39.41425
region8,1995,38.908208333333334
region8,1996,35.946041666666666
region8,1997,39.73433333333333
region8,1998,40.89658333333333
region8,1999,41.73258333333333
region8,2000,36.184375
region8,2001,41.116708333333335
region8,2002,38.74941666666667
region8,2003,39.55108333333333
region8,2004,40.43866666666667
region8,2005,40.45045833333334
region8,2006,38.67966666666667
region8,2007,39.417291666666664
region8,2008,38.537958333333336
region8,2009,37.59758333333333
region8,2010,39.53158333333334
region8,2011,40.451208333333334
region8,2012,39.838125
region8,2013,37.595666666666666
region8,2014,39.928625000000004
region8,2015,41.64695833333334
region8,2016,40.79858333333333
region8,2017,40.075583333333334
region8,2018,38.496249999999996
region8,2019,37.988
region8,2020,40.501
region9,1949,43.75222222222222
region9,1950,39.10211111111111
region9,1951,44.69444444444444
region9,1952,44.63733333333333
region9,1953,42.86477777777778
region9,1954,45.797888888888885
region9,1955,47.684555555555555
region9,1956,39.712555555555554
region9,1957,43.57533333333333
region9,1958,44.66177777777778
region9,1959,45.47155555555556
region9,1960,46.26744444444444
region9,1961,42.623333333333335
region9,1962,46.13
region9,1963,44.818444444444445
region9,1964,44.35444444444445
region9,1965,41.72822222222223
region9,1966,44.77022222222222
region9,1967,43.142
region9,1968,42.90511111111111
region9,1969,45.433888888888895
region9,1970,44.35744444444444
region9,1971,44.50622222222222
region9,1972,44.217333333333336
region9,1973,44.52788888888889
region9,1974,42.781777777777776
region9,1975,43.376000000000005
region9,1976,41.428777777777775
region9,1977,44.772
region9,1978,45.69766666666666
region9,1979,45.20455555555556
region9,1980,42.385333333333335
region9,1981,46.891
region9,1982,47.89788888888889
region9,1983,43.75411111111111
region9,1984,44.07555555555555
region9,1985,43.99311111111111
region9,1986,44.45744444444445
region9,1987,48.30488888888889
region9,1988,45.70933333333333
region9,1989,45.39633333333333
region9,1990,44.974555555555554
region9,1991,45.12244444444444
region9,1992,45.968777777777774
region9,1993,47.53911111111111
region9,1994,43.794555555555554
region9,1995,45.57
region9,1996,46.943999999999996
region9,1997,47.75
region9,1998,45.16811111111111
region9,1999,44.02377777777778
region9,2000,44.97833333333333
region9,2001,48.39555555555555
region9,2002,43.42655555555555
region9,2003,46.266777777777776
region9,2004,46.59833333333333
region9,2005,44.94788888888889
region9,2006,45.49655555555555
region9,2007,46.42644444444445
region9,2008,45.20611111111111
region9,2009,44.05777777777777
region9,2010,46.22511111111111
region9,2011,44.94133333333333
region9,2012,44.39722222222222
region9,2013,47.17755555555556
region9,2014,44.223555555555556
region9,2015,49.278888888888886
region9,2016,49.66855555555556
region9,2017,47.82622222222223
region9,2018,46.06877777777778
region9,2019,48.50077777777778
region9,2020,45.257222222222225
region9,2021,47.19766666666666
region9,1948,51.211666666666666
region9,1949,53.440666666666665
region9,1950,55.79866666666667
region9,1951,51.95033333333333
region9,1952,53.22266666666667
region9,1953,53.68983333333333
region9,1954,53.35691666666667
region9,1955,53.84675000000001
region9,1956,52.64908333333333
region9,1957,51.84608333333333
region9,1958,55.14691666666667
region9,1959,53.040166666666664
region9,1960,53.03116666666667
region9,1961,50.85208333333333
region9,1962,54.71
region9,1963,54.338750000000005
region9,1964,52.73908333333333
region9,1965,52.72108333333333
region9,1966,53.347833333333334
region9,1967,53.36166666666667
region9,1968,51.947916666666664
region9,1969,52.99216666666666
region9,1970,51.42175
region9,1971,49.81833333333333
region9,1972,49.970333333333336
region9,1973,52.71041666666667
region9,1974,52.936
region9,1975,52.84525
region9,1976,53.02525
region9,1977,55.04466666666667
region9,1978,51.73808333333333
region9,1979,54.328583333333334
region9,1980,54.67125000000001
region9,1981,54.31983333333333
region9,1982,51.159333333333336
region9,1983,54.06608333333333
region9,1984,51.34241666666667
region9,1985,50.575250000000004
region9,1986,51.7825
region9,1987,53.49508333333333
region9,1988,53.811
region9,1989,53.61183333333333
region9,1990,52.45408333333333
region9,1991,54.408166666666666
region9,1992,52.60716666666667
region9,1993,52.5685
region9,1994,51.352916666666665
region9,1995,56.20808333333333
region9,1996,53.4735
region9,1997,53.27016666666666
region9,1998,52.569583333333334
region9,1999,55.5045
region9,2000,52.410666666666664
region9,2001,54.92216666666667
region9,2002,53.67575
region9,2003,54.89091666666667
region9,2004,52.44083333333333
region9,2005,54.281416666666665
region9,2006,53.03325
region9,2007,53.30633333333333
region9,2008,54.77858333333333
region9,2009,53.06491666666667
region9,2010,54.42516666666666
region9,2011,53.6455
region9,2012,55.30616666666666
region9,2013,52.88766666666667
region9,2014,56.1955
region9,2015,54.16691666666667
region9,2016,54.655833333333334
region9,2017,55.96733333333333
region9,2018,54.07591666666667
region9,2019,53.446333333333335
region9,2020,56.219
