HHS_region,season,mean_tmp
region2,1957,47.0635
region2,1958,43.476625
region2,1959,47.237625
region2,1960,44.57575
region2,1961,47.831875
region2,1962,42.671
region2,1963,44.7185
region2,1964,45.597125
region2,1965,45.651125
region2,1966,45.21325
region2,1967,44.401875000000004
region2,1968,45.600125
region2,1969,44.46375
region2,1970,46.642250000000004
region2,1971,48.454125
region2,1972,44.48725
region2,1973,47.113375
region2,1974,45.160250000000005
region2,1975,46.79825
region2,1976,41.208875
region2,1977,45.530625
region2,1978,45.119875
region2,1979,47.223125
region2,1980,43.36825
region2,1981,44.312875
region2,1982,48.019625
region2,1983,45.863125000000004
region2,1984,47.45275
region2,1985,46.454875
region2,1986,45.664375
region2,1987,45.9255
region2,1988,44.3705
region2,1989,42.665875
region2,1990,48.410624999999996
region2,1991,46.658875
region2,1992,45.030125
region2,1993,44.94325
region2,1994,47.716125000000005
region2,1995,44.514125
region2,1996,46.407000000000004
region2,1997,45.451875
region2,1998,48.671625
region2,1999,48.286375
region2,2000,44.268375
region2,2001,49.511375
region2,2002,46.065375
region2,2003,47.304500000000004
region2,2004,47.1675
region2,2005,48.01225
region2,2006,48.870375
region2,2007,48.379125
region2,2008,46.45225
region2,2009,46.624750000000006
region2,2010,46.522625
region2,2011,50.202
region2,2012,47.96575
region2,2013,46.1295
region2,2014,47.725500000000004
region2,2015,52.16875
region2,2016,48.83425
region2,2017,47.788375
region2,2018,47.436
region2,2019,46.93475
region2,2020,48.773
region3,1949,37.39893333333334
region3,1950,43.78926666666666
region3,1951,42.486266666666666
region3,1952,40.78606666666666
region3,1953,42.404466666666664
region3,1954,42.541666666666664
region3,1955,42.81306666666667
region3,1956,40.08633333333333
region3,1957,39.17413333333333
region3,1958,40.99666666666667
region3,1959,36.42146666666667
region3,1960,39.773066666666665
region3,1961,41.6698
region3,1962,36.787866666666666
region3,1963,38.540200000000006
region3,1964,35.93213333333333
region3,1965,38.38866666666667
region3,1966,37.85646666666666
region3,1967,36.2644
region3,1968,39.7782
region3,1969,36.104733333333336
region3,1970,38.626933333333334
region3,1971,36.58186666666666
region3,1972,37.33493333333333
region3,1973,38.913066666666666
region3,1974,39.21013333333334
region3,1975,42.120733333333334
region3,1976,39.8474
region3,1977,41.44306666666667
region3,1978,36.062333333333335
region3,1979,34.05233333333333
region3,1980,35.104866666666666
region3,1981,37.98813333333333
region3,1982,39.30226666666667
region3,1983,36.39046666666666
region3,1984,38.9054
region3,1985,39.12513333333333
region3,1986,38.916533333333334
region3,1987,39.4706
region3,1988,37.98473333333333
region3,1989,37.51873333333334
region3,1990,40.5926
region3,1991,44.73866666666667
region3,1992,42.534866666666666
region3,1993,41.22166666666667
region3,1994,39.730266666666665
region3,1995,38.63806666666667
region3,1996,39.903400000000005
region3,1997,38.89666666666667
region3,1998,40.5096
region3,1999,44.69493333333333
region3,2000,42.322
region3,2001,40.79886666666667
region3,2002,41.318866666666665
region3,2003,44.376200000000004
region3,2004,37.276133333333334
region3,2005,38.5996
region3,2006,41.292
region3,2007,43.971133333333334
region3,2008,38.8668
region3,2009,42.14986666666667
region3,2010,39.83573333333333
region3,2011,39.4086
region3,2012,40.81513333333333
region3,2013,43.51853333333334
region3,2014,41.324799999999996
region3,2015,37.489066666666666
region3,2016,36.3314
region3,2017,40.36833333333333
region3,2018,46.65306666666667
region3,2019,40.6254
region3,2020,42.867733333333334
region3,2021,43.3144
region3,1948,51.0163
region3,1949,51.095749999999995
region3,1950,48.9808
region3,1951,50.10985
region3,1952,49.4282
region3,1953,51.278650000000006
region3,1954,50.63590000000001
region3,1955,48.69065
region3,1956,51.91415000000001
region3,1957,50.79595
region3,1958,48.346250000000005
region3,1959,51.746050000000004
region3,1960,48.74635
region3,1961,51.5472
region3,1962,47.55905
region3,1963,48.517
region3,1964,50.3184
region3,1965,50.7525
region3,1966,48.86965
region3,1967,48.15045
region3,1968,50.177350000000004
region3,1969,48.3464
region3,1970,52.2398
region3,1971,53.91145
region3,1972,50.2233
region3,1973,52.15385
region3,1974,49.661649999999995
region3,1975,51.736149999999995
region3,1976,45.78345
region3,1977,50.567600000000006
region3,1978,51.071
region3,1979,51.456100000000006
region3,1980,49.40805
region3,1981,48.4083
region3,1982,52.2559
region3,1983,50.19945
region3,1984,52.538850000000004
region3,1985,52.18735
region3,1986,51.1383
region3,1987,50.72765
region3,1988,48.6805
region3,1989,47.890550000000005
region3,1990,53.056000000000004
region3,1991,51.4548
region3,1992,49.995999999999995
region3,1993,50.01505
region3,1994,52.07585
region3,1995,48.963049999999996
region3,1996,50.2396
region3,1997,50.0939
region3,1998,53.272000000000006
region3,1999,52.19500000000001
region3,2000,48.230900000000005
region3,2001,53.0731
region3,2002,50.791450000000005
region3,2003,51.68645
region3,2004,52.0159
region3,2005,52.10455
region3,2006,52.241200000000006
region3,2007,53.53405
region3,2008,50.9116
region3,2009,51.00565
region3,2010,50.19895
region3,2011,53.47545
region3,2012,51.77295
region3,2013,51.00725
region3,2014,51.4941
region3,2015,55.93735
region3,2016,53.536249999999995
region3,2017,51.92065
region3,2018,53.044799999999995
region3,2019,52.81665
region3,2020,53.1468
region4,1949,48.313583333333334
region4,1950,52.672625000000004
region4,1951,52.833708333333334
region4,1952,48.80229166666667
region4,1953,51.47895833333334
region4,1954,50.31508333333333
region4,1955,52.423
region4,1956,49.86816666666667
region4,1957,48.84704166666666
region4,1958,52.43629166666667
region4,1959,44.087041666666664
region4,1960,48.91929166666667
region4,1961,48.42179166666667
region4,1962,46.77704166666666
region4,1963,48.84645833333334
region4,1964,45.68645833333333
region4,1965,47.285875000000004
region4,1966,49.468333333333334
region4,1967,46.179833333333335
region4,1968,49.38183333333333
region4,1969,45.479000000000006
region4,1970,47.660374999999995
region4,1971,46.27529166666667
region4,1972,47.45208333333333
region4,1973,49.548750000000005
region4,1974,46.76220833333334
region4,1975,51.960375
region4,1976,50.52158333333333
region4,1977,49.442708333333336
region4,1978,44.559958333333334
region4,1979,42.99029166666667
region4,1980,44.953541666666666
region4,1981,46.77154166666667
region4,1982,48.130291666666665
region4,1983,46.953875000000004
region4,1984,46.08654166666667
region4,1985,47.18645833333333
region4,1986,46.145916666666665
region4,1987,49.708958333333335
region4,1988,47.33116666666667
region4,1989,46.33041666666667
region4,1990,50.14570833333334
region4,1991,52.66829166666667
region4,1992,51.01583333333334
region4,1993,49.995000000000005
region4,1994,48.320083333333336
region4,1995,48.673125
region4,1996,48.88316666666666
region4,1997,47.32575
region4,1998,48.95608333333333
region4,1999,50.797333333333334
region4,2000,52.53670833333334
region4,2001,49.56391666666667
region4,2002,50.21308333333334
region4,2003,50.96075
region4,2004,47.224375
region4,2005,47.78829166666667
region4,2006,50.91287499999999
region4,2007,52.08879166666667
region4,2008,48.02041666666667
region4,2009,49.123250000000006
region4,2010,48.51558333333333
region4,2011,46.004375
region4,2012,49.51766666666666
region4,2013,52.35491666666667
region4,2014,50.318999999999996
region4,2015,46.70820833333334
region4,2016,47.041666666666664
region4,2017,49.11441666666667
region4,2018,55.43016666666667
region4,2019,49.43883333333333
region4,2020,52.09116666666667
region4,2021,51.40425
region4,1948,57.33578125
region4,1949,57.48309375
region4,1950,54.65546875
region4,1951,56.96496875
region4,1952,54.90653125
region4,1953,56.62659375
region4,1954,56.86790625
region4,1955,56.26165625
region4,1956,58.2766875
region4,1957,56.6273125
region4,1958,56.24490625
region4,1959,57.28896875
region4,1960,56.11740625
region4,1961,57.382343750000004
region4,1962,55.49934375
region4,1963,54.80990625
region4,1964,57.0428125
region4,1965,57.42253125
region4,1966,55.70046875
region4,1967,55.17853125
region4,1968,55.112125
region4,1969,54.84278125
region4,1970,58.0865
region4,1971,60.249
region4,1972,57.384875
region4,1973,58.951499999999996
region4,1974,55.38190625
region4,1975,56.8714375
region4,1976,52.14459375
region4,1977,56.61878125
region4,1978,58.3385625
region4,1979,56.49690625
region4,1980,56.351687500000004
region4,1981,55.0499375
region4,1982,58.234125
region4,1983,55.5753125
region4,1984,59.24378125
region4,1985,58.5764375
region4,1986,58.6474375
region4,1987,56.77315625
region4,1988,56.02696875
region4,1989,54.60309375
region4,1990,59.156343750000005
region4,1991,57.47753125
region4,1992,56.29259375
region4,1993,56.137375
region4,1994,58.422000000000004
region4,1995,55.2356875
region4,1996,56.421875
region4,1997,55.803125
region4,1998,60.62384375
region4,1999,58.0385
region4,2000,54.81515625
region4,2001,58.40140625
region4,2002,57.59478125
region4,2003,57.49675
region4,2004,58.74628125
region4,2005,57.90875
region4,2006,57.20071875
region4,2007,59.8920625
region4,2008,56.799875
region4,2009,56.94221875
region4,2010,56.304500000000004
region4,2011,57.7989375
region4,2012,57.46184375
region4,2013,57.4386875
region4,2014,57.31690625
region4,2015,61.68365625
region4,2016,60.86309375
region4,2017,58.17828125
region4,2018,59.15953125
region4,2019,60.07475
region4,2020,58.9741875
region5,1949,27.823
region5,1950,30.745333333333335
region5,1951,27.332277777777776
region5,1952,28.189833333333336
region5,1953,32.159666666666666
region5,1954,30.546722222222222
region5,1955,33.22944444444445
region5,1956,31.171722222222222
region5,1957,28.27027777777778
region5,1958,28.870944444444447
region5,1959,28.706111111111113
region5,1960,26.937333333333335
region5,1961,30.561555555555554
region5,1962,28.67538888888889
region5,1963,26.455555555555556
region5,1964,24.495611111111113
region5,1965,31.696
region5,1966,27.39038888888889
region5,1967,26.06233333333333
region5,1968,28.694666666666667
region5,1969,27.874555555555556
region5,1970,29.406277777777778
region5,1971,26.4645
region5,1972,26.97922222222222
region5,1973,26.014222222222223
region5,1974,30.608611111111113
region5,1975,29.644333333333332
region5,1976,28.731222222222225
region5,1977,31.642166666666665
region5,1978,26.441777777777776
region5,1979,23.235611111111112
region5,1980,21.524444444444445
region5,1981,28.023611111111112
region5,1982,31.24872222222222
region5,1983,23.764666666666667
region5,1984,31.521833333333333
region5,1985,31.02
region5,1986,28.221166666666665
region5,1987,31.012666666666664
region5,1988,34.107777777777784
region5,1989,27.420833333333334
region5,1990,29.43877777777778
region5,1991,34.647555555555556
region5,1992,31.892666666666667
region5,1993,32.993
region5,1994,28.7115
region5,1995,25.4495
region5,1996,29.111777777777775
region5,1997,26.910944444444443
region5,1998,28.675666666666668
region5,1999,36.50033333333333
region5,2000,32.75983333333333
region5,2001,32.07288888888889
region5,2002,31.929888888888893
region5,2003,34.964055555555554
region5,2004,27.621
region5,2005,29.587944444444442
region5,2006,33.064388888888885
region5,2007,35.96311111111111
region5,2008,28.634888888888888
region5,2009,29.265
region5,2010,28.284666666666666
region5,2011,31.20633333333333
region5,2012,29.0085
region5,2013,34.878
region5,2014,29.590555555555554
region5,2015,23.942166666666665
region5,2016,26.5215
region5,2017,31.824722222222224
region5,2018,36.595555555555556
region5,2019,27.436555555555557
region5,2020,28.773388888888892
region5,2021,31.825888888888887
region5,1948,44.156625
region5,1949,43.205666666666666
region5,1950,40.338458333333335
region5,1951,39.76179166666667
region5,1952,42.82458333333333
region5,1953,45.240916666666664
region5,1954,43.76841666666667
region5,1955,41.039208333333335
region5,1956,44.27804166666667
region5,1957,42.671416666666666
region5,1958,41.67016666666667
region5,1959,42.358958333333334
region5,1960,42.867124999999994
region5,1961,43.19729166666667
region5,1962,42.09425
region5,1963,43.566375
region5,1964,42.144083333333334
region5,1965,44.00204166666666
region5,1966,41.664125
region5,1967,41.62704166666666
region5,1968,42.94283333333333
region5,1969,41.57341666666667
region5,1970,43.527875
region5,1971,45.95258333333334
region5,1972,40.59166666666667
region5,1973,44.27825000000001
region5,1974,42.42054166666667
region5,1975,43.61508333333333
region5,1976,37.21154166666667
region5,1977,41.930125
region5,1978,42.87883333333334
region5,1979,43.52483333333333
region5,1980,41.68258333333333
region5,1981,42.047333333333334
region5,1982,44.734791666666666
region5,1983,41.08958333333334
region5,1984,43.926125000000006
region5,1985,40.635333333333335
region5,1986,43.10641666666667
region5,1987,44.075625
region5,1988,41.926458333333336
region5,1989,39.2865
region5,1990,44.207750000000004
region5,1991,42.38529166666667
region5,1992,42.16070833333334
region5,1993,41.04595833333334
region5,1994,46.3795
region5,1995,40.26583333333333
region5,1996,41.411208333333335
region5,1997,43.660583333333335
region5,1998,46.868208333333335
region5,1999,45.249875
region5,2000,40.835208333333334
region5,2001,46.63470833333333
region5,2002,43.39875
region5,2003,44.36541666666667
region5,2004,45.281416666666665
region5,2005,44.83141666666666
region5,2006,44.324333333333335
region5,2007,45.3205
region5,2008,42.477875000000004
region5,2009,43.76979166666666
region5,2010,43.00083333333333
region5,2011,45.934416666666664
region5,2012,43.97970833333333
region5,2013,41.93579166666667
region5,2014,42.389041666666664
region5,2015,49.148291666666665
region5,2016,47.11670833333333
region5,2017,44.11654166666667
region5,2018,43.4715
region5,2019,43.98708333333334
region5,2020,44.4545
region6,1949,45.022666666666666
region6,1950,44.84806666666667
region6,1951,48.855533333333334
region6,1952,46.0246
region6,1953,48.733399999999996
region6,1954,47.55653333333333
region6,1955,51.086133333333336
region6,1956,46.770133333333334
region6,1957,46.12813333333334
region6,1958,47.9652
region6,1959,44.159933333333335
region6,1960,45.38733333333334
region6,1961,44.53713333333334
region6,1962,45.1714
region6,1963,46.2406
region6,1964,44.65506666666667
region6,1965,45.21046666666667
region6,1966,47.81966666666666
region6,1967,43.45053333333333
region6,1968,47.687733333333334
region6,1969,44.39253333333333
region6,1970,47.2542
region6,1971,45.16486666666666
region6,1972,46.0588
region6,1973,47.88286666666667
region6,1974,43.15933333333333
region6,1975,46.79113333333333
region6,1976,45.71286666666666
region6,1977,48.8974
region6,1978,44.24173333333333
region6,1979,41.638933333333334
region6,1980,41.005266666666664
region6,1981,45.21
region6,1982,48.53413333333334
region6,1983,44.00893333333333
region6,1984,44.1426
region6,1985,44.72886666666667
region6,1986,43.90326666666667
region6,1987,49.54526666666666
region6,1988,46.367066666666666
region6,1989,44.382733333333334
region6,1990,46.531933333333335
region6,1991,48.967333333333336
region6,1992,47.294333333333334
region6,1993,48.3864
region6,1994,45.052533333333336
region6,1995,46.090333333333334
region6,1996,47.79173333333333
region6,1997,46.95686666666667
region6,1998,45.0544
region6,1999,47.769666666666666
region6,2000,50.45360000000001
region6,2001,49.79406666666667
region6,2002,47.51213333333333
region6,2003,48.013799999999996
region6,2004,46.39606666666667
region6,2005,46.2718
region6,2006,49.19846666666667
region6,2007,50.52413333333333
region6,2008,44.70066666666666
region6,2009,46.354
region6,2010,48.09426666666666
region6,2011,44.42013333333333
region6,2012,46.72293333333334
region6,2013,50.5122
region6,2014,46.2884
region6,2015,45.08173333333333
region6,2016,46.269800000000004
region6,2017,48.699733333333334
region6,2018,51.85906666666666
region6,2019,46.019800000000004
region6,2020,47.431733333333334
region6,2021,47.898133333333334
region6,1948,54.90945000000001
region6,1949,55.503600000000006
region6,1950,54.928200000000004
region6,1951,54.39055
region6,1952,53.20805
region6,1953,55.09075
region6,1954,57.07165
region6,1955,55.4717
region6,1956,56.543600000000005
region6,1957,54.08365
region6,1958,55.044650000000004
region6,1959,54.412800000000004
region6,1960,55.092
region6,1961,53.36325000000001
region6,1962,55.738099999999996
region6,1963,55.760799999999996
region6,1964,54.950199999999995
region6,1965,57.032050000000005
region6,1966,54.502250000000004
region6,1967,53.71085000000001
region6,1968,53.249900000000004
region6,1969,54.32805
region6,1970,54.93405
region6,1971,56.19885000000001
region6,1972,53.060300000000005
region6,1973,56.5215
region6,1974,53.092150000000004
region6,1975,54.40454999999999
region6,1976,50.95055
region6,1977,56.547850000000004
region6,1978,55.470299999999995
region6,1979,54.5951
region6,1980,55.6115
region6,1981,55.19505
region6,1982,55.178
region6,1983,53.46705000000001
region6,1984,55.8097
region6,1985,54.5783
region6,1986,54.5736
region6,1987,54.43405
region6,1988,55.19565
region6,1989,53.24065
region6,1990,55.599000000000004
region6,1991,54.5033
region6,1992,54.0646
region6,1993,53.2676
region6,1994,55.99395
region6,1995,54.9738
region6,1996,54.55095
region6,1997,54.27635
region6,1998,58.0721
region6,1999,56.584649999999996
region6,2000,53.246399999999994
region6,2001,56.29415
region6,2002,54.680049999999994
region6,2003,56.19605
region6,2004,56.53195000000001
region6,2005,56.89515
region6,2006,55.09925
region6,2007,57.01455
region6,2008,54.6683
region6,2009,53.524249999999995
region6,2010,56.56165
region6,2011,55.33895
region6,2012,56.391200000000005
region6,2013,54.62555
region6,2014,55.817499999999995
region6,2015,58.600049999999996
region6,2016,58.7073
region6,2017,57.11375
region6,2018,55.102999999999994
region6,2019,56.38895
region6,2020,56.01145
region7,1949,35.36833333333333
region7,1950,32.384499999999996
region7,1951,33.90683333333333
region7,1952,34.20641666666666
region7,1953,37.6335
region7,1954,36.601
region7,1955,40.528333333333336
region7,1956,36.217416666666665
region7,1957,33.405750000000005
region7,1958,34.648583333333335
region7,1959,33.69175
region7,1960,33.18716666666666
region7,1961,33.562333333333335
region7,1962,35.26141666666667
region7,1963,33.43741666666667
region7,1964,33.0325
region7,1965,37.701249999999995
region7,1966,35.620416666666664
region7,1967,31.555833333333336
region7,1968,36.90025
region7,1969,34.76175
region7,1970,34.71741666666667
region7,1971,34.252833333333335
region7,1972,33.72
region7,1973,34.36183333333333
region7,1974,35.10458333333333
region7,1975,36.26291666666666
region7,1976,34.132666666666665
region7,1977,39.475
region7,1978,34.877833333333335
region7,1979,28.33641666666667
region7,1980,26.6875
region7,1981,34.03191666666667
region7,1982,40.00608333333333
region7,1983,30.683750000000003
region7,1984,35.68833333333333
region7,1985,35.905
region7,1986,33.461083333333335
region7,1987,38.58433333333333
region7,1988,40.09125
region7,1989,33.27283333333333
region7,1990,36.02533333333333
region7,1991,39.5995
region7,1992,37.541666666666664
region7,1993,40.67783333333333
region7,1994,31.7265
region7,1995,33.05675
region7,1996,36.07966666666667
region7,1997,34.628416666666666
region7,1998,33.77158333333333
