"HHS_region","pathogen2","chi","loglik"
7,"fluB",0.482697793407256,-2288.24904488875
7,"fluB",0.512697793407256,-2283.52804228078
7,"fluB",0.542697793407256,-2268.29394864291
7,"fluB",0.572697793407256,-2261.43140151052
7,"fluB",0.602697793407256,-2257.14334115881
7,"fluB",0.632697793407256,-2255.23567750923
7,"fluB",0.662697793407256,-2311.38587583006
7,"fluB",0.692697793407256,-2258.70489588957
7,"fluB",0.722697793407256,-2373.05654774172
7,"fluB",0.752697793407256,-2374.64910080785
7,"fluB",0.782697793407256,-2391.43219203957
