"HHS_region","pathogen2","chi","loglik"
3,"fluB",0.596896300041798,-2364.3308268537
3,"fluB",0.626896300041798,-2350.07431894914
3,"fluB",0.656896300041798,-2333.35612788591
3,"fluB",0.686896300041798,-2302.8343427573
3,"fluB",0.716896300041798,-2224.17700612355
3,"fluB",0.746896300041798,-2227.45759632883
3,"fluB",0.776896300041798,-2239.8859603112
3,"fluB",0.806896300041798,-2262.17543771583
3,"fluB",0.836896300041798,-2297.6312279754
3,"fluB",0.866896300041798,-2349.16484476992
3,"fluB",0.896896300041798,-2404.25580045921
3,"fluB",0.926896300041798,-2431.01642283576
3,"fluB",0.956896300041798,-2434.50692167892
3,"fluB",0.986896300041798,-2434.67986758352
