"HHS_region","pathogen2","chi","loglik"
5,"fluB",0,-5590.31825741156
5,"fluB",0.1,-5588.45539895164
5,"fluB",0.2,-5586.56926977168
5,"fluB",0.3,-5584.66128932292
5,"fluB",0.4,-3592.07741614058
5,"fluB",0.5,-3516.05843479448
5,"fluB",0.6,-3474.47473433722
5,"fluB",0.7,-3512.98366062434
5,"fluB",0.8,-3670.25879458234
5,"fluB",0.9,-3985.4215161503
5,"fluB",1,-4417.66968301143
5,"fluB",0.993189933854739,-4405.72793036643
